,Length,Language,Messsage
41670,10,English,the darker of the two greys It looks like bluegrey
41671,3,English,weird dingy purple
41672,1,English,pink
41673,4,English,the darker dimmer green
41674,7,English,More mint not the limeish looking green
41675,3,English,the darkest purple
41676,3,English,Sick album name
41677,8,English,Haha Its the one that looks moreeaster like
41678,3,English,One is bolder
41679,3,English,The other paler
41680,9,English,Yeah its the darker one Not the bold purple
41681,12,English,the lime green green Not the bright and not the yellowish one
41682,1,English,Red
41683,1,English,blue
41684,4,English,weird dingy purple again
41685,1,English,pruple
41686,1,English,purplblue
41687,4,English,Stupid spelling The bluegreen
41688,2,English,True blue
41689,6,English,dar purple with a little grey
41690,1,English,dark
41691,1,English,blue
41692,1,English,lilac
41693,1,English,purple
41694,2,English,grey blue
41695,1,English,lilac
41696,2,English,grey grey
41697,1,English,brightest
41698,5,English,brown with a little yellow
41699,1,English,green
41700,1,English,pinish
41701,1,English,mint
41702,2,English,not teal
41703,5,English,is that the bright green
41704,6,English,the green with the least blue
41705,1,English,purple
41706,5,English,yellow with a little green
41707,4,English,last one was hard
41708,1,English,pink
41709,2,English,bright green
41710,1,English,neon
41711,1,English,grey
41712,6,English,brown with a hint of orange
41713,2,English,lightest color
41714,1,English,no
41715,3,English,darkest without red
41716,1,English,good
41717,1,English,teal
41718,2,English,grey grey
41719,2,English,true blue
41720,6,English,dusky pink with a little brown
41721,1,English,grey
41722,1,English,grey
41723,2,English,grey again
41724,2,English,true blue
41725,1,English,brown
41726,2,English,yellow green
41727,3,English,brown no orange
41728,1,English,purple
41729,2,English,nice work
41730,6,English,grey with a hint of pink
41731,4,English,pink but not neon
41732,1,English,grey
41733,1,English,teal
41734,2,English,bright teal
41735,1,English,good
41736,1,English,mint/teal
41737,3,English,not the blue
41738,2,English,true blue
41739,1,English,purple
41740,4,English,lime bright almost neon
41741,3,English,we are great
41742,1,English,blue
41743,1,English,D
41744,5,English,grey with a litle purple
41745,2,English,baby blue
41746,2,English,green yellow
41747,1,English,sorry
41748,1,English,purple
41749,2,English,its okay
41750,1,English,red
41751,3,English,green not yelow
41752,2,English,dusky lilac
41753,3,English,the dull one
41754,3,English,the most purple
41755,2,English,blue grey
41756,2,English,almost purple
41757,1,English,grey
41758,4,English,Last one Greta job
41759,1,English,purple
41760,2,English,teal green
41761,2,English,closest to
41762,3,English,purple looking gray
41763,2,English,brightest blue
41764,9,English,of the two purples is the brighter of two
41765,3,English,perfect good description
41766,1,English,thanks
41767,1,English,pink
41768,2,English,oh goodness
41769,4,English,gray bluish gray teal
41770,7,English,or 'seafoam' if you're fancy 
41771,3,English,gray not bluish
41772,3,English,brighter of pinks
41773,1,English,orangey
41774,7,English,of the two purple closer to pink
41775,3,English,ok got it\
41776,2,English,good job
41777,4,English,brighter of the blues
41778,4,English,closest to army khaki
41779,4,English,closest to hot pink
41780,2,English,pinkish purple
41781,12,English,thats a tough one the duller purple or the more blueish purple
41782,11,English,or the one that is closest to pink of the three
41783,4,English,closest to pink yes
41784,1,English,gotcha
41785,1,English,orange
41786,4,English,pink not brownish pink
41787,1,English,blue
41788,1,English,yellow
41789,5,English,darker of the two greens
41790,9,English,not army khaki not seafoam but the blueish green
41791,9,English,one of those two greens has more tan undertones
41792,6,English,not the one with tan undertones
41793,5,English,not the lime one either
41794,1,English,ok
41795,1,English,thanks
41796,1,English,grey
41797,8,English,of the two blues is a darker blue
41798,7,English,maybe duller would be a better word
41799,7,English,i gotcha either makes sense to me
41800,2,English,more grey
41801,1,English,blue
41802,6,English,of the two pinks more mauve
41803,6,English,of the two purples lighter color
41804,7,English,hmmm The one with the blue undertones
41805,3,English,no blue undertone
41806,3,English,ok got it
41807,1,English,green
41808,1,English,orange
41809,1,English,orange
41810,3,English,brighter lime green
41811,1,English,blue
41812,5,English,purple brighter color not dull
41813,1,English,tan
41814,7,English,closest to a mustard yellow I guess
41815,1,English,purple
41816,2,English,brighter green
41817,2,English,not lime
41818,1,English,ok
41819,1,English,orange
41820,2,English,army khaki
41821,6,English,brighter color of the two blues
41822,7,English,closest to a yellow or a tan
41823,3,English,closest to purple
41824,6,English,purple that has light pink undertones
41825,2,English,grayish purple
41826,1,English,gotcha
41827,4,English,closest to army khaki
41828,6,English,brighter of the greens not lime
41829,1,English,purple
41830,4,English,grey not purplish tint
41831,1,English,purple
41832,1,English,green
41833,3,English,purple lighter color
41834,1,English,tan
41835,1,English,green
41836,1,English,pink
41837,1,English,brown
41838,1,English,grey
41839,1,English,blue
41840,1,English,purple
41841,2,English,mid blue
41842,2,English,darker blue
41843,4,English,so bbrite no navy
41844,1,English,navy
41845,1,English,nice
41846,1,English,pink
41847,1,English,beige
41848,1,English,yellow
41849,1,English,blue
41850,5,English,grey not green and gray
41851,2,English,lighter grey
41852,1,English,blue
41853,2,English,light green
41854,1,English,red
41855,2,English,grey purple
41856,2,English,grey purple
41857,1,English,greenblue
41858,1,English,magenta
41859,1,English,redpink
41860,4,English,you are so good
41861,1,English,greenyellow
41862,4,English,you're doing great
41863,1,English,oops
41864,4,English,lol whoops first one
41865,1,English,grey
41866,1,English,sorry
41867,2,English,all good
41868,2,English,dull pink
41869,2,English,not purple
41870,1,English,bornw
41871,1,English,brown
41872,1,English,pink
41873,1,English,brown
41874,1,English,blue
41875,2,English,green blue
41876,1,English,green
41877,1,English,purple
41878,2,English,dull green
41879,2,English,middle green
41880,3,English,should have asked
41881,4,English,ummm not the olivish
41882,6,English,not the brightest not the brown
41883,1,English,purple
41884,1,English,lol
41885,2,English,lightest pruple
41886,8,English,sorry that was total gray on my screen
41887,2,English,most red
41888,1,English,shoot
41889,2,English,dark purple
41890,3,English,shake it off 
41891,2,English,not dull
41892,1,English,red
41893,1,English,magenta
41894,1,English,blue
41895,1,English,blue
41896,2,English,brown green
41897,2,English,light green
41898,2,English,dark green
41899,1,English,magenta
41900,3,English,not the brightest
41901,1,English,green
41902,2,English,almost done
41903,2,English,light green
41904,4,English,they're all greenguessing
41905,1,English,grey
41906,1,English,pink
41907,1,English,purple
41908,1,English,blue
41909,1,English,grey
41910,2,English,dark green
41911,2,English,brown green
41912,1,English,orange
41913,1,English,green
41914,4,English,good job thank you
41915,9,English,yup good luck to you thanks for the help
41916,1,English,blue
41917,1,English,brite
41918,1,English,yes
41919,2,English,or pale
41920,1,English,grey
41921,1,English,fuscia
41922,2,English,brightest blue
41923,1,English,purple
41924,1,English,grey
41925,1,English,green
41926,5,English,blueish gray not greenish grey
41927,1,English,brown
41928,1,English,brown
41929,1,English,blue
41930,2,English,olive green
41931,1,English,red
41932,5,English,grey grey  not blue/green grey
41933,4,English,green with MOST yellow
41934,7,English,blue that is NOT the bright blue
41935,1,English,yellow
41936,6,English,purpleNOT the greyish purple not fuscia
41937,1,English,blue
41938,1,English,blue
41939,7,English,brightest blue [like royal blue]
41940,1,English,blue
41941,1,English,brown
41942,2,English,royal blue
41943,1,English,great
41944,1,English,gry
41945,1,English,sorry
41946,2,English,grayish purple
41947,2,English,minty green/blue
41948,1,English,purple
41949,2,English,greyish purple
41950,1,English,mustard
41951,1,English,purple
41952,2,English,rednot pink
41953,2,English,greyish purple
41954,1,English,red
41955,1,English,blue
41956,1,English,orange
41957,5,English,NOT royal blue NOT purple
41958,1,English,blue
41959,1,English,purple
41960,8,English,olive green NOT neon green NOT lime green
41961,6,English,mint green NOT neon NOT lime
41962,1,English,blue
41963,4,English,the SLIGHTLY lighter purple
41964,12,English,Not olive/army green and not primary greenthe middle green of the three
41965,1,English,blue
41966,3,English,red not pink
41967,4,English,brighter bluelike a neon
41968,1,English,grey
41969,2,English,brightest blue
41970,1,English,red
41971,3,English,brightest blue again
41972,3,English,mauve not grey
41973,1,English,grey
41974,1,English,grey
41975,1,English,grey
41976,1,English,grey
41977,1,English,pink
41978,3,English,good jiob bro
41979,1,English,green
41980,2,English,green light
41981,1,English,grey
41982,1,English,maroon
41983,1,English,red
41984,2,English,bright green
41985,2,English,light blue
41986,6,English,ugly color that isn't yellow
41987,1,English,grey
41988,1,English,lol
41989,1,English,grey
41990,1,English,grey
41991,1,English,bright
41992,1,English,green
41993,6,English,you're perfect so far man
41994,3,English,we going 50/50
41995,3,English,the brightest one
41996,1,English,yes
41997,3,English,the darker purple
41998,1,English,green
41999,6,English,wow we just lost one cent
42000,5,English,on the one before that
42001,3,English,i messed up
42002,2,English,i know
42003,4,English,this is not good
42004,2,English,so sad
42005,1,English,orange
42006,12,English,dude i'm going in the street to find a penny after
42007,4,English,to make it even
42008,2,English,bright yellow
42009,1,English,greenish
42010,1,English,ugh
42011,3,English,the pink one
42012,1,English,purple
42013,4,English,not the blusih purple
42014,1,English,ok
42015,10,English,nice i want to play this as a drinking game
42016,1,English,pink
42017,1,English,bue
42018,1,English,blue
42019,1,English,green
42020,5,English,green not the bright one
42021,5,English,same color as last time
42022,1,English,orange
42023,1,English,uh
42024,2,English,brighter orange
42025,1,English,blue
42026,3,English,the brighter one
42027,1,English,yes
42028,6,English,the one that looks like sand
42029,2,English,oh no
42030,1,English,wow
42031,6,English,i'm about to just quit
42032,2,English,another penny
42033,7,English,the one that doesn't fit in
42034,3,English,the blue one
42035,3,English,the ugly one
42036,9,English,the one you wouldn't paint your housee with
42037,2,English,bright purple
42038,2,English,lgiht blue
42039,1,English,brught
42040,2,English,bright blue
42041,3,English,bright and light
42042,4,English,blue like the ocean
42043,1,English,green
42044,1,English,hahaah
42045,7,English,the middle one on a tempalte color
42046,2,English,template color
42047,6,English,not the darkest or the lightest
42048,1,English,um
42049,7,English,should get a bonus for that one
42050,3,English,we really should
42051,6,English,this is the hardest one yet
42052,6,English,just guess one ofe the blues
42053,4,English,they are too close
42054,2,English,slightly lighter
42055,1,English,niceeee
42056,2,English,bright green
42057,1,English,yay
42058,2,English,bright purple
42059,2,English,light blue
42060,1,English,pink
42061,3,English,yah what ever
42062,1,English,purple
42063,4,English,that was not pink
42064,5,English,i don't freaking know
42065,1,English,haha
42066,11,English,give me your address and i'll send you the penny
42067,1,English,greyishblue
42068,1,English,blue
42069,1,English,blue
42070,2,English,brihgt pink
42071,2,English,weird brown
42072,2,English,briht blue
42073,1,English,hmm
42074,1,English,grey
42075,2,English,bright blue
42076,1,English,Hi
42077,1,English,hello
42078,5,English,First one is pink I
42079,1,English,Gray
42080,2,English,Lime green
42081,2,English,Brownish gray
42082,2,English,Not purplishgray
42083,8,English,Green Guess you'd say almsot kelly green
42084,5,English,The dullest shade Kinda greenish
42085,1,English,Purple
42086,1,English,Aquamarine
42087,1,English,Purple
42088,3,English,The reddest purple
42089,2,English,Not indigo
42090,1,English,Gray
42091,1,English,Red
42092,9,English,I guess you'd call it slate Or khaki
42093,4,English,Not green or yellow
42094,1,English,Pink
42095,2,English,Pinkish purple
42096,3,English,The brightest green
42097,1,English,teal
42098,1,English,green
42099,3,English,The grayest one
42100,4,English,Not purple or pink
42101,1,English,purple
42102,1,English,green
42103,1,English,green
42104,1,English,Blue
42105,3,English,The bluest one
42106,1,English,Umm
42107,3,English,The darkest green
42108,5,English,Maroon I'd call it
42109,1,English,Mauve
42110,3,English,The brownest one
42111,10,English,The most normal green Not lime not forest Kelly green
42112,1,English,Brown
42113,1,English,Pink
42114,1,English,Purple
42115,6,English,Darkest one Not lime not kelly
42116,1,English,Oliveish
42117,1,English,Purple
42118,1,English,Lime
42119,7,English,Royal blue The brighter of the two
42120,2,English,Sky blue
42121,1,English,MAube
42122,1,English,Purple
42123,1,English,Green
42124,1,English,orange
42125,12,English,Kinda teal ish Not the grayish one Not the royal blue one
42126,1,English,Teal
42127,1,English,Purple
42128,1,English,Mauve
42129,2,English,Seafoam Green
42130,1,English,Orange
42131,3,English,Brightest green there
42132,3,English,Reddest one there
42133,2,English,Brightest one
42134,1,English,Green
42135,1,English,Indigo
42136,12,English,One of the brown ones I guess it's the brighter brown
42137,5,English,If such a thing exists
42138,3,English,medium green color
42139,1,English,tealish
42140,4,English,more green than that
42141,2,English,fern color
42142,1,English,green
42143,1,English,yes
42144,1,English,blue
42145,7,English,I have a yellow pink and purple
42146,1,English,purple
42147,1,English,pink
42148,2,English,darkest color
42149,2,English,greenest color
42150,4,English,muted gray very dull
42151,5,English,more tanish than true gray
42152,1,English,yes
42153,2,English,yellowish green
42154,2,English,bright green
42155,2,English,greenish gray
42156,2,English,pinkish purple
42157,2,English,orangish red
42158,1,English,gray
42159,1,English,gray
42160,1,English,purple/tan
42161,2,English,darker blue
42162,2,English,purple blue
42163,7,English,I have purple blue and grayish blue
42164,1,English,purple
42165,1,English,yellow
42166,2,English,army green
42167,3,English,army green dull
42168,1,English,purple
42169,3,English,dark or light
42170,1,English,dark
42171,1,English,blue
42172,2,English,bright aqua
42173,2,English,medium gray
42174,1,English,red
42175,6,English,I have orange gray and purpleish
42176,1,English,orange
42177,1,English,green
42178,3,English,light or dark
42179,1,English,dark
42180,1,English,purple
42181,1,English,green
42182,3,English,light or dark
42183,1,English,dark
42184,2,English,dark blue
42185,7,English,the gray that stands out the most
42186,4,English,it looks more green
42187,2,English,light blue
42188,2,English,yellow green
42189,1,English,green
42190,2,English,with yellow
42191,3,English,grey with blue
42192,2,English,bluish gray
42193,1,English,orange/red
42194,2,English,greenish yellow
42195,1,English,blue
42196,2,English,purple medium
42197,2,English,mint green
42198,2,English,dull gray
42199,2,English,purple bright
42200,2,English,aqua dull
42201,5,English,green mint duller in tone
42202,1,English,lighter
42203,4,English,brighter of all 3
42204,4,English,brightest of all 3
42205,3,English,almost true blue
42206,1,English,blue
42207,1,English,yes
42208,1,English,grey
42209,1,English,brown
42210,1,English,purple
42211,2,English,pink dull
42212,1,English,green
42213,1,English,greenish
42214,3,English,lighter or darker
42215,1,English,lighter
42216,1,English,purple/pink
42217,3,English,the brighter purple
42218,3,English,the greyer blue
42219,1,English,grey
42220,2,English,lime green
42221,1,English,orange
42222,4,English,the greyer darker blue
42223,3,English,tan or brown
42224,7,English,not the bright blue the othermore grey
42225,4,English,the duller blue greyer
42226,1,English,grey
42227,1,English,blue
42228,2,English,bright pink
42229,1,English,purplish
42230,2,English,army green
42231,6,English,not the light bluethe brighter green
42232,3,English,the bluer green
42233,7,English,not the bright blue and not grey
42234,1,English,pink
42235,1,English,purplish
42236,1,English,greyish
42237,1,English,camoflauge
42238,2,English,pea green
42239,2,English,bright purple
42240,1,English,camo
42241,2,English,bright purple
42242,1,English,purple
42243,1,English,grey
42244,1,English,greyish
42245,1,English,dull
42246,2,English,middle blue
42247,1,English,yellowish
42248,2,English,bright grey
42249,2,English,bright green
42250,1,English,yellowish
42251,2,English,bright blue
42252,1,English,orange
42253,1,English,blue
42254,1,English,pink
42255,1,English,yellowish
42256,1,English,orange
42257,1,English,camo
42258,1,English,pinkish
42259,1,English,fushia
42260,1,English,green
42261,1,English,orange
42262,1,English,purple
42263,1,English,bright
42264,1,English,grey
42265,1,English,brightest
42266,1,English,purple
42267,2,English,mint green
42268,2,English,olive green
42269,2,English,olive green
42270,2,English,lighter grey
42271,1,English,grey
42272,2,English,light blue
42273,1,English,red
42274,2,English,lighter mauve
42275,1,English,red
42276,2,English,light blue
42277,3,English,blue not periwinkle
42278,1,English,red
42279,2,English,seafoam green
42280,2,English,darker blue
42281,1,English,brown
42282,3,English,mauve not grey
42283,9,English,not purple not bright blue but the duller blue
42284,2,English,light blue
42285,1,English,pink
42286,2,English,seafoam green
42287,2,English,olive green
42288,1,English,red
42289,2,English,olive green
42290,1,English,aqua
42291,4,English,the more yellow green
42292,1,English,aqua
42293,1,English,pink
42294,3,English,the brighter seafoam
42295,5,English,mauve not purple or pink
42296,1,English,periwinkle
42297,1,English,green
42298,1,English,yellow
42299,1,English,seafoam
42300,5,English,pink not mauve or purple
42301,5,English,not bright green not seafoam
42302,2,English,mint/sage green
42303,1,English,yes
42304,1,English,mauve
42305,1,English,green
42306,1,English,yellow
42307,1,English,pink
42308,1,English,red
42309,10,English,not gold not the greenish grey but the brownish grey
42310,3,English,the brighter purple
42311,2,English,not periwinkle
42312,6,English,kind of on the lavender side
42313,1,English,yes
42314,1,English,pink
42315,8,English,mauve pink not mauve purple or puple blue
42316,1,English,brown
42317,1,English,blue
42318,2,English,sage green
42319,1,English,yellow/gold
42320,1,English,green
42321,2,English,yellow green
42322,7,English,awesome jobyou're great with describing colors 
42323,1,English,green
42324,3,English,lightest green  teal
42325,2,English,darker pink/purple
42326,1,English,green
42327,1,English,pink
42328,1,English,gray
42329,2,English,darker purple
42330,2,English,duller blue
42331,1,English,purple
42332,1,English,purple/grey
42333,5,English,more green than the others
42334,1,English,grey
42335,1,English,umm
42336,3,English,in the middle
42337,2,English,brightest blue
42338,1,English,yellow
42339,4,English,brightest green  lime green
42340,1,English,grey
42341,1,English,purple
42342,1,English,purple
42343,10,English,sea foam green haha   idk more blue/green than the others
42344,1,English,bluest
42345,5,English,grey  more blue than others
42346,1,English,dullest
42347,1,English,brown
42348,1,English,purple
42349,2,English,lighter blue
42350,1,English,red
42351,1,English,blue
42352,1,English,green
42353,1,English,purple
42354,1,English,red
42355,1,English,grey
42356,1,English,bluest
42357,1,English,grey
42358,2,English,duller blue
42359,1,English,pink/purple
42360,1,English,purplest
42361,1,English,purple
42362,2,English,lighter green
42363,1,English,lightest
42364,1,English,purple
42365,1,English,pink
42366,1,English,green
42367,2,English,duller green
42368,2,English,bluer purple
42369,3,English,closest to grey
42370,1,English,green/yellow
42371,6,English,most grey  the others are purpley
42372,1,English,blue
42373,1,English,grey/purple
42374,8,English,This is the dullest of the three colors
42375,3,English,again the dullest
42376,11,English,kind of in between this time  Not bright but not dull
42377,5,English,the color of a banana
42378,3,English,a ripe banana
42379,3,English,Good question yes
42380,3,English,another ripe banana
42381,2,English,neon banana
42382,13,English,my bad  This one is same as the color of the send button
42383,4,English,lol my bad too
42384,5,English,grey pink or old banana
42385,3,English,barney he dinosaur
42386,2,English,barney light
42387,8,English,Haha I've never seen Barney Total guess
42388,5,English,same as the send button
42389,3,English,never seen barney
42390,5,English,grew up under a rock
42391,4,English,brown grey blue send
42392,1,English,send
42393,1,English,Nooo
42394,3,English,whoops wrong send
42395,9,English,am i allowed to just tell you the color
42396,1,English,yes
42397,5,English,ok  the greyish blue one
42398,5,English,that should make it easier
42399,2,English,dull pink
42400,7,English,guess i didnt read the instructions thoroughly
42401,3,English,mmm  blue grey
42402,2,English,neon green
42403,1,English,coral
42404,1,English,yellow/green
42405,2,English,thats tough
42406,5,English,guess one thats not purple
42407,4,English,bluer or greyer grey
42408,3,English,blue i guess
42409,1,English,Yes
42410,1,English,purplest
42411,5,English,brighter of the two notblues
42412,3,English,purple or pink
42413,6,English,Not sure  I terrible with colors
42414,2,English,oh well
42415,5,English,different than the other two
42416,1,English,grey
42417,4,English,blue grey or grey
42418,3,English,slate grey grey
42419,2,English,shoot  sorry
42420,2,English,no ptob
42421,3,English,grey grey again
42422,1,English,*prob
42423,1,English,yellowish
42424,2,English,light green
42425,2,English,blue grey
42426,1,English,pinkish
42427,3,English,wtf green blue
42428,1,English,purple
42429,1,English,miracle
42430,2,English,lighter blue
42431,2,English,lightest purple
42432,2,English,bright blue
42433,3,English,grey kinda brighter
42434,4,English,not the purplest one
42435,4,English,i hate this game
42436,7,English,lol we are not a good team
42437,2,English,greenish greyish
42438,7,English,yeah we suckDo you play pool darts
42439,2,English,The purplest
42440,4,English,no eye hand coordination
42441,2,English,too dangerous
42442,2,English,brightest blue
42443,6,English,y dangerous for others not yourself
42444,1,English,greenest
42445,2,English,public menace
42446,1,English,slate
42447,2,English,self proclaimed
42448,2,English,darkest purple
42449,4,English,it's been agreed
42450,2,English,greyest grey
42451,1,English,purple
42452,1,English,red
42453,2,English,darker purple
42454,1,English,denim
42455,1,English,neon
42456,1,English,pinkish
42457,1,English,purplest
42458,2,English,dull green
42459,2,English,dull purple
42460,10,English,have a good day and watch out for traffic lights
42461,8,English,right then i'd be the public menace
42462,1,English,blue
42463,2,English,dull blue
42464,4,English,Is it more purplish
42465,1,English,yes
42466,2,English,olive green
42467,3,English,the brighter one
42468,1,English,hello
42469,2,English,left side
42470,8,English,They're mixed up that doesn't help
42471,2,English,olive green
42472,1,English,darker
42473,1,English,ok
42474,2,English,grey looking
42475,4,English,more grey less blue
42476,11,English,ok I guess one of the two is slightly less blue
42477,1,English,magenta
42478,8,English,lighter of the two that look that way
42479,1,English,ok
42480,1,English,magenta
42481,4,English,same one as last
42482,1,English,ok
42483,2,English,darker blue
42484,1,English,ok
42485,2,English,dark blue
42486,1,English,ok
42487,2,English,bright orange
42488,1,English,ok
42489,1,English,magenta
42490,6,English,same as a few rounds ago
42491,1,English,yeah
42492,1,English,nope
42493,6,English,i think its olive green again
42494,4,English,kind of dull green
42495,1,English,green
42496,1,English,ok
42497,1,English,greysih
42498,1,English,purple
42499,1,English,ok
42500,3,English,deep purple one
42501,3,English,looks kinda blue
42502,1,English,ok
42503,1,English,yellow
42504,1,English,ok
42505,2,English,neon yellow
42506,1,English,ok
42507,1,English,green
42508,1,English,ok
42509,3,English,geryish red one
42510,3,English,the least red
42511,3,English,good description thanks
42512,1,English,blue
42513,1,English,blue
42514,4,English,royal blue or aqua
42515,1,English,royal
42516,6,English,lighter blue not the aqua one
42517,2,English,greyish purple
42518,7,English,the lighter one or the darker one
42519,1,English,darker
42520,1,English,ok
42521,6,English,nope it was the lighter one
42522,2,English,green one
42523,3,English,its all perception
42524,2,English,bright green
42525,2,English,aqua green
42526,1,English,ok
42527,6,English,kind of like the last bluegreen
42528,2,English,darker purple
42529,1,English,blue
42530,2,English,grey blue
42531,1,English,redish
42532,1,English,grey\
42533,1,English,blue
42534,8,English,its green the olive one not as bright
42535,1,English,blue
42536,1,English,blue
42537,2,English,blue grey
42538,1,English,pruple
42539,1,English,grey
42540,4,English,They're all gray
42541,1,English,really
42542,3,English,the lighter one
42543,1,English,red
42544,11,English,the grey blue it looks slightly less blue than the other
42545,1,English,ok
42546,1,English,blue
42547,1,English,orange
42548,3,English,grey blue one
42549,2,English,bright green
42550,1,English,blue
42551,1,English,grey
42552,1,English,purpe
42553,1,English,green
42554,1,English,yellow
42555,2,English,brighter green
42556,2,English,light blue
42557,1,English,purple
42558,1,English,purple/pink
42559,1,English,purplish
42560,2,English,light brown
42561,1,English,green
42562,1,English,pink
42563,1,English,grey
42564,1,English,gold
42565,1,English,blue
42566,2,English,pea green
42567,1,English,aqua
42568,2,English,dark green
42569,1,English,grey
42570,2,English,iridescent pink
42571,1,English,blue
42572,1,English,orange
42573,10,English,the one with a little bit of a red tint
42574,3,English,blue and purple
42575,1,English,yellow
42576,2,English,bright green
42577,3,English,like a neon
42578,1,English,yeah
42579,1,English,grey
42580,1,English,grey
42581,2,English,nonneon green
42582,1,English,red
42583,1,English,green
42584,2,English,light purple
42585,1,English,red
42586,2,English,pale blue
42587,2,English,orange tint
42588,1,English,blue
42589,1,English,orange
42590,3,English,the nonbright pink
42591,2,English,like mauve
42592,5,English,not sure what that is
42593,8,English,slamonlike is another way i would descibe it
42594,4,English,grandma's bath towels
42595,1,English,gotcha
42596,2,English,nice lol
42597,1,English,aqua
42598,1,English,purple
42599,1,English,pink
42600,1,English,grey
42601,1,English,purple
42602,1,English,orange
42603,1,English,pink
42604,1,English,blue
42605,2,English,grass green
42606,1,English,aqua
42607,15,English,wow um it's the one that i guess has a greyish tint to it
42608,1,English,purple
42609,2,English,neon green
42610,2,English,greenish blue
42611,2,English,bright pink
42612,1,English,purple
42613,1,English,blue/ppurple
42614,1,English,gray
42615,1,English,green
42616,1,English,gray
42617,2,English,dull purp
42618,1,English,seagreen
42619,2,English,darker purp
42620,1,English,pink
42621,3,English,blueish gray darker
42622,1,English,brown
42623,2,English,darker green
42624,2,English,brighter purp
42625,1,English,purp
42626,1,English,blui
42627,1,English,blue*
42628,1,English,gray
42629,1,English,green
42630,2,English,darker purp
42631,2,English,grayer purp
42632,2,English,not brown
42633,1,English,gray
42634,1,English,blu
42635,2,English,golden green
42636,1,English,gray
42637,1,English,purp
42638,4,English,gray green not purp
42639,1,English,gray
42640,2,English,blue darker
42641,2,English,not sky
42642,2,English,not green
42643,1,English,purple
42644,6,English,darker green not light not greeer
42645,1,English,greener**
42646,2,English,dull grey/green
42647,1,English,gray
42648,2,English,Darkest color
42649,1,English,blue
42650,7,English,not the purp tinted but the gray/blue
42651,1,English,purp
42652,1,English,gray
42653,2,English,gray purp
42654,2,English,lightest color
42655,2,English,dark blu
42656,2,English,brownish gry
42657,1,English,gray
42658,1,English,blu
42659,1,English,gray/green
42660,2,English,dark blue
42661,2,English,Purple brighter
42662,2,English,less dull
42663,1,English,gray
42664,1,English,green
42665,1,English,red
42666,1,English,gray
42667,1,English,red
42668,1,English,blue
42669,1,English,gray
42670,2,English,silver almost
42671,8,English,not light green the yellowish green not duller
42672,8,English,gray not brown tinted more like bright silver
42673,1,English,lightest
42674,3,English,the dusty blue
42675,2,English,dark purple
42676,1,English,blue
42677,7,English,i see slate grey pink/grey and orange/grey
42678,6,English,it's the slate grey one
42679,2,English,greenish maybe
42680,1,English,purple
42681,2,English,darkest green
42682,3,English,not super bright
42683,1,English,grey
42684,1,English,red
42685,4,English,the least green one
42686,3,English,the pinkest one
42687,1,English,green
42688,2,English,darker blue
42689,1,English,purple
42690,1,English,pink
42691,1,English,red
42692,1,English,green
42693,2,English,dusty blue
42694,3,English,the darker purple
42695,4,English,green not yellow green
42696,1,English,orange
42697,2,English,true blue
42698,1,English,blue
42699,3,English,the lightest one
42700,1,English,blue
42701,2,English,neon pink
42702,1,English,blue/grey
42703,9,English,there are two bright pinks  the less bright one
42704,3,English,the truer green
42705,1,English,grey
42706,2,English,kermit green
42707,4,English,hint of yellow green
42708,2,English,darker orange
42709,2,English,truer green
42710,1,English,greyblue
42711,1,English,blue
42712,2,English,truer purple
42713,3,English,not dusty purple
42714,2,English,oh lord
42715,3,English,one is greener
42716,4,English,not the purpley one
42717,6,English,the other two are so close
42718,3,English,darker or lighter
42719,1,English,lighter
42720,1,English,blue
42721,1,English,brown
42722,1,English,green
42723,10,English,the two that are almost the same  the lighter one
42724,1,English,pink
42725,2,English,true blue
42726,1,English,pink
42727,2,English,true blue
42728,1,English,orange
42729,1,English,yellow
42730,2,English,two purples
42731,3,English,the truer one
42732,4,English,not the pinky one
42733,1,English,red
42734,7,English,of the two yellow/greens the greener one
42735,4,English,grey not grey purple
42736,1,English,green
42737,3,English,darker greyish green
42738,1,English,grey
42739,1,English,purple
42740,1,English,red
42741,1,English,grey
42742,2,English,brownish gold
42743,1,English,greenist
42744,2,English,pure blue
42745,2,English,brownish green
42746,2,English,purest purple
42747,1,English,orange
42748,1,English,green
42749,1,English,grey
42750,2,English,pure brown
42751,1,English,yellow
42752,1,English,grey
42753,1,English,lue
42754,2,English,redish orange
42755,1,English,green
42756,1,English,red
42757,2,English,brightest green
42758,2,English,more brown
42759,2,English,greyer green
42760,4,English,more green than yellow
42761,1,English,blue
42762,2,English,brightest green
42763,2,English,lightest green
42764,2,English,more grey
42765,2,English,lightest teal
42766,1,English,orange
42767,1,English,yellow
42768,1,English,red
42769,2,English,darkest green
42770,1,English,purple/blue
42771,1,English,red
42772,2,English,brick red
42773,1,English,yes
42774,1,English,brown
42775,1,English,grey/green
42776,6,English,the middle of the two reds
42777,2,English,redish pruple
42778,2,English,blueish purple
42779,2,English,lightest green
42780,1,English,teal
42781,2,English,light blue
42782,1,English,purple
42783,1,English,goldish
42784,2,English,light teal
42785,1,English,grey
42786,1,English,green
42787,1,English,grey
42788,6,English,barney on a red grape day
42789,6,English,a darker shade of the two
42790,1,English,sunshine
42791,3,English,gonzo the muppet
42792,2,English,creme soda
42793,2,English,gonzo again
42794,6,English,when the sky turns to night
42795,9,English,an m & m the truest pure primary color
42796,5,English,the darkest of the two
