negation,Condition,Language,Message
False,equal/far,English,purple
True,equal/far,English,not orange but brown
False,equal/far,English,green[
True,further/split,English,not light blue not yellow but sage green
True,equal/far,English,"not green and not red, but mauve"
False,equal/far,English,or pink
False,further/split,English,blue
False,equal/far,English,blue
True,further/split,English,green not brown
True,closer/close,English,"not purple and not red pink, but pink purple"
True,closer/close,English,mauve. not hot pink or grey
False,equal/far,English,green
False,closer/close,English,brightest green.
False,equal/far,English,purple
True,further/split,English,blue. not grey blue
True,closer/close,English,purple. not pink or blue purple
True,further/split,English,not the brightest purple
False,equal/far,English,grey
False,equal/far,English,brown
False,further/split,English,greener grey
False,further/split,English,bluer grey
False,closer/close,English,bluer grey
False,closer/close,English,greenest gren
False,further/split,English,;ighter blue
False,further/split,English,lighter
False,equal/far,English,purple
True,closer/close,English,grey. not blue grey or purple grey
False,further/split,English,"green, apple green"
False,closer/close,English,purple/blue
False,closer/close,English,dull purple blue?
False,closer/close,English,"there is purple, blue, and in between"
False,closer/close,English,the most blue one
False,closer/close,English,gray
False,equal/far,English,blue
False,further/split,English,pink/purple
False,closer/close,English,bright blue
False,equal/far,English,green
False,equal/far,English,orange
False,further/split,English,blue
False,equal/far,English,gold
False,equal/far,English,blue
False,closer/close,English,gray blue
False,closer/close,English,"the bluest one? I see light teal, dull teal and sky blue"
False,closer/close,English,dull teal
True,further/split,English,"green, not the yellow one"
False,further/split,English,brownish mauve
False,equal/far,English,blue
False,equal/far,English,yellow
False,further/split,English,blue
False,closer/close,English,purple/pink
False,further/split,English,green
False,further/split,English,pea green?
False,further/split,English,lighter green
False,equal/far,English,green
False,further/split,English,light blue/green
False,further/split,English,dark purple/blue
False,closer/close,English,"purple gray, darker shade"
False,further/split,English,purple
False,closer/close,English,gray
False,further/split,English,blue
False,equal/far,English,green
False,closer/close,English,yellow green
True,closer/close,English,"light blue, not the dullest"
False,closer/close,English,brownish gray
True,further/split,English,"green, not lime"
False,equal/far,English,pink
False,closer/close,English,dark purple/pink
False,equal/far,English,bright pink
False,closer/close,English,dusty purple
False,closer/close,English,light blue
False,closer/close,English,closest to cyan? the bright one?
False,closer/close,English,yes
False,equal/far,English,gold
False,equal/far,English,yellow
False,equal/far,English,green/yellowish one
False,closer/close,English,orange
False,equal/far,English,brown
True,further/split,English,"purple, not the brighter one"
False,equal/far,English,green
False,closer/close,English,brightest blue
False,further/split,English,gray
False,further/split,English,purple
False,closer/close,English,"purple, darkest"
False,further/split,English,pink
False,further/split,English,brighter green
False,closer/close,English,gray blue
False,further/split,English,Hello
False,further/split,English,Are you there?
False,further/split,English,yes
False,further/split,English,ready to begin?
False,further/split,English,yes
False,further/split,English,barney color please
False,equal/far,English,caca green
False,equal/far,English,purple
False,further/split,English,light grey gren
False,equal/far,English,red
False,further/split,English,bright blue
False,equal/far,English,grey
False,equal/far,English,tan
False,equal/far,English,purple
False,further/split,English,light bluegreen
False,closer/close,English,salmon
True,closer/close,English,not pink
False,closer/close,English,oops sorry about that
False,closer/close,English,purple
False,further/split,English,lime yellow
False,further/split,English,light blue
False,further/split,English,aqua
True,further/split,English,not purple
False,further/split,English,ice blue or sky blue
False,further/split,English,bright
False,further/split,English,blue
False,closer/close,English,purple
False,closer/close,English,lite blue
False,closer/close,English,green bright
True,closer/close,English,not camo
False,equal/far,English,yellow
False,closer/close,English,oj light
True,closer/close,English,not bright
False,equal/far,English,red
False,further/split,English,purple bright
True,closer/close,English,"bright purple, not neon"
True,closer/close,English,not lite
False,equal/far,English,brown
False,equal/far,English,brown
False,further/split,English,green
False,further/split,English,bright
False,equal/far,English,purple
False,further/split,English,lime green
False,further/split,English,bright
True,further/split,English,not lite
False,equal/far,English,purple
True,closer/close,English,"salmon, not pink, and not lite pink"
False,closer/close,English,bright salmon
False,closer/close,English,aqua blue shade
False,closer/close,English,salmon peach
False,further/split,English,aqua
False,further/split,English,purple
False,further/split,English,bright green
False,equal/far,English,lime green
False,equal/far,English,purple
False,further/split,English,light yellow green
False,closer/close,English,shade purple
True,closer/close,English,not neon
True,closer/close,English,and not lite
False,closer/close,English,watermelon green
False,further/split,English,green
False,closer/close,English,salmon red
False,closer/close,English,pink
False,closer/close,English,dark blue purple
True,closer/close,English,not blue grey
False,further/split,English,"grey, bright"
False,closer/close,English,"neon pink, shade"
True,closer/close,English,not neon pink
False,closer/close,English,pink purple brigh
False,further/split,English,blue
False,further/split,English,with grey
False,equal/far,English,brown
False,equal/far,English,aqua
False,closer/close,English,blue light
False,closer/close,English,but brighter than other
False,closer/close,English,purple with blue
False,equal/far,English,good work team
False,equal/far,English,last one
False,equal/far,English,salmon
False,further/split,English,orange
False,equal/far,English,grey
False,closer/close,English,bluish green/grey
False,equal/far,English,blue
False,further/split,English,grey
False,further/split,English,pink
False,equal/far,English,brown
False,closer/close,English,brighter green
False,closer/close,English,pinkish brown
False,further/split,English,pinkish brown
False,equal/far,English,green
True,further/split,English,pink not purple
True,closer/close,English,not bright pink the dullest color
False,further/split,English,kind of purple
True,closer/close,English,not bright pink but close
False,further/split,English,green
False,further/split,English,bright green
False,further/split,English,orange
False,equal/far,English,pink
False,closer/close,English,bright green
False,closer/close,English,with the least yellow?
False,closer/close,English,the yellow one
True,closer/close,English,awesome! not the bright blue
False,closer/close,English,pale blue
False,equal/far,English,blue
False,further/split,English,grey
False,equal/far,English,green
False,further/split,English,pale pink
False,further/split,English,dark pink?
True,further/split,English,not the bright one kinda brown
False,closer/close,English,pale grey
False,equal/far,English,brown
False,equal/far,English,pink
False,equal/far,English,lol
False,equal/far,English,orange
False,closer/close,English,purple darker purple
False,equal/far,English,grey
False,equal/far,English,bright green
False,equal/far,English,pink
False,equal/far,English,pink
False,closer/close,English,dark green
False,equal/far,English,blue
True,closer/close,English,not purple kinda pink grey
False,further/split,English,gpink grey
False,further/split,English,pink
False,equal/far,English,grey
False,further/split,English,bright green
False,closer/close,English,pinkish brown
False,further/split,English,sigh
False,further/split,English,lol
False,further/split,English,brighter orange
False,further/split,English,brown
False,further/split,English,less yellow
False,closer/close,English,grey
True,closer/close,English,less yellow not grey
True,closer/close,English,not bright green not pale
False,closer/close,English,more brown?
False,closer/close,English,no
False,further/split,English,green paler one
False,equal/far,English,brown
False,closer/close,English,ok dull green
True,closer/close,English,not grey
False,equal/far,English,pink
True,closer/close,English,"purple, not blue or gray"
False,further/split,English,Hey
False,further/split,English,"hey, how are ya?"
False,further/split,English,red
False,further/split,English,Good good
False,closer/close,English,you do any of these before?
False,closer/close,English,yep
False,closer/close,English,pale tan/green
False,further/split,English,We can adjust as we go :)
False,further/split,English,yep!
False,further/split,English,this looks to have more yellow in the brown
False,further/split,English,it's brighter
False,further/split,English,brighter blue/green
False,equal/far,English,cyan
False,equal/far,English,blue
False,equal/far,English,purple
False,closer/close,English,brighter of the three (green)
False,further/split,English,bright purple
False,equal/far,English,yellow
False,closer/close,English,dull dull dull
False,further/split,English,green
False,closer/close,English,dull
False,equal/far,English,purple/pink
False,equal/far,English,blue
False,closer/close,English,mustard yellow (brownish yellow?)
False,equal/far,English,that was more green on my monitor
False,equal/far,English,that one was tough
False,equal/far,English,yeah
False,equal/far,English,purple/pink
False,closer/close,English,purple
False,further/split,English,red
False,further/split,English,dull green
False,further/split,English,blue
False,equal/far,English,dull green
False,equal/far,English,red/pink/salmon
False,further/split,English,hello?
True,further/split,English,not the grey grey nor the dark blue
False,further/split,English,brownish grey
False,equal/far,English,dull dull dull
False,further/split,English,dull purple/blue
False,equal/far,English,dull dull dull
False,further/split,English,bluish green
False,closer/close,English,lighter blue
False,closer/close,English,like it has white in it
False,closer/close,English,yellow neon green
False,closer/close,English,bright purple
False,equal/far,English,cyan (blue)
False,further/split,English,yellow yellow (no green)
False,equal/far,English,purple
True,closer/close,English,not the yellow/brown one. (more...)
False,closer/close,English,less green one (duller?)
False,closer/close,English,got it :)
False,closer/close,English,nice.
False,closer/close,English,bright blue (pops!)
False,equal/far,English,neon (bright green)
False,equal/far,English,yellow
False,equal/far,English,grey
False,closer/close,English,blue/green grey
False,closer/close,English,pinkish purple (bright)
True,closer/close,English,bright purple (not the pinker one)
False,further/split,English,duller green
False,closer/close,English,pinker purple (duller/darker)
False,equal/far,English,blueish
False,further/split,English,purple
False,further/split,English,blue
False,further/split,English,yellow green
False,further/split,English,dull green/yellow
False,equal/far,English,green (bright)
False,closer/close,English,Nice work. We really did well at the end
False,closer/close,English,grey
False,closer/close,English,yep
False,further/split,English,darker green teal
False,closer/close,English,lighter gray
False,closer/close,English,greenish
False,closer/close,English,"I see - blue/grey, purple/grey, green/grey"
False,further/split,English,bright green
False,equal/far,English,green
False,equal/far,English,yellow
False,equal/far,English,orangeish
False,equal/far,English,blue
False,further/split,English,pale blue
False,further/split,English,"sry, i would have said dull"
True,further/split,English,"purplish, that's ok. This ain't easy :D"
False,equal/far,English,green
False,further/split,English,purple
False,further/split,English,gray
False,further/split,English,yellow
False,further/split,English,brownish
False,further/split,English,purple
False,equal/far,English,green
False,equal/far,English,blue
False,further/split,English,blue
False,closer/close,English,bright green
False,equal/far,English,gray
False,closer/close,English,purple
True,closer/close,English,"blue, not the greenish one"
False,closer/close,English,darker green
False,closer/close,English,gold
False,closer/close,English,the bright one
False,further/split,English,bright green
False,equal/far,English,pale greenish blue
False,closer/close,English,gray
False,equal/far,English,blue
False,further/split,English,green
False,equal/far,English,red
False,closer/close,English,reddish brown
False,further/split,English,yellow
False,closer/close,English,gray
False,further/split,English,blue
False,equal/far,English,green
False,further/split,English,gold
False,closer/close,English,dark blue
False,further/split,English,purple
False,closer/close,English,reddish gray
False,further/split,English,purple
False,equal/far,English,orange
False,equal/far,English,green
False,closer/close,English,darker purple
False,equal/far,English,yellow
False,closer/close,English,gold
False,closer/close,English,medium green
False,further/split,English,darker purple
False,equal/far,English,red
False,closer/close,English,gray
False,closer/close,English,"good job, was fun"
False,closer/close,English,gray
False,closer/close,English,u2
False,closer/close,English,brown
False,further/split,English,purple
False,closer/close,English,bkye
False,further/split,English,red
False,further/split,English,pink
False,further/split,English,pink
True,closer/close,English,light green but not nreon
False,equal/far,English,gray
False,further/split,English,red
False,closer/close,English,brwon
False,equal/far,English,green bright
False,equal/far,English,yello
True,closer/close,English,blue not greyish and not purpkle
False,equal/far,English,yellow
False,further/split,English,purple
False,further/split,English,dark
False,equal/far,English,pink
True,further/split,English,green not yellow
False,further/split,English,gray
False,further/split,English,pink
False,closer/close,English,red
False,closer/close,English,ice blue
False,further/split,English,yellow
False,further/split,English,blue
False,equal/far,English,purple
False,further/split,English,ice blue
False,closer/close,English,gray
False,equal/far,English,red
False,further/split,English,purple
False,equal/far,English,yello
False,closer/close,English,blue
False,equal/far,English,vibrant blue
False,equal/far,English,green
False,closer/close,English,slivre
False,further/split,English,purple
False,equal/far,English,ponk
False,equal/far,English,same
False,closer/close,English,neon pink
False,equal/far,English,purple
False,closer/close,English,pale puirple
False,equal/far,English,red
False,equal/far,English,blyue
False,equal/far,English,blue
True,further/split,English,green not bright
False,further/split,English,dull yellow
False,closer/close,English,pin
False,further/split,English,blue purple
True,closer/close,English,gray not silver
False,closer/close,English,brighte
False,closer/close,English,vibrant
False,closer/close,English,brigth green
False,closer/close,English,no yellow
False,closer/close,English,darkest pruple
False,closer/close,English,dillest
False,closer/close,English,dullest
False,further/split,English,grey
False,closer/close,English,light purple
False,closer/close,English,olive brownish
False,closer/close,English,olive brown
False,equal/far,English,darker greyish
False,closer/close,English,lighter of the blues
False,equal/far,English,pink
False,equal/far,English,yellow
False,equal/far,English,green
False,further/split,English,red
False,further/split,English,greenish grey
False,closer/close,English,the more greyish
False,equal/far,English,purple
False,equal/far,English,red
False,closer/close,English,the purpler one
False,equal/far,English,yellow
False,closer/close,English,dull red
False,further/split,English,bright teal
False,further/split,English,dull purple
False,equal/far,English,pink
False,closer/close,English,blueish toned one
False,closer/close,English,dull purple
False,closer/close,English,blue blue
False,further/split,English,dull greenblueish
False,further/split,English,neon green
False,closer/close,English,grey
False,equal/far,English,red
False,equal/far,English,grey
False,further/split,English,dark blue
False,closer/close,English,pink
False,equal/far,English,green
False,further/split,English,pink
False,further/split,English,light dull purple
False,closer/close,English,grey
False,equal/far,English,orange
False,equal/far,English,red
False,further/split,English,bright purple
False,further/split,English,the more true purple
False,further/split,English,b.ue
False,further/split,English,bkue
False,further/split,English,darker grey
False,equal/far,English,brown
False,closer/close,English,olive grey
False,equal/far,English,grey
False,equal/far,English,blue
False,further/split,English,purple
False,closer/close,English,purple
False,further/split,English,grey grey
False,equal/far,English,green
False,closer/close,English,hot pinkish
False,closer/close,English,olive
False,equal/far,English,brown
False,closer/close,English,bright green
False,closer/close,English,darkest one
True,closer/close,English,"purpe, not pink not mauve"
False,equal/far,English,green
False,further/split,English,brown
False,closer/close,English,brown ish
False,equal/far,English,light purple
False,equal/far,English,red
True,further/split,English,"copper, not purple not brown"
False,further/split,English,my bad
False,further/split,English,orange
False,equal/far,English,green
True,further/split,English,"dull green, not blue, not brighter green"
False,equal/far,English,dull blue
False,equal/far,English,blue
False,equal/far,English,same
False,equal/far,English,copper
False,further/split,English,purple
False,further/split,English,brown
False,closer/close,English,vibrant red
False,further/split,English,"lighter green, almost lime"
True,further/split,English,"not red, not brown"
False,closer/close,English,grey ish brown
False,further/split,English,sorry
True,further/split,English,not your fault
False,further/split,English,like a hunter green
True,closer/close,English,"darker purple, not light not brownish"
False,closer/close,English,"lime green, vibrant"
False,equal/far,English,gray
False,equal/far,English,blue
False,further/split,English,pink ish
True,closer/close,English,"not lime, not green, like green and gray"
False,closer/close,English,same
True,further/split,English,"not green, vibrant navy blue"
True,closer/close,English,"gray, not purple not brownish"
True,further/split,English,"vibrant pink, not green, not dull reddish one"
False,equal/far,English,hunter green
False,further/split,English,vibrant pink
True,closer/close,English,"not dark blue, vibrant navy blue"
True,closer/close,English,"gray ish, not purple not blue"
False,equal/far,English,copper
True,closer/close,English,"not gray, almost hunter green"
False,equal/far,English,pink
True,further/split,English,"light green, not blue, not dull green"
True,further/split,English,"pink, not red, not lime"
False,equal/far,English,red
False,closer/close,English,hunter green
False,equal/far,English,light blue
True,closer/close,English,"not grayish, vibrant brownish goldish"
False,further/split,English,berry
True,closer/close,English,"not bright, not green, but greenish blue"
False,equal/far,English,pink
False,equal/far,English,green
False,equal/far,English,yellow green
False,further/split,English,orange red
False,further/split,English,green/yellow/brown
False,closer/close,English,dull purple
False,closer/close,English,bright dark green
False,closer/close,English,"purple, less bright"
False,equal/far,English,yellow
False,closer/close,English,gray
False,closer/close,English,blue/green
False,further/split,English,grayish purple
False,further/split,English,khaki
False,further/split,English,purple
False,closer/close,English,purple
False,closer/close,English,brightest purple
False,equal/far,English,green
False,equal/far,English,dusty green
False,equal/far,English,red
False,further/split,English,rose
False,further/split,English,orange
False,closer/close,English,rose purple/pink
False,further/split,English,purple
False,closer/close,English,yellow green
False,further/split,English,bluish green
False,further/split,English,gray
False,closer/close,English,blue
False,equal/far,English,purple
False,further/split,English,dark purple
False,equal/far,English,red
False,equal/far,English,green
False,further/split,English,light brown
False,equal/far,English,purple/gray
False,further/split,English,brightest purple
False,closer/close,English,rose pink
False,closer/close,English,darkest green
False,closer/close,English,darkest purple
False,equal/far,English,green
False,further/split,English,purple
False,further/split,English,blue
False,further/split,English,bright pink
False,closer/close,English,bright purple
False,equal/far,English,purple
False,further/split,English,red
False,equal/far,English,dull purple
False,equal/far,English,yellow
False,equal/far,English,brown
False,closer/close,English,brightest green
False,equal/far,English,gray
False,closer/close,English,green
False,equal/far,English,pink
False,equal/far,English,red
False,further/split,English,red pink
False,equal/far,English,green
False,equal/far,English,pink
False,equal/far,English,aqua
False,further/split,English,grey
False,closer/close,English,blu
False,further/split,English,taupe
False,equal/far,English,purple
False,closer/close,English,pink violet
False,further/split,English,mint green
True,further/split,English,not sea green
False,further/split,English,brightest green
True,further/split,English,"red, not orange"
False,further/split,English,yel
False,closer/close,English,pink bright
False,further/split,English,brown grey
False,closer/close,English,blue
False,closer/close,English,grey
False,closer/close,English,oops
False,closer/close,English,hold on
False,closer/close,English,the bluest/purplish one
True,closer/close,English,not blue
False,equal/far,English,sorry meant to be more precise
False,equal/far,English,pink
False,equal/far,English,its okay
False,equal/far,English,mustard
True,closer/close,English,"not neon, not sage"
False,closer/close,English,purplest
False,equal/far,English,red
False,equal/far,English,brownish
False,closer/close,English,taupe/beigeish
False,closer/close,English,taupe
False,further/split,English,grey
False,further/split,English,blu
False,further/split,English,orange
False,further/split,English,grey
False,closer/close,English,blue purple
True,closer/close,English,not light blue
True,closer/close,English,not lavender
False,equal/far,English,purpl
True,closer/close,English,not purple
True,closer/close,English,not the greyish one
False,closer/close,English,the brightest blue
False,closer/close,English,taupe
False,further/split,English,mauve
False,further/split,English,bright green
False,further/split,English,mauve
False,closer/close,English,orange brown
False,equal/far,English,orange
False,equal/far,English,green
False,closer/close,English,purpl
False,equal/far,English,grey
False,equal/far,English,green
True,equal/far,English,not bright blue
False,equal/far,English,awesome!
False,equal/far,English,pink
False,closer/close,English,:D
True,closer/close,English,not mustard
False,closer/close,English,the brown one that has more yellow in it
False,closer/close,English,light or dark
True,closer/close,English,"light, not dull"
True,closer/close,English,not the dull brown
False,closer/close,English,light
False,closer/close,English,so like tan color?
False,closer/close,English,yeah
False,further/split,English,sorry brain freeze on the tan lol
False,further/split,English,grey
False,further/split,English,lol its okay
False,further/split,English,tan
True,further/split,English,not gold
False,closer/close,English,orange pink
False,equal/far,English,blue
False,further/split,English,blue/purple
False,further/split,English,darkest
False,closer/close,English,gold
False,closer/close,English,turquoise
False,closer/close,English,lighter or darker
False,closer/close,English,light
False,further/split,English,purple
False,further/split,English,pink
False,closer/close,English,purple
False,equal/far,English,green
False,closer/close,English,deep purple
False,equal/far,English,purple
False,closer/close,English,purple
False,closer/close,English,deep purple
False,closer/close,English,bright
False,closer/close,English,brick
False,closer/close,English,pink
False,equal/far,English,blue
False,further/split,English,red
False,further/split,English,gray
False,equal/far,English,brown
False,further/split,English,deep
False,equal/far,English,purple
False,further/split,English,green bright
False,equal/far,English,green
False,equal/far,English,orange
False,further/split,English,bright
False,further/split,English,deep green
False,closer/close,English,dark blue
False,equal/far,English,purple
False,closer/close,English,olive
False,further/split,English,gray
False,equal/far,English,red
False,further/split,English,pink
False,equal/far,English,pink
False,equal/far,English,orange
False,closer/close,English,yellow green
False,further/split,English,purple gray
False,equal/far,English,purple
False,equal/far,English,gray
False,further/split,English,deep red
False,further/split,English,gray
False,equal/far,English,blue
False,further/split,English,brown
False,further/split,English,olive
False,closer/close,English,faded navy blue
False,equal/far,English,green
False,further/split,English,neon
False,further/split,English,hot pink
False,equal/far,English,sky
False,closer/close,English,bright blue
False,closer/close,English,gray
False,closer/close,English,gray
False,closer/close,English,bright
False,closer/close,English,faded purple
False,further/split,English,red
False,equal/far,English,HI.  Green
True,equal/far,English,rouge not purple
False,further/split,English,more blueish gray
False,further/split,English,purple
False,closer/close,English,hot pink
False,equal/far,English,red
False,closer/close,English,olive
False,further/split,English,hint of purple kinda drab
False,equal/far,English,green
False,closer/close,English,ugh
False,closer/close,English,"i see a light purple, bright puple, and mauve-ish purple"
True,closer/close,English,don't know mauve
False,closer/close,English,pinky purple
True,closer/close,English,not pink
False,closer/close,English,lighter
False,closer/close,English,drabier
False,further/split,English,nice
False,further/split,English,blue gray
False,further/split,English,more water blue NOT sky blue
False,further/split,English,turquoise?
False,further/split,English,guy here :-(
False,further/split,English,hm
False,further/split,English,slightish hint of green in the blue
False,further/split,English,gotcha
False,further/split,English,sky blue
False,equal/far,English,green
False,equal/far,English,hot pink
False,further/split,English,more olive
False,equal/far,English,purple
False,closer/close,English,yikes
False,closer/close,English,indeed
True,closer/close,English,not the tanish one
False,closer/close,English,more olive I guess
True,closer/close,English,not worth a penny ... make a guess please
False,closer/close,English,"i see an army green, bright green, and kinda in between those two green"
False,further/split,English,good guess :-)   purple
False,closer/close,English,purple
False,closer/close,English,olive
False,equal/far,English,green
False,further/split,English,"NOT water, but the grayer green"
False,closer/close,English,"purple, NOT hot pink"
True,closer/close,English,"classic green, not bright and not olive"
False,closer/close,English,darker green
False,further/split,English,darker green
True,closer/close,English,"not hot pink, not classic purple    rougish?"
False,further/split,English,cloest to brown ... darker tan   NO hint of purple
False,further/split,English,darker green   NOT pool water
False,equal/far,English,rouge
False,closer/close,English,ugh
False,closer/close,English,"bright, olive, or drab blueish green"
False,closer/close,English,drab bluish
False,equal/far,English,blue
False,equal/far,English,green
False,further/split,English,well its gray hard to split the 2
False,further/split,English,gray or gray/purple
True,further/split,English,not purple
False,further/split,English,more olive
False,closer/close,English,wow.  good job
False,closer/close,English,thanks
True,closer/close,English,grayish NOT purple not blue
False,further/split,English,"I keep zoning, ... forget I'm the speaker!"
False,further/split,English,"haha, it's all good"
False,further/split,English,more tan
False,further/split,English,ugh
False,further/split,English,"i have orange, green, and green/olive"
False,further/split,English,the green olive one?
False,further/split,English,move olive
False,closer/close,English,orange
False,closer/close,English,bright or drab
True,closer/close,English,more intense  (not the hot pink one)
False,equal/far,English,tan/brown
True,closer/close,English,ugh   not birhgt purple
False,closer/close,English,prob more bluish
False,closer/close,English,is it lighter or darker of the two left?
False,closer/close,English,slightly darker to me
False,equal/far,English,water
False,further/split,English,pool water :)
False,further/split,English,"overconfident, sorry"
False,further/split,English,oh well
False,further/split,English,redest
False,equal/far,English,blue
True,further/split,English,"greenish gray, not pool water, not blue"
False,closer/close,English,rouge
False,equal/far,English,purple hot pink
False,equal/far,English,purple
False,closer/close,English,great job thank.  purple
False,equal/far,English,rouge
False,closer/close,English,hi there
False,closer/close,English,hello
False,closer/close,English,pink
False,closer/close,English,bright green
False,closer/close,English,pink
False,closer/close,English,orange
False,closer/close,English,"i see muted purple, bright pink, and bright purple. it's bright purple."
False,further/split,English,bright green
False,further/split,English,muted purple
False,equal/far,English,orange
False,closer/close,English,gray
False,equal/far,English,purple
False,further/split,English,purple
False,equal/far,English,pink
False,equal/far,English,blue
False,equal/far,English,royal blue
False,further/split,English,tan
False,closer/close,English,neon green
False,further/split,English,purple
False,further/split,English,purple
False,further/split,English,dark?
True,further/split,English,"i see medium blue, purple, and a dark purple/blue. it's not that one"
False,further/split,English,red
False,closer/close,English,blue
False,closer/close,English,muted green
True,closer/close,English,not teal or grass
False,closer/close,English,same
False,further/split,English,pink
False,equal/far,English,light blue
False,equal/far,English,darker blue
False,equal/far,English,purple
False,closer/close,English,muted/lighter blue
False,further/split,English,pink
False,equal/far,English,bright green
False,further/split,English,grayer of the two gray/greens
False,further/split,English,red
False,closer/close,English,darkest of the two muted greens
False,further/split,English,gray
False,equal/far,English,orange
False,closer/close,English,vomit
False,closer/close,English,ha nice
False,closer/close,English,pure gray
False,equal/far,English,sorry. purple
False,closer/close,English,purple
False,equal/far,English,blue
True,further/split,English,not yellow. it's the more orangy red one
False,equal/far,English,green
False,further/split,English,muted green
False,closer/close,English,the bluest blue-green
True,closer/close,English,"not purple, not tan; more purple gray to me"
False,closer/close,English,or blue gray
False,equal/far,English,pink
False,equal/far,English,blue
False,equal/far,English,orange
False,equal/far,English,green
False,further/split,English,mauve
False,further/split,English,blue
False,equal/far,English,pink
False,equal/far,English,purple
False,equal/far,English,purple
True,closer/close,English,"dull green, not olive"
False,equal/far,English,pink
True,further/split,English,"green, not yellow"
False,closer/close,English,more of a lime green
False,closer/close,English,dull rose pink
False,equal/far,English,green
False,further/split,English,"grass green, a little deeper"
False,further/split,English,olive
False,further/split,English,olive
False,closer/close,English,green
False,equal/far,English,blue
False,further/split,English,lime green
False,further/split,English,dull green
True,further/split,English,"green, not olive"
False,closer/close,English,confederate blue
False,closer/close,English,um
False,closer/close,English,i see one that's green
False,closer/close,English,then a bright one and a darker one
False,closer/close,English,gray blue
False,equal/far,English,gray
False,further/split,English,pink brighter
False,closer/close,English,green/blue
False,closer/close,English,pink bright
False,equal/far,English,orange
False,closer/close,English,gray
True,closer/close,English,"rose pink, not hot"
False,equal/far,English,bright green
False,equal/far,English,green
False,closer/close,English,blue true
False,equal/far,English,gray
False,further/split,English,purple
False,further/split,English,brown
False,closer/close,English,gray
True,further/split,English,"green, not lime"
False,closer/close,English,puke green
False,further/split,English,"green, bright"
True,closer/close,English,"brown, not gold or yellow"
False,further/split,English,puce
False,equal/far,English,blue
True,further/split,English,not bright green or red
False,closer/close,English,"sea foam green, most different one"
False,further/split,English,purple/gray
False,further/split,English,brown
False,equal/far,English,gray
True,further/split,English,"blue, not sky"
False,equal/far,English,purple
False,closer/close,English,lime green
True,closer/close,English,"green, not grass or blue, more olive"
False,equal/far,English,green
False,equal/far,English,red
False,closer/close,English,pink bright
False,further/split,English,lime green
False,equal/far,English,tan
False,further/split,English,olive
False,further/split,English,bright purple
False,further/split,English,dull pink
False,equal/far,English,pink
False,closer/close,English,lime green
False,closer/close,English,bright pink
False,equal/far,English,grey
False,closer/close,English,dull pink
False,equal/far,English,sky blue
False,further/split,English,dull grey purple
False,equal/far,English,red(ish)
False,equal/far,English,hot punk pink
False,closer/close,English,bright grey
False,further/split,English,puke yellow
False,equal/far,English,sky blue
False,equal/far,English,easter egg blue
False,further/split,English,bright sky blue
False,equal/far,English,orange red
False,closer/close,English,grey
False,closer/close,English,dirty brownish pink
False,equal/far,English,pink
False,further/split,English,Sorry
False,further/split,English,My bad
False,further/split,English,dull pink
False,closer/close,English,really bright green
False,closer/close,English,hot pink
False,closer/close,English,lavender
False,closer/close,English,pink going towards purple
False,equal/far,English,green
False,equal/far,English,blue
False,closer/close,English,bright pink
False,further/split,English,orange
False,equal/far,English,teal green
False,closer/close,English,bright purple
False,further/split,English,purple
False,further/split,English,sky blue
False,equal/far,English,sky blue again
False,closer/close,English,grey
False,closer/close,English,grey
False,equal/far,English,pink
False,further/split,English,darker purple
False,further/split,English,hot pink
False,further/split,English,blue
False,closer/close,English,drab olive green
False,equal/far,English,green
False,further/split,English,grey
False,closer/close,English,grey
False,further/split,English,dull blue grey
False,further/split,English,grey
False,equal/far,English,easter egg blue
False,further/split,English,blue
False,equal/far,English,green
False,further/split,English,duller orange
False,further/split,English,blue
False,further/split,English,gray
False,further/split,English,pink
True,further/split,English,not red
False,further/split,English,purple
False,closer/close,English,gray
False,equal/far,English,yello
False,closer/close,English,blue
False,closer/close,English,no purple
False,equal/far,English,orange
True,further/split,English,green not the bright one
False,closer/close,English,purple darker
True,closer/close,English,not pin
False,closer/close,English,pink
True,closer/close,English,not pink
False,closer/close,English,I have two purples that are very light and almost identical
False,closer/close,English,the more dark one
False,closer/close,English,the one with the slightly brownish hue?
False,closer/close,English,yes
False,closer/close,English,dark purple
False,closer/close,English,the bright one?
False,closer/close,English,yeah
False,further/split,English,gray
False,closer/close,English,"the purple one, no blue tint"
False,closer/close,English,yellow
False,closer/close,English,teal
True,equal/far,English,not yellow or pink
False,equal/far,English,gray
False,closer/close,English,bright green
False,further/split,English,purple
False,equal/far,English,dark blue
False,equal/far,English,pink
False,equal/far,English,gray
False,equal/far,English,pink
False,equal/far,English,purpkle
False,equal/far,English,green
False,closer/close,English,dullest purple
False,closer/close,English,bright purple
True,closer/close,English,not pink
False,equal/far,English,gray
False,closer/close,English,the yellowist one
False,further/split,English,blye
False,further/split,English,blue
False,closer/close,English,bright pink purple
False,closer/close,English,"you mean the pink one, bright pink"
False,further/split,English,green no yeloow tint
False,closer/close,English,red
False,closer/close,English,you're good!
False,further/split,English,the grayer one
False,further/split,English,pink
False,equal/far,English,yello
False,further/split,English,gray no brown tint
False,further/split,English,purple
False,equal/far,English,blyue
False,closer/close,English,gray
False,further/split,English,green bright
False,further/split,English,blye
False,equal/far,English,gray
False,closer/close,English,yellow green
False,equal/far,English,brown
False,equal/far,English,purple
False,closer/close,English,most green
