specificity,Condition,Language,Message
1,closer/close,English,gold
0,further/split,English,bright green
0,equal/far,English,pale greenish blue
0,closer/close,English,gray
0,equal/far,English,blue
0,further/split,English,green
0,equal/far,English,red
0,closer/close,English,reddish brown
0,further/split,English,yellow
0,closer/close,English,gray
0,further/split,English,blue
0,equal/far,English,green
1,further/split,English,gold
0,closer/close,English,dark blue
0,further/split,English,purple
0,closer/close,English,reddish gray
0,further/split,English,purple
0,equal/far,English,orange
0,equal/far,English,green
0,closer/close,English,darker purple
0,equal/far,English,yellow
1,closer/close,English,gold
0,closer/close,English,medium green
0,further/split,English,darker purple
0,equal/far,English,red
0,closer/close,English,gray
0,closer/close,English,gray
0,closer/close,English,brown
0,further/split,English,purple
0,further/split,English,red
0,further/split,English,pink
0,further/split,English,pink
0,closer/close,English,light green but not nreon
0,equal/far,English,gray
0,further/split,English,red
0,equal/far,English,green bright
0,closer/close,English,blue not greyish and not purpkle
0,equal/far,English,yellow
0,further/split,English,purple
0,equal/far,English,pink
0,further/split,English,green not yellow
0,further/split,English,gray
0,further/split,English,pink
0,closer/close,English,red
0,closer/close,English,ice blue
0,further/split,English,yellow
0,further/split,English,blue
0,equal/far,English,purple
0,further/split,English,ice blue
0,closer/close,English,gray
0,equal/far,English,red
0,further/split,English,purple
0,closer/close,English,blue
0,equal/far,English,vibrant blue
0,equal/far,English,green
0,further/split,English,purple
0,closer/close,English,neon pink
0,equal/far,English,purple
0,equal/far,English,red
0,equal/far,English,blue
0,further/split,English,green not bright
0,further/split,English,dull yellow
0,further/split,English,blue purple
1,closer/close,English,gray not silver
0,closer/close,English,brigth green
0,closer/close,English,no yellow
0,closer/close,English,darkest pruple
0,further/split,English,grey
0,closer/close,English,light purple
0,closer/close,English,olive brownish
0,closer/close,English,olive brown
0,equal/far,English,darker greyish
0,closer/close,English,lighter of the blues
0,equal/far,English,pink
0,equal/far,English,yellow
0,equal/far,English,green
0,further/split,English,red
0,further/split,English,greenish grey
0,closer/close,English,the more greyish
0,equal/far,English,purple
0,equal/far,English,red
0,closer/close,English,the purpler one
0,equal/far,English,yellow
0,closer/close,English,dull red
1,further/split,English,bright teal
0,further/split,English,dull purple
0,equal/far,English,pink
0,closer/close,English,blueish toned one
0,closer/close,English,dull purple
0,closer/close,English,blue blue
0,further/split,English,neon green
0,closer/close,English,grey
0,equal/far,English,red
0,equal/far,English,grey
0,further/split,English,dark blue
0,closer/close,English,pink
0,equal/far,English,green
0,further/split,English,pink
0,further/split,English,light dull purple
0,closer/close,English,grey
0,equal/far,English,orange
0,equal/far,English,red
0,further/split,English,bright purple
0,further/split,English,the more true purple
0,further/split,English,darker grey
0,equal/far,English,brown
0,closer/close,English,olive grey
0,equal/far,English,grey
0,equal/far,English,blue
0,further/split,English,purple
0,closer/close,English,purple
0,further/split,English,grey grey
0,equal/far,English,green
0,closer/close,English,hot pinkish
0,closer/close,English,olive
0,equal/far,English,brown
0,closer/close,English,bright green
0,closer/close,English,darkest one
1,closer/close,English,"purpe, not pink not mauve"
0,equal/far,English,green
0,further/split,English,brown
0,closer/close,English,brown ish
0,equal/far,English,light purple
0,equal/far,English,red
1,further/split,English,"copper, not purple not brown"
0,further/split,English,orange
0,equal/far,English,green
0,further/split,English,"dull green, not blue, not brighter green"
0,equal/far,English,dull blue
0,equal/far,English,blue
1,equal/far,English,copper
0,further/split,English,purple
0,further/split,English,brown
0,closer/close,English,vibrant red
0,further/split,English,"lighter green, almost lime"
0,further/split,English,"not red, not brown"
0,closer/close,English,grey ish brown
0,further/split,English,like a hunter green
0,closer/close,English,"darker purple, not light not brownish"
0,closer/close,English,"lime green, vibrant"
0,equal/far,English,gray
0,equal/far,English,blue
0,further/split,English,pink ish
0,closer/close,English,"not lime, not green, like green and gray"
1,further/split,English,"not green, vibrant navy blue"
0,closer/close,English,"gray, not purple not brownish"
0,further/split,English,"vibrant pink, not green, not dull reddish one"
0,equal/far,English,hunter green
0,further/split,English,vibrant pink
1,closer/close,English,"not dark blue, vibrant navy blue"
0,closer/close,English,"gray ish, not purple not blue"
1,equal/far,English,copper
0,closer/close,English,"not gray, almost hunter green"
0,equal/far,English,pink
0,further/split,English,"light green, not blue, not dull green"
0,further/split,English,"pink, not red, not lime"
0,equal/far,English,red
0,closer/close,English,hunter green
0,equal/far,English,light blue
0,closer/close,English,"not grayish, vibrant brownish goldish"
0,closer/close,English,"not bright, not green, but greenish blue"
0,equal/far,English,pink
0,equal/far,English,green
0,equal/far,English,yellow green
0,further/split,English,orange red
0,closer/close,English,dull purple
0,closer/close,English,bright dark green
0,closer/close,English,"purple, less bright"
0,equal/far,English,yellow
0,closer/close,English,gray
0,further/split,English,grayish purple
0,further/split,English,purple
0,closer/close,English,purple
0,closer/close,English,brightest purple
0,equal/far,English,green
0,equal/far,English,dusty green
0,equal/far,English,red
1,further/split,English,rose
0,further/split,English,orange
1,closer/close,English,rose purple/pink
0,further/split,English,purple
0,closer/close,English,yellow green
0,further/split,English,bluish green
0,further/split,English,gray
0,closer/close,English,blue
0,equal/far,English,purple
0,further/split,English,dark purple
0,equal/far,English,red
0,equal/far,English,green
0,further/split,English,light brown
0,further/split,English,brightest purple
1,closer/close,English,rose pink
0,closer/close,English,darkest green
0,closer/close,English,darkest purple
0,equal/far,English,green
0,further/split,English,purple
0,further/split,English,blue
0,further/split,English,bright pink
0,closer/close,English,bright purple
0,equal/far,English,purple
0,further/split,English,red
0,equal/far,English,dull purple
0,equal/far,English,yellow
0,equal/far,English,brown
0,closer/close,English,brightest green
0,equal/far,English,gray
0,closer/close,English,green
0,equal/far,English,pink
0,equal/far,English,red
0,further/split,English,red pink
0,equal/far,English,green
0,equal/far,English,pink
1,equal/far,English,aqua
0,further/split,English,grey
1,further/split,English,taupe
0,equal/far,English,purple
1,closer/close,English,pink violet
0,further/split,English,mint green
0,further/split,English,not sea green
0,further/split,English,brightest green
0,further/split,English,"red, not orange"
0,closer/close,English,pink bright
0,further/split,English,brown grey
0,closer/close,English,blue
0,closer/close,English,grey
0,closer/close,English,not blue
0,equal/far,English,pink
0,closer/close,English,purplest
0,equal/far,English,red
0,equal/far,English,brownish
1,closer/close,English,taupe
0,further/split,English,grey
0,further/split,English,orange
0,further/split,English,grey
0,closer/close,English,blue purple
0,closer/close,English,not light blue
1,closer/close,English,not lavender
0,closer/close,English,not purple
0,closer/close,English,not the greyish one
0,closer/close,English,the brightest blue
1,closer/close,English,taupe
1,further/split,English,mauve
0,further/split,English,bright green
1,further/split,English,mauve
0,closer/close,English,orange brown
0,equal/far,English,orange
0,equal/far,English,green
0,equal/far,English,grey
0,equal/far,English,green
0,equal/far,English,not bright blue
0,equal/far,English,pink
0,closer/close,English,the brown one that has more yellow in it
0,closer/close,English,not the dull brown
1,closer/close,English,so like tan color?
1,further/split,English,sorry brain freeze on the tan lol
0,further/split,English,grey
1,further/split,English,tan
1,further/split,English,not gold
0,closer/close,English,orange pink
0,equal/far,English,blue
0,further/split,English,darkest
1,closer/close,English,gold
1,closer/close,English,turquoise
0,closer/close,English,lighter or darker
0,further/split,English,purple
0,further/split,English,pink
0,closer/close,English,purple
0,equal/far,English,green
0,closer/close,English,deep purple
0,equal/far,English,purple
0,closer/close,English,purple
0,closer/close,English,deep purple
0,closer/close,English,pink
0,equal/far,English,blue
0,further/split,English,red
0,further/split,English,gray
0,equal/far,English,brown
0,equal/far,English,purple
0,further/split,English,green bright
0,equal/far,English,green
0,equal/far,English,orange
0,further/split,English,deep green
0,closer/close,English,dark blue
0,equal/far,English,purple
0,closer/close,English,olive
0,further/split,English,gray
0,equal/far,English,red
0,further/split,English,pink
0,equal/far,English,pink
0,equal/far,English,orange
0,closer/close,English,yellow green
0,further/split,English,purple gray
0,equal/far,English,purple
0,equal/far,English,gray
0,further/split,English,deep red
0,further/split,English,gray
0,equal/far,English,blue
0,further/split,English,brown
0,further/split,English,olive
1,closer/close,English,faded navy blue
0,equal/far,English,green
0,further/split,English,hot pink
0,closer/close,English,bright blue
0,closer/close,English,gray
0,closer/close,English,gray
0,closer/close,English,faded purple
0,further/split,English,red
0,equal/far,English,HI.  Green
0,equal/far,English,rouge not purple
0,further/split,English,more blueish gray
0,further/split,English,purple
0,closer/close,English,hot pink
0,equal/far,English,red
0,closer/close,English,olive
1,further/split,English,hint of purple kinda drab
0,equal/far,English,green
0,closer/close,English,"i see a light purple, bright puple, and mauve-ish purple"
1,closer/close,English,don't know mauve
0,closer/close,English,pinky purple
0,closer/close,English,not pink
0,further/split,English,blue gray
0,further/split,English,more water blue NOT sky blue
1,further/split,English,turquoise?
0,further/split,English,slightish hint of green in the blue
0,further/split,English,sky blue
0,equal/far,English,green
0,equal/far,English,hot pink
0,further/split,English,more olive
0,equal/far,English,purple
0,closer/close,English,more olive I guess
0,closer/close,English,"i see an army green, bright green, and kinda in between those two green"
0,further/split,English,good guess :-)   purple
0,closer/close,English,purple
0,closer/close,English,olive
0,equal/far,English,green
0,further/split,English,"NOT water, but the grayer green"
0,closer/close,English,"purple, NOT hot pink"
0,closer/close,English,"classic green, not bright and not olive"
0,closer/close,English,darker green
0,further/split,English,darker green
0,closer/close,English,"not hot pink, not classic purple    rougish?"
1,further/split,English,cloest to brown ... darker tan   NO hint of purple
0,further/split,English,darker green   NOT pool water
1,closer/close,English,"bright, olive, or drab blueish green"
1,closer/close,English,drab bluish
0,equal/far,English,blue
0,equal/far,English,green
0,further/split,English,well its gray hard to split the 2
0,further/split,English,gray or gray/purple
0,further/split,English,not purple
0,further/split,English,more olive
0,closer/close,English,grayish NOT purple not blue
1,further/split,English,more tan
0,further/split,English,"i have orange, green, and green/olive"
0,further/split,English,the green olive one?
0,further/split,English,move olive
0,closer/close,English,orange
1,closer/close,English,bright or drab
0,closer/close,English,more intense  (not the hot pink one)
0,closer/close,English,ugh   not birhgt purple
0,closer/close,English,prob more bluish
0,closer/close,English,is it lighter or darker of the two left?
0,closer/close,English,slightly darker to me
0,further/split,English,redest
0,equal/far,English,blue
0,further/split,English,"greenish gray, not pool water, not blue"
0,equal/far,English,purple hot pink
0,equal/far,English,purple
0,closer/close,English,great job thank.  purple
0,closer/close,English,pink
0,closer/close,English,bright green
0,closer/close,English,pink
0,closer/close,English,orange
0,closer/close,English,"i see muted purple, bright pink, and bright purple. it's bright purple."
0,further/split,English,bright green
0,further/split,English,muted purple
0,equal/far,English,orange
0,closer/close,English,gray
0,equal/far,English,purple
0,further/split,English,purple
0,equal/far,English,pink
0,equal/far,English,blue
0,equal/far,English,royal blue
1,further/split,English,tan
0,closer/close,English,neon green
0,further/split,English,purple
0,further/split,English,purple
0,further/split,English,"i see medium blue, purple, and a dark purple/blue. it's not that one"
0,further/split,English,red
0,closer/close,English,blue
0,closer/close,English,muted green
1,closer/close,English,not teal or grass
0,further/split,English,pink
0,equal/far,English,light blue
0,equal/far,English,darker blue
0,equal/far,English,purple
0,closer/close,English,muted/lighter blue
0,further/split,English,pink
0,equal/far,English,bright green
0,further/split,English,grayer of the two gray/greens
0,further/split,English,red
0,closer/close,English,darkest of the two muted greens
0,further/split,English,gray
0,equal/far,English,orange
0,closer/close,English,pure gray
0,equal/far,English,sorry. purple
0,closer/close,English,purple
0,equal/far,English,blue
0,further/split,English,not yellow. it's the more orangy red one
0,equal/far,English,green
0,further/split,English,muted green
1,closer/close,English,the bluest blue-green
1,closer/close,English,"not purple, not tan; more purple gray to me"
0,closer/close,English,or blue gray
0,equal/far,English,pink
0,equal/far,English,blue
0,equal/far,English,orange
0,equal/far,English,green
1,further/split,English,mauve
0,further/split,English,blue
0,equal/far,English,pink
0,equal/far,English,purple
0,equal/far,English,purple
0,closer/close,English,"dull green, not olive"
0,equal/far,English,pink
0,further/split,English,"green, not yellow"
0,closer/close,English,more of a lime green
1,closer/close,English,dull rose pink
0,equal/far,English,green
0,further/split,English,"grass green, a little deeper"
0,further/split,English,olive
0,further/split,English,olive
0,closer/close,English,green
0,equal/far,English,blue
0,further/split,English,lime green
0,further/split,English,dull green
0,further/split,English,"green, not olive"
0,closer/close,English,confederate blue
0,closer/close,English,i see one that's green
0,closer/close,English,then a bright one and a darker one
0,closer/close,English,gray blue
0,equal/far,English,gray
0,further/split,English,pink brighter
0,closer/close,English,pink bright
0,equal/far,English,orange
0,closer/close,English,gray
1,closer/close,English,"rose pink, not hot"
0,equal/far,English,bright green
0,equal/far,English,green
0,closer/close,English,blue true
0,equal/far,English,gray
0,further/split,English,purple
0,further/split,English,brown
0,closer/close,English,gray
0,further/split,English,"green, not lime"
0,closer/close,English,puke green
0,further/split,English,"green, bright"
1,closer/close,English,"brown, not gold or yellow"
1,further/split,English,puce
0,equal/far,English,blue
0,further/split,English,not bright green or red
0,closer/close,English,"sea foam green, most different one"
0,further/split,English,brown
0,equal/far,English,gray
0,further/split,English,"blue, not sky"
0,equal/far,English,purple
0,closer/close,English,lime green
0,closer/close,English,"green, not grass or blue, more olive"
0,equal/far,English,green
0,equal/far,English,red
0,closer/close,English,pink bright
0,further/split,English,lime green
1,equal/far,English,tan
0,further/split,English,olive
0,further/split,English,bright purple
0,further/split,English,dull pink
0,equal/far,English,pink
0,closer/close,English,lime green
0,closer/close,English,bright pink
0,equal/far,English,grey
0,closer/close,English,dull pink
0,equal/far,English,sky blue
0,further/split,English,dull grey purple
0,equal/far,English,red(ish)
0,equal/far,English,hot punk pink
0,closer/close,English,bright grey
0,further/split,English,puke yellow
0,equal/far,English,sky blue
0,equal/far,English,easter egg blue
0,further/split,English,bright sky blue
0,equal/far,English,orange red
0,closer/close,English,grey
0,closer/close,English,dirty brownish pink
0,equal/far,English,pink
0,further/split,English,dull pink
0,closer/close,English,really bright green
0,closer/close,English,hot pink
1,closer/close,English,lavender
0,closer/close,English,pink going towards purple
0,equal/far,English,green
0,equal/far,English,blue
0,closer/close,English,bright pink
0,further/split,English,orange
1,equal/far,English,teal green
0,closer/close,English,bright purple
0,further/split,English,purple
0,further/split,English,sky blue
0,equal/far,English,sky blue again
0,closer/close,English,grey
0,closer/close,English,grey
0,equal/far,English,pink
0,further/split,English,darker purple
0,further/split,English,hot pink
0,further/split,English,blue
1,closer/close,English,drab olive green
0,equal/far,English,green
0,further/split,English,grey
0,closer/close,English,grey
0,further/split,English,dull blue grey
0,further/split,English,grey
0,equal/far,English,easter egg blue
0,further/split,English,blue
0,equal/far,English,green
0,further/split,English,duller orange
0,further/split,English,blue
0,further/split,English,gray
0,further/split,English,pink
0,further/split,English,not red
0,further/split,English,purple
0,closer/close,English,gray
0,closer/close,English,blue
0,closer/close,English,no purple
0,equal/far,English,orange
0,further/split,English,green not the bright one
0,closer/close,English,purple darker
0,closer/close,English,pink
0,closer/close,English,not pink
0,closer/close,English,I have two purples that are very light and almost identical
0,closer/close,English,the one with the slightly brownish hue?
0,closer/close,English,dark purple
0,further/split,English,gray
0,closer/close,English,"the purple one, no blue tint"
0,closer/close,English,yellow
1,closer/close,English,teal
0,equal/far,English,not yellow or pink
0,equal/far,English,gray
0,closer/close,English,bright green
0,further/split,English,purple
0,equal/far,English,dark blue
0,equal/far,English,pink
0,equal/far,English,gray
0,equal/far,English,pink
0,equal/far,English,green
0,closer/close,English,dullest purple
0,closer/close,English,bright purple
0,closer/close,English,not pink
0,equal/far,English,gray
0,further/split,English,blue
0,closer/close,English,bright pink purple
0,closer/close,English,"you mean the pink one, bright pink"
0,further/split,English,green no yeloow tint
0,closer/close,English,red
0,further/split,English,the grayer one
0,further/split,English,pink
0,further/split,English,gray no brown tint
0,further/split,English,purple
0,closer/close,English,gray
0,further/split,English,green bright
0,equal/far,English,gray
0,closer/close,English,yellow green
0,equal/far,English,brown
0,equal/far,English,purple
0,closer/close,English,most green
0,closer/close,English,not ice blue
0,closer/close,English,blue tint or green tint?
0,closer/close,English,green tint
0,further/split,English,pink
0,further/split,English,more orangish brown
0,closer/close,English,ice blue
1,closer/close,English,"between the blues, I see teal, and then dull blue, then grey"
0,closer/close,English,"not grey, closer to baby blue/ lighter one"
0,further/split,English,pink
0,further/split,English,greyish purple
0,equal/far,English,bright neon green
0,closer/close,English,"greyist grey, not the green tinted ones"
0,closer/close,English,"with the reddish hue, right?"
0,closer/close,English,"bright purple, with a hint of bright blue"
0,equal/far,English,bright bluest blue
0,further/split,English,faded blue
0,closer/close,English,faded purple with a hint of red
0,further/split,English,faded denim blue
0,equal/far,English,yellow
0,closer/close,English,ice light pale blue
0,further/split,English,faded pink with a hint of red
0,further/split,English,"between the 2 pink hues, the duller one?"
0,closer/close,English,"bright blue, not the purplish ones"
0,closer/close,English,"grey, not the green tinted ones"
0,further/split,English,pink
0,equal/far,English,darker blue
0,further/split,English,blueish grey
0,closer/close,English,"purple with a hint of blue, not the one that is the bluest"
0,further/split,English,sea foam green/more yellowish one
0,further/split,English,the bolder of the 2 greens?
0,equal/far,English,red
0,equal/far,English,green
0,closer/close,English,"straight purple, not the pinkish or blueish one"
0,closer/close,English,"pea green, the middle of the three shades"
0,closer/close,English,not neon or the darker leafy one
0,closer/close,English,brown
0,closer/close,English,orangish reddish
1,equal/far,English,tan
0,equal/far,English,blue
1,further/split,English,"aqua, not green or blue"
1,further/split,English,"i see a grey green, a pea green, and violet blue"
0,further/split,English,grey green
0,further/split,English,brighter of the two seemingly identical blues
0,equal/far,English,bright lime green
0,closer/close,English,"only blue that looks different, faded"
0,closer/close,English,"hot pink, not coral/salmon or neon"
0,equal/far,English,bright green
0,closer/close,English,pea green
1,closer/close,English,"I see dark green, light, and teal green"
0,closer/close,English,dark green
0,equal/far,English,blue
0,equal/far,English,light blue
0,closer/close,English,leafy green
0,further/split,English,"grey, not the purplish one"
0,equal/far,English,purple
0,further/split,English,purple again
0,further/split,English,yellowish brownish grey
0,further/split,English,periwinkle purplish blue
0,equal/far,English,blue
0,further/split,English,darker of the pinks
0,further/split,English,more red?
0,equal/far,English,light blue
0,equal/far,English,dull purple
0,equal/far,English,dull green
0,further/split,English,dull olive green not brownish
0,further/split,English,brown
0,closer/close,English,purplish dull
0,equal/far,English,brown
0,closer/close,English,brownish
0,equal/far,English,pink
0,equal/far,English,purple
0,closer/close,English,green not neon
0,further/split,English,brownish
0,closer/close,English,not neon darker green
0,equal/far,English,orange
0,closer/close,English,gray not purplish
0,equal/far,English,dull purple
0,further/split,English,green not brownish
0,closer/close,English,not pink
0,closer/close,English,brownish
0,equal/far,English,yellow
0,equal/far,English,green
0,closer/close,English,dark purple
0,equal/far,English,yellow
0,equal/far,English,green
0,closer/close,English,dark green not gray not olive
0,further/split,English,dull yellow
0,further/split,English,bright purple not blue
0,further/split,English,neon green
0,closer/close,English,greenish gray not brownish not blueish
0,further/split,English,green not gray
0,closer/close,English,brownish blush not dull pink
0,equal/far,English,blue
0,further/split,English,purple
0,closer/close,English,bright purple neon
0,further/split,English,gray not blue
0,further/split,English,pink
0,further/split,English,green
0,equal/far,English,yellow
0,equal/far,English,pink
0,equal/far,English,orange
0,equal/far,English,brown
0,further/split,English,dull darker pink
0,closer/close,English,dull purple
0,further/split,English,blue not purple
0,closer/close,English,blueish not greenish not purplish
0,closer/close,English,dark green not blue
0,further/split,English,yellow green - chartruse -
0,further/split,English,cobalt blue not purple
0,equal/far,English,purple
0,further/split,English,brownish not gray not purple
0,closer/close,English,"purple, not any of the other variations"
0,further/split,English,purple
0,closer/close,English,dark pink
0,equal/far,English,red
0,equal/far,English,green
0,equal/far,English,green
0,further/split,English,"blue, dark one"
0,further/split,English,blue
0,equal/far,English,pink
0,equal/far,English,red orange
0,equal/far,English,gray
0,further/split,English,bright blue green
0,closer/close,English,gray
0,closer/close,English,gray green
0,equal/far,English,green
0,closer/close,English,dark green
0,closer/close,English,purple
0,further/split,English,dark orange
0,further/split,English,brownish orange
0,further/split,English,"purple, not the purple/blue one"
0,closer/close,English,olive green
0,closer/close,English,bright green
0,equal/far,English,gray
0,further/split,English,purple
0,closer/close,English,"purple, not the blue tint ones"
0,further/split,English,army green
0,further/split,English,light blue
0,closer/close,English,bright apple green
0,equal/far,English,dull green
0,further/split,English,purple
1,closer/close,English,"lighter rose, not the purple one"
0,equal/far,English,orange
0,further/split,English,dull green
0,further/split,English,bright purple
0,equal/far,English,brown
0,equal/far,English,green
0,further/split,English,brighter green
0,equal/far,English,purple
0,equal/far,English,green
0,closer/close,English,bright yellow
0,equal/far,English,orange
0,closer/close,English,dull green
0,further/split,English,yellow green
0,equal/far,English,neon green
0,further/split,English,bright green
0,equal/far,English,light blue
1,further/split,English,"tan, brownish not grey"
0,closer/close,English,"brightest, purple"
0,further/split,English,greenest
0,further/split,English,dull purple
0,further/split,English,dull blue
0,closer/close,English,duller green
0,closer/close,English,mint green
0,closer/close,English,is that the bright green?
0,further/split,English,grey
0,closer/close,English,dull blueish purple
0,closer/close,English,pinkest
0,closer/close,English,greenest
0,closer/close,English,purply grey
0,further/split,English,purple
0,closer/close,English,blueish grey
0,equal/far,English,purple
0,closer/close,English,greenest
1,equal/far,English,tan
0,equal/far,English,pink
0,further/split,English,"brown, not than"
0,closer/close,English,greenish grey
0,equal/far,English,red
0,equal/far,English,grey
0,equal/far,English,grey
0,further/split,English,duller green
0,equal/far,English,bluest
0,equal/far,English,red
0,closer/close,English,true grey
0,further/split,English,dull red
0,equal/far,English,green
0,further/split,English,faded olive green
0,closer/close,English,purplest
0,further/split,English,ice blue
0,closer/close,English,darkest bluest blue
0,closer/close,English,"greyist grey, not blueish one"
0,closer/close,English,slight hot pink
0,further/split,English,bright pale green
0,further/split,English,purple
0,further/split,English,greyish
0,closer/close,English,lightest more yellow green
0,equal/far,English,sky blue
0,equal/far,English,ice blue
0,closer/close,English,brownish red
0,equal/far,English,green
0,closer/close,English,"slightly faded blue, not bluest or purplish"
0,further/split,English,yellowish pale green
0,equal/far,English,yellow
0,equal/far,English,green
0,further/split,English,lighter purple
0,equal/far,English,purple
0,further/split,English,pink
0,further/split,English,blue
0,equal/far,English,green
0,equal/far,English,pink
0,further/split,English,greyish purple
0,equal/far,English,pink
0,further/split,English,bright orangish red
0,closer/close,English,brighter ocean blue
0,equal/far,English,red
0,equal/far,English,blue
0,further/split,English,"pea green, not neon"
0,equal/far,English,green
0,closer/close,English,pink
0,closer/close,English,sea foam pale green
0,closer/close,English,pea green
0,closer/close,English,purplish darker pink
0,closer/close,English,"purplish pink, not hot"
0,equal/far,English,pink
0,further/split,English,bright sea foam pale green
0,closer/close,English,bluer faded green
0,further/split,English,grayish reddish brown
0,further/split,English,faded sky blue
0,equal/far,English,pink
0,closer/close,English,"faded lighter green, not the darker or yellowish one"
0,further/split,English,purple
1,further/split,English,yellowish tan
0,closer/close,English,greenest green
0,equal/far,English,ice blue
0,closer/close,English,"pea green, not neon or yellowish one"
0,equal/far,English,the object is not purple or yellow
0,equal/far,English,it's not green or blue
0,equal/far,English,it's not orange or blue
0,equal/far,English,it is not green or purple
0,equal/far,English,the object is not blue
1,equal/far,English,it is the blue that isn't cyan
0,closer/close,English,"the object that looks the most purple, with kind of a grayish hue"
0,further/split,English,it is the blue object that looks slightly duller
0,closer/close,English,"the blue object that is somewhat grayish, not purple"
0,further/split,English,the purple object that has the least pink in it
0,further/split,English,the bright blue object
0,further/split,English,the bright pink
0,further/split,English,the dull green
0,equal/far,English,the purple
0,equal/far,English,the brightest blue
0,closer/close,English,the brightest purple object with somewhat more pink
0,further/split,English,the gray object
0,closer/close,English,blue object
0,further/split,English,the brightest blue object
0,equal/far,English,red object
0,equal/far,English,purple object
0,equal/far,English,green object
0,closer/close,English,the object that is purple but slightly more blue than the other purple
0,further/split,English,the pink object that is the brightest
0,closer/close,English,the slightly duller looking purple object
0,further/split,English,the brown object
0,closer/close,English,"the redder looking gray object, not the bluer looking gray object"
0,closer/close,English,the green object that is neither the brightest nor the dullest
0,equal/far,English,the brightest/most saturated blue
0,closer/close,English,the bright green
0,closer/close,English,the pinkest one
0,equal/far,English,the gray
0,further/split,English,the lighter pink
0,equal/far,English,the purple
0,equal/far,English,the dull blue
0,closer/close,English,the brownish one
0,further/split,English,the cyan/bright blue
0,further/split,English,the olive green that is the most green of the two
0,equal/far,English,the gray object
0,further/split,English,the duller blue
0,closer/close,English,the purple that is least pink
0,further/split,English,the pink that is slightly more purple than the brightest pink
0,equal/far,English,red object
0,further/split,English,blue that is slightly less bright
0,closer/close,English,most green object
0,closer/close,English,grayest object
0,further/split,English,red
0,further/split,English,purple
0,equal/far,English,pink
0,equal/far,English,grey
0,equal/far,English,not green or orange
0,further/split,English,blue
0,equal/far,English,yellow
0,closer/close,English,grey purple
0,further/split,English,grey red
0,further/split,English,not pink
0,equal/far,English,brown
0,equal/far,English,puke green
0,equal/far,English,not yellow
0,further/split,English,greyish brown
0,further/split,English,not green
0,further/split,English,purple
0,further/split,English,grey
0,equal/far,English,green
1,closer/close,English,teal
0,further/split,English,red
0,equal/far,English,blue
1,equal/far,English,teal
1,further/split,English,grey teal
0,closer/close,English,not blue
0,closer/close,English,purplish
0,closer/close,English,not orange
0,equal/far,English,pink
0,closer/close,English,not purple or greyish
0,closer/close,English,brightest color
0,closer/close,English,grey
0,closer/close,English,purple
0,equal/far,English,yellow
0,closer/close,English,purple
0,closer/close,English,orange
0,closer/close,English,neon green
0,further/split,English,purple
0,further/split,English,brown
0,further/split,English,not grey
0,further/split,English,purple?
0,equal/far,English,red
0,closer/close,English,purple
0,further/split,English,brown
0,equal/far,English,blue
0,closer/close,English,not orange or green
0,closer/close,English,purple
1,closer/close,English,"dark green, not beige or neon green"
0,equal/far,English,yellow
0,equal/far,English,grey
0,further/split,English,blue
0,closer/close,English,grey
1,equal/far,English,teal
0,closer/close,English,brown
0,further/split,English,purple
0,closer/close,English,purple not pink or grey
1,closer/close,English,beige
0,closer/close,English,not grey
0,closer/close,English,not green
0,closer/close,English,brown
0,closer/close,English,not neon green
0,closer/close,English,not grey
1,equal/far,English,teal
0,equal/far,English,grey
0,further/split,English,purple
0,further/split,English,purple
0,further/split,English,purple grey
0,closer/close,English,grey
0,closer/close,English,not salmon
0,further/split,English,light blue
0,equal/far,English,green
1,closer/close,English,aqua
0,equal/far,English,grey
0,closer/close,English,brighter grey
0,further/split,English,grey
0,further/split,English,not greenish tint one
0,closer/close,English,brighter purple shade
0,further/split,English,yellow
0,equal/far,English,greenish grey
1,equal/far,English,aqua
0,equal/far,English,bright blue
0,further/split,English,red
0,equal/far,English,yellow
0,closer/close,English,bright purple
0,equal/far,English,light greenish grey
0,closer/close,English,bright purple
0,equal/far,English,bright purple
0,further/split,English,yellow brown
1,further/split,English,aqua
0,further/split,English,grey purple bright
0,closer/close,English,yellowish green
0,further/split,English,bright purple
0,further/split,English,blue
1,further/split,English,magenta?
1,closer/close,English,magenta
0,further/split,English,brighter grey
0,equal/far,English,yellow
1,closer/close,English,aqua green
0,closer/close,English,blue purple
0,closer/close,English,not purple
0,further/split,English,blue grey
0,further/split,English,pink bright
0,further/split,English,not hot pink
0,further/split,English,the darker pink?
0,equal/far,English,grey
0,closer/close,English,grey with tint green
0,closer/close,English,darker
1,closer/close,English,salmon peach
0,further/split,English,"blue purple, bright,"
0,closer/close,English,blue grey
0,further/split,English,"blue sky bright,"
0,equal/far,English,red
0,equal/far,English,blue
0,further/split,English,blue dark
0,equal/far,English,blue
0,closer/close,English,red
1,equal/far,English,aqua
0,equal/far,English,yellow
0,equal/far,English,purple
0,further/split,English,light purple
0,closer/close,English,grey purple
0,equal/far,English,yellow
0,further/split,English,green greyish
0,closer/close,English,salmon
0,closer/close,English,"purple, brightest"
0,equal/far,English,gray
0,equal/far,English,gray
1,further/split,English,yellowish drab green
0,further/split,English,gray
0,closer/close,English,grayish green
0,closer/close,English,yellow
0,closer/close,English,dark purple
0,further/split,English,dark orange
0,equal/far,English,dull green
0,closer/close,English,"the barely lighter gray, not the one with a hint of blue"
