,Length,Language,roundid
43030,1,English,2136-2.32
43031,1,English,4804-8.39
43032,1,English,1543-e.25
43033,1,English,1543-e.26
43034,1,English,0532-1.17
43035,1,English,1543-e.27
43036,2,English,9086-a.28
43037,1,English,8032-5.39
43038,1,English,8032-5.38
43039,1,English,2196-6.47
43040,1,English,8032-5.35
43041,1,English,8032-5.34
43042,1,English,8032-5.37
43043,1,English,8032-5.36
43044,1,English,8032-5.31
43045,1,English,8032-5.30
43046,1,English,8032-5.33
43047,1,English,8032-5.32
43048,1,English,3466-0.42
43049,1,English,4629-a.9
43050,1,English,7614-6.17
43051,1,English,7614-6.16
43052,1,English,5463-0.7
43053,1,English,7614-6.15
43054,1,English,3466-0.45
43055,1,English,6619-3.29
43056,1,English,7614-6.14
43057,1,English,4629-a.8
43058,1,English,6468-7.49
43059,1,English,6468-7.48
43060,1,English,6468-7.47
43061,1,English,7614-6.13
43062,1,English,6468-7.45
43063,1,English,6468-7.44
43064,1,English,6468-7.43
43065,1,English,6468-7.42
43066,1,English,6468-7.41
43067,3,English,7614-6.12
43068,2,English,1124-1.34
43069,1,English,1124-1.35
43070,1,English,1124-1.36
43071,1,English,1124-1.37
43072,1,English,1124-1.30
43073,1,English,1124-1.31
43074,1,English,1124-1.32
43075,1,English,1124-1.33
43076,1,English,5463-0.6
43077,1,English,7614-6.10
43078,1,English,1124-1.39
43079,1,English,3466-0.44
43080,3,English,3596-8.27
43081,3,English,3596-8.26
43082,1,English,3596-8.25
43083,1,English,3596-8.24
43084,1,English,3596-8.23
43085,2,English,9086-a.26
43086,1,English,3596-8.21
43087,1,English,3596-8.20
43088,3,English,0936-f.5
43089,1,English,0936-f.4
43090,1,English,0936-f.7
43091,1,English,9086-a.27
43092,1,English,0936-f.1
43093,1,English,8452-5.21
43094,2,English,3596-8.29
43095,1,English,3596-8.28
43096,1,English,4080-f.28
43097,1,English,4080-f.29
43098,1,English,5463-0.5
43099,1,English,4080-f.22
43100,1,English,4080-f.23
43101,3,English,4080-f.20
43102,3,English,4080-f.21
43103,7,English,4080-f.26
43104,1,English,4080-f.27
43105,1,English,4080-f.24
43106,1,English,4080-f.25
43107,1,English,6673-7.16
43108,1,English,6673-7.17
43109,1,English,6673-7.14
43110,1,English,6673-7.15
43111,1,English,6673-7.12
43112,1,English,7614-6.19
43113,1,English,6673-7.10
43114,4,English,6673-7.11
43115,1,English,8446-8.17
43116,1,English,8446-8.16
43117,1,English,8446-8.15
43118,1,English,7614-6.18
43119,1,English,8446-8.13
43120,1,English,8446-8.12
43121,1,English,6673-7.18
43122,1,English,6673-7.19
43123,2,English,7804-6.47
43124,1,English,3112-8.18
43125,1,English,3112-8.19
43126,1,English,5463-0.4
43127,1,English,7804-6.46
43128,1,English,3112-8.12
43129,1,English,3112-8.13
43130,1,English,3112-8.10
43131,1,English,3112-8.11
43132,1,English,3112-8.16
43133,1,English,3112-8.17
43134,1,English,3112-8.14
43135,1,English,3112-8.15
43136,1,English,7804-6.44
43137,1,English,7804-6.43
43138,1,English,7804-6.42
43139,1,English,9165-1.37
43140,1,English,9165-1.36
43141,1,English,9165-1.35
43142,1,English,9165-1.34
43143,1,English,9165-1.33
43144,1,English,9165-1.32
43145,1,English,9165-1.31
43146,1,English,9165-1.30
43147,4,English,0448-f.13
43148,3,English,8719-a.24
43149,1,English,0448-f.11
43150,1,English,7804-6.40
43151,2,English,0448-f.17
43152,2,English,0448-f.16
43153,1,English,9165-1.39
43154,1,English,9165-1.38
43155,1,English,6327-c.5
43156,1,English,0255-b.50
43157,1,English,0217-e.50
43158,1,English,8799-c.28
43159,1,English,8799-c.29
43160,1,English,0532-1.13
43161,1,English,8799-c.22
43162,1,English,8799-c.23
43163,1,English,8799-c.20
43164,2,English,8799-c.21
43165,1,English,8799-c.26
43166,1,English,8799-c.27
43167,1,English,8799-c.24
43168,1,English,8799-c.25
43169,1,English,3454-a.33
43170,1,English,4020-0.9
43171,1,English,4020-0.8
43172,1,English,4020-0.7
43173,1,English,4020-0.6
43174,1,English,4020-0.5
43175,1,English,4020-0.4
43176,1,English,4020-0.3
43177,2,English,5463-0.8
43178,1,English,4020-0.1
43179,1,English,4449-1.28
43180,1,English,4449-1.29
43181,1,English,8452-5.13
43182,1,English,8452-5.12
43183,1,English,8452-5.15
43184,1,English,8452-5.14
43185,1,English,8452-5.17
43186,1,English,8452-5.16
43187,1,English,4449-1.20
43188,1,English,4449-1.21
43189,1,English,4449-1.22
43190,1,English,4449-1.23
43191,1,English,4449-1.24
43192,1,English,4449-1.25
43193,1,English,4449-1.26
43194,2,English,4449-1.27
43195,1,English,9224-2.27
43196,1,English,9224-2.26
43197,1,English,9224-2.25
43198,2,English,9224-2.24
43199,1,English,9224-2.23
43200,1,English,9224-2.22
43201,1,English,9224-2.21
43202,1,English,9224-2.20
43203,1,English,7417-5.46
43204,2,English,7417-5.47
43205,1,English,7417-5.44
43206,1,English,7417-5.45
43207,1,English,7417-5.42
43208,1,English,7417-5.43
43209,1,English,9224-2.29
43210,1,English,9224-2.28
43211,1,English,5697-a.33
43212,1,English,5697-a.32
43213,1,English,5697-a.31
43214,1,English,5697-a.30
43215,1,English,5697-a.37
43216,1,English,5697-a.36
43217,1,English,5697-a.35
43218,1,English,5697-a.34
43219,1,English,5697-a.39
43220,1,English,5697-a.38
43221,1,English,4087-7.28
43222,1,English,4087-7.29
43223,1,English,8642-0.37
43224,1,English,8452-5.31
43225,1,English,8642-0.36
43226,1,English,3802-d.13
43227,1,English,8452-5.30
43228,1,English,8642-0.35
43229,2,English,8642-0.34
43230,1,English,8642-0.33
43231,1,English,3333-2.26
43232,1,English,3333-2.27
43233,1,English,3333-2.24
43234,1,English,3333-2.25
43235,1,English,3333-2.22
43236,1,English,3333-2.23
43237,1,English,3333-2.20
43238,1,English,3333-2.21
43239,2,English,8642-0.30
43240,1,English,3333-2.28
43241,1,English,3333-2.29
43242,1,English,8452-5.39
43243,1,English,8452-5.38
43244,1,English,3206-1.20
43245,1,English,3206-1.21
43246,1,English,3206-1.22
43247,1,English,3206-1.23
43248,1,English,3206-1.24
43249,1,English,3206-1.25
43250,1,English,3206-1.26
43251,1,English,3206-1.27
43252,1,English,3206-1.28
43253,1,English,3206-1.29
43254,1,English,1670-2.31
43255,1,English,1670-2.30
43256,1,English,1670-2.33
43257,1,English,1670-2.32
43258,1,English,1670-2.35
43259,1,English,1670-2.34
43260,1,English,1670-2.37
43261,1,English,1670-2.36
43262,1,English,1670-2.39
43263,1,English,1670-2.38
43264,1,English,8520-2.28
43265,1,English,3938-b.38
43266,1,English,3938-b.39
43267,1,English,3938-b.32
43268,2,English,3938-b.33
43269,2,English,3938-b.30
43270,2,English,3938-b.31
43271,1,English,3938-b.36
43272,1,English,3938-b.37
43273,3,English,3938-b.34
43274,2,English,3938-b.35
43275,1,English,4478-9.50
43276,4,English,2802-b.24
43277,1,English,3181-5.28
43278,1,English,3181-5.29
43279,1,English,5463-0.45
43280,1,English,3181-5.20
43281,1,English,3181-5.21
43282,1,English,3181-5.22
43283,1,English,3181-5.23
43284,2,English,3181-5.24
43285,1,English,3181-5.25
43286,1,English,3181-5.26
43287,2,English,3181-5.27
43288,1,English,5463-0.47
43289,1,English,5463-0.40
43290,1,English,5463-0.41
43291,2,English,3682-7.13
43292,1,English,9666-b.18
43293,1,English,9666-b.19
43294,1,English,3682-7.12
43295,1,English,9666-b.14
43296,1,English,9666-b.15
43297,1,English,9666-b.16
43298,1,English,9666-b.17
43299,1,English,9666-b.10
43300,1,English,9666-b.11
43301,1,English,9666-b.12
43302,1,English,9666-b.13
43303,1,English,2159-2.32
43304,1,English,2159-2.33
43305,1,English,2159-2.30
43306,1,English,2159-2.31
43307,1,English,2159-2.36
43308,1,English,2159-2.37
43309,1,English,2159-2.34
43310,1,English,2159-2.35
43311,3,English,3682-7.17
43312,1,English,2159-2.38
43313,1,English,2159-2.39
43314,1,English,3682-7.16
43315,1,English,6631-5.32
43316,1,English,5463-0.48
43317,1,English,6631-5.33
43318,1,English,5463-0.49
43319,1,English,5666-f.14
43320,1,English,4992-e.50
43321,3,English,3682-7.19
43322,1,English,4076-9.48
43323,1,English,4076-9.49
43324,1,English,3682-7.18
43325,1,English,4076-9.40
43326,2,English,1776-b.23
43327,1,English,4076-9.42
43328,1,English,4076-9.43
43329,1,English,4076-9.44
43330,1,English,4076-9.45
43331,1,English,5666-f.15
43332,1,English,6631-5.39
43333,1,English,7134-9.41
43334,1,English,4307-f.40
43335,1,English,4307-f.41
43336,1,English,6459-4.35
43337,1,English,4307-f.43
43338,1,English,4307-f.44
43339,2,English,4391-a.35
43340,1,English,4307-f.45
43341,1,English,1410-0.44
43342,1,English,4307-f.47
43343,1,English,0002-7.38
43344,1,English,0002-7.39
43345,1,English,7001-2.50
43346,1,English,0002-7.34
43347,1,English,0002-7.35
43348,1,English,0002-7.36
43349,1,English,0002-7.37
43350,1,English,0002-7.30
43351,3,English,1410-0.48
43352,1,English,0002-7.32
43353,1,English,0002-7.33
43354,1,English,9114-e.9
43355,1,English,9114-e.8
43356,1,English,9960-e.29
43357,1,English,1410-0.49
43358,1,English,4020-0.22
43359,1,English,1856-c.29
43360,1,English,1856-c.28
43361,1,English,9114-e.1
43362,1,English,1856-c.26
43363,2,English,9114-e.3
43364,1,English,1856-c.24
43365,1,English,1856-c.23
43366,1,English,1856-c.22
43367,1,English,1856-c.21
43368,1,English,1856-c.20
43369,1,English,6459-4.38
43370,1,English,6407-f.20
43371,4,English,5539-6.8
43372,1,English,0968-a.19
43373,1,English,7134-9.45
43374,1,English,3676-4.37
43375,3,English,3676-4.36
43376,3,English,0315-b.38
43377,4,English,0315-b.39
43378,1,English,5063-f.37
43379,1,English,7883-3.8
43380,1,English,7883-3.9
43381,1,English,0315-b.37
43382,1,English,7883-3.4
43383,1,English,7883-3.5
43384,1,English,7883-3.6
43385,1,English,7883-3.7
43386,3,English,7883-3.1
43387,1,English,7883-3.2
43388,1,English,7883-3.3
43389,1,English,4285-a.31
43390,1,English,4285-a.30
43391,1,English,4285-a.33
43392,3,English,0315-b.35
43393,1,English,4285-a.35
43394,1,English,4285-a.34
43395,1,English,4285-a.37
43396,1,English,4285-a.36
43397,1,English,4285-a.39
43398,1,English,3900-b.40
43399,1,English,5063-f.32
43400,1,English,8978-9.18
43401,1,English,8978-9.19
43402,6,English,0315-b.30
43403,1,English,8978-9.12
43404,1,English,8978-9.13
43405,1,English,8978-9.10
43406,1,English,5063-f.30
43407,1,English,8978-9.16
43408,1,English,8978-9.17
43409,1,English,8978-9.14
43410,1,English,8978-9.15
43411,1,English,0662-1.32
43412,1,English,7879-8.18
43413,1,English,7879-8.19
43414,1,English,8901-6.50
43415,1,English,7879-8.12
43416,1,English,7879-8.13
43417,1,English,7879-8.10
43418,1,English,7879-8.11
43419,1,English,7879-8.16
43420,2,English,7879-8.17
43421,1,English,7879-8.14
43422,1,English,7879-8.15
43423,1,English,2200-3.32
43424,3,English,2200-3.33
43425,1,English,2200-3.30
43426,1,English,2200-3.31
43427,1,English,2200-3.36
43428,1,English,2200-3.37
43429,1,English,2200-3.34
43430,1,English,0856-3.50
43431,1,English,2200-3.38
43432,3,English,2200-3.39
43433,1,English,7275-6.8
43434,1,English,7275-6.9
43435,1,English,7275-6.1
43436,1,English,7275-6.2
43437,1,English,7275-6.3
43438,1,English,7275-6.4
43439,1,English,7275-6.5
43440,1,English,7275-6.6
43441,1,English,7275-6.7
43442,1,English,4574-0.39
43443,1,English,4574-0.38
43444,1,English,5903-b.36
43445,1,English,5903-b.37
43446,1,English,5903-b.34
43447,1,English,5903-b.35
43448,1,English,5903-b.32
43449,2,English,5903-b.33
43450,1,English,5903-b.30
43451,1,English,5903-b.31
43452,1,English,0662-1.31
43453,1,English,4574-0.35
43454,1,English,5903-b.38
43455,1,English,5903-b.39
43456,2,English,5493-b.37
43457,1,English,5979-c.32
43458,1,English,5493-b.30
43459,1,English,5979-c.33
43460,2,English,5493-b.31
43461,1,English,6171-1.17
43462,2,English,5493-b.32
43463,1,English,6171-1.16
43464,1,English,5493-b.33
43465,2,English,6171-1.15
43466,1,English,2637-4.40
43467,1,English,2637-4.41
43468,1,English,2637-4.42
43469,1,English,2637-4.43
43470,1,English,2637-4.44
43471,1,English,2637-4.45
43472,1,English,2637-4.46
43473,1,English,2637-4.47
43474,1,English,2637-4.48
43475,1,English,2637-4.49
43476,1,English,5979-c.39
43477,1,English,8154-9.14
43478,1,English,8154-9.15
43479,1,English,8154-9.16
43480,4,English,8154-9.17
43481,1,English,8154-9.10
43482,1,English,8154-9.11
43483,1,English,8154-9.12
43484,1,English,8154-9.13
43485,3,English,6171-1.10
43486,1,English,8154-9.18
43487,1,English,8154-9.19
43488,2,English,6158-c.50
43489,1,English,5854-b.35
43490,1,English,5854-b.34
43491,1,English,5854-b.37
43492,1,English,5854-b.36
43493,1,English,5854-b.31
43494,1,English,2673-3.10
43495,1,English,5854-b.33
43496,1,English,5854-b.32
43497,1,English,5854-b.39
43498,1,English,5854-b.38
43499,1,English,3159-0.48
43500,1,English,3159-0.49
43501,1,English,3159-0.44
43502,1,English,3159-0.45
43503,1,English,3159-0.46
43504,1,English,3159-0.47
43505,1,English,3159-0.40
43506,1,English,2802-b.1
43507,1,English,3159-0.42
43508,1,English,3159-0.43
43509,1,English,0144-d.50
43510,1,English,4314-7.50
43511,1,English,1361-b.41
43512,1,English,1361-b.40
43513,1,English,1361-b.43
43514,1,English,1361-b.42
43515,1,English,1361-b.45
43516,1,English,1361-b.44
43517,2,English,1361-b.47
43518,1,English,1361-b.46
43519,1,English,1361-b.49
43520,1,English,1361-b.48
43521,4,English,3800-7.50
43522,1,English,0662-1.38
43523,1,English,7277-5.48
43524,1,English,7277-5.49
43525,1,English,7277-5.46
43526,4,English,7277-5.47
43527,1,English,7277-5.44
43528,1,English,7277-5.45
43529,5,English,7277-5.42
43530,1,English,7277-5.43
43531,1,English,7277-5.40
43532,1,English,7277-5.41
43533,1,English,3206-1.46
43534,1,English,3206-1.47
43535,1,English,0662-1.39
43536,3,English,3206-1.44
43537,1,English,3206-1.45
43538,1,English,8794-6.9
43539,1,English,3206-1.42
43540,1,English,3206-1.43
43541,1,English,3206-1.40
43542,2,English,5979-c.38
43543,1,English,8997-8.28
43544,1,English,8997-8.27
43545,1,English,8997-8.26
43546,2,English,8997-8.25
43547,1,English,3206-1.41
43548,1,English,8997-8.23
43549,1,English,8997-8.22
43550,1,English,8997-8.21
43551,1,English,8997-8.20
43552,1,English,7469-3.50
43553,1,English,1670-2.17
43554,1,English,1670-2.16
43555,1,English,1670-2.15
43556,1,English,5672-9.6
43557,2,English,1293-8.29
43558,1,English,1670-2.14
43559,1,English,5672-9.7
43560,1,English,1293-8.23
43561,1,English,1293-8.22
43562,1,English,1293-8.21
43563,1,English,1293-8.20
43564,1,English,1293-8.27
43565,1,English,1293-8.26
43566,1,English,1293-8.25
43567,1,English,1293-8.24
43568,1,English,2362-3.35
43569,1,English,2362-3.34
43570,1,English,2362-3.37
43571,1,English,2362-3.36
43572,1,English,2362-3.31
43573,2,English,2362-3.30
43574,1,English,2362-3.33
43575,1,English,2362-3.32
43576,1,English,2136-2.7
43577,1,English,2136-2.6
43578,1,English,2136-2.5
43579,1,English,2136-2.4
43580,4,English,2362-3.39
43581,1,English,2362-3.38
43582,1,English,2136-2.1
43583,1,English,5672-9.3
43584,1,English,1930-7.11
43585,1,English,1930-7.10
43586,1,English,1930-7.13
43587,1,English,1930-7.12
43588,1,English,1930-7.15
43589,1,English,1930-7.14
43590,1,English,1930-7.17
43591,2,English,1930-7.16
43592,1,English,1930-7.19
43593,1,English,1930-7.18
43594,1,English,9993-d.3
43595,5,English,5672-9.1
43596,3,English,2802-b.9
43597,1,English,0532-1.18
43598,2,English,6536-6.8
43599,3,English,2802-b.8
43600,1,English,1670-2.13
43601,1,English,3498-f.50
43602,1,English,0082-f.48
43603,1,English,0082-f.49
43604,1,English,0082-f.46
43605,1,English,0082-f.47
43606,1,English,0082-f.44
43607,1,English,0082-f.45
43608,1,English,0082-f.42
43609,3,English,0082-f.43
43610,2,English,0082-f.40
43611,1,English,0082-f.41
43612,1,English,3639-a.50
43613,1,English,1670-2.11
43614,1,English,6765-6.49
43615,1,English,7831-a.31
43616,1,English,1670-2.10
43617,1,English,3028-b.34
43618,1,English,3028-b.35
43619,1,English,3028-b.36
43620,1,English,3028-b.37
43621,1,English,3028-b.30
43622,1,English,3028-b.31
43623,1,English,3028-b.32
43624,1,English,3028-b.33
43625,1,English,3285-0.44
43626,1,English,3285-0.45
43627,2,English,3285-0.46
43628,1,English,3285-0.47
43629,1,English,3028-b.38
43630,1,English,3028-b.39
43631,1,English,3285-0.42
43632,1,English,3285-0.43
43633,1,English,9375-7.9
43634,1,English,0532-1.19
43635,1,English,9375-7.1
43636,2,English,4928-6.38
43637,1,English,4607-5.6
43638,1,English,6468-7.30
43639,1,English,2914-3.19
43640,1,English,9544-2.39
43641,1,English,9544-2.38
43642,1,English,9544-2.37
43643,1,English,9544-2.36
43644,1,English,9544-2.35
43645,1,English,9544-2.34
43646,1,English,9544-2.33
43647,1,English,9544-2.32
43648,1,English,9544-2.31
43649,1,English,9544-2.30
43650,1,English,2406-5.19
43651,1,English,6468-7.31
43652,2,English,4928-6.30
43653,3,English,4928-6.31
43654,1,English,6698-2.15
43655,2,English,5727-1.9
43656,1,English,6536-6.5
43657,1,English,5727-1.8
43658,1,English,7435-7.35
43659,1,English,7435-7.34
43660,2,English,7435-7.37
43661,1,English,7435-7.31
43662,1,English,7435-7.30
43663,1,English,1735-5.8
43664,3,English,1735-5.9
43665,1,English,3618-3.38
43666,1,English,3618-3.39
43667,1,English,7435-7.33
43668,1,English,3618-3.32
43669,1,English,3618-3.33
43670,1,English,3618-3.30
43671,1,English,3618-3.31
43672,1,English,3618-3.36
43673,1,English,3618-3.37
43674,1,English,3618-3.34
43675,1,English,3618-3.35
43676,1,English,8393-1.39
43677,1,English,8393-1.38
43678,1,English,5727-1.3
43679,1,English,8393-1.31
43680,1,English,8393-1.30
43681,1,English,8393-1.33
43682,1,English,5727-1.2
43683,1,English,8393-1.35
43684,1,English,8393-1.34
43685,1,English,8393-1.37
43686,1,English,8393-1.36
43687,1,English,2653-0.19
43688,1,English,2653-0.18
43689,1,English,2653-0.15
43690,1,English,2653-0.14
43691,1,English,2653-0.17
43692,1,English,2653-0.16
43693,1,English,2653-0.11
43694,1,English,2653-0.10
43695,1,English,2653-0.13
43696,1,English,2653-0.12
43697,2,English,1406-5.46
43698,4,English,1406-5.47
43699,1,English,1406-5.44
43700,3,English,1406-5.45
43701,1,English,1406-5.42
43702,1,English,1406-5.43
43703,1,English,1406-5.40
43704,1,English,1406-5.41
43705,1,English,3000-6.25
43706,1,English,3000-6.24
43707,1,English,3000-6.27
43708,1,English,3000-6.26
43709,1,English,5148-b.19
43710,1,English,5148-b.18
43711,1,English,1406-5.48
43712,1,English,1406-5.49
43713,1,English,9921-8.20
43714,1,English,9921-8.27
43715,1,English,6171-1.28
43716,1,English,9921-8.26
43717,1,English,9921-8.25
43718,1,English,0672-a.38
43719,1,English,6994-f.13
43720,1,English,9921-8.24
43721,1,English,0990-6.48
43722,3,English,1473-7.26
43723,2,English,1473-7.27
43724,1,English,1473-7.24
43725,2,English,1473-7.25
43726,1,English,1473-7.22
43727,1,English,1473-7.23
43728,1,English,1473-7.20
43729,1,English,1473-7.21
43730,2,English,1473-7.28
43731,1,English,1473-7.29
43732,1,English,5896-6.50
43733,1,English,7607-b.28
43734,1,English,7607-b.29
43735,1,English,7607-b.26
43736,1,English,7607-b.27
43737,1,English,7607-b.24
43738,1,English,7607-b.25
43739,1,English,7607-b.22
43740,1,English,7607-b.23
43741,2,English,7607-b.20
43742,1,English,7607-b.21
43743,1,English,4790-c.14
43744,1,English,4790-c.15
43745,1,English,4790-c.16
43746,1,English,4790-c.17
43747,1,English,4790-c.10
43748,1,English,4790-c.11
43749,1,English,4790-c.12
43750,1,English,4790-c.13
43751,1,English,4790-c.18
43752,1,English,4790-c.19
43753,1,English,8954-7.45
43754,1,English,6452-3.15
43755,1,English,8954-7.47
43756,1,English,8954-7.46
43757,1,English,8954-7.41
43758,1,English,8954-7.40
43759,3,English,8954-7.43
43760,1,English,3248-2.26
43761,1,English,8954-7.49
43762,1,English,8954-7.48
43763,3,English,6617-1.49
43764,4,English,6617-1.48
43765,1,English,6617-1.41
43766,1,English,6617-1.40
43767,2,English,6617-1.43
43768,1,English,6617-1.42
43769,1,English,6617-1.45
43770,1,English,6617-1.44
43771,1,English,6617-1.47
43772,1,English,6617-1.46
43773,1,English,3801-2.17
43774,3,English,3801-2.16
43775,1,English,3801-2.15
43776,1,English,3801-2.14
43777,1,English,3801-2.13
43778,1,English,3801-2.12
43779,1,English,3801-2.11
43780,1,English,3801-2.10
43781,1,English,3801-2.19
43782,1,English,3801-2.18
43783,1,English,6540-c.11
43784,1,English,6540-c.10
43785,1,English,6540-c.13
43786,1,English,6540-c.12
43787,1,English,6540-c.15
43788,1,English,6540-c.14
43789,1,English,6540-c.17
43790,1,English,6540-c.16
43791,1,English,6540-c.19
43792,1,English,6540-c.18
43793,1,English,2007-2.50
43794,1,English,2965-7.28
43795,2,English,3942-1.50
43796,1,English,0936-f.48
43797,2,English,0936-f.49
43798,3,English,4926-1.19
43799,1,English,4926-1.18
43800,1,English,4926-1.15
43801,2,English,4926-1.14
43802,1,English,4926-1.17
43803,1,English,4926-1.16
43804,3,English,4926-1.11
43805,1,English,4926-1.10
43806,1,English,4926-1.13
43807,2,English,4926-1.12
43808,1,English,7095-8.21
43809,1,English,7095-8.20
43810,1,English,7095-8.23
43811,1,English,7095-8.22
43812,1,English,9342-d.39
43813,1,English,9342-d.38
43814,1,English,7095-8.27
43815,1,English,7095-8.26
43816,1,English,9342-d.35
43817,1,English,9342-d.34
43818,1,English,9342-d.37
43819,1,English,9342-d.36
43820,1,English,9342-d.31
43821,1,English,9342-d.30
43822,1,English,9342-d.33
43823,1,English,9342-d.32
43824,1,English,9000-1.44
43825,1,English,2722-7.2
43826,1,English,9000-1.46
43827,1,English,9000-1.47
43828,1,English,2722-7.7
43829,1,English,2722-7.6
43830,1,English,9000-1.42
43831,1,English,9000-1.43
43832,1,English,2722-7.9
43833,1,English,2722-7.8
43834,1,English,9000-1.48
43835,1,English,9000-1.49
43836,1,English,0936-f.46
43837,1,English,7246-8.17
43838,1,English,0936-f.47
43839,1,English,4503-8.13
43840,1,English,4503-8.12
43841,1,English,4503-8.11
43842,1,English,4503-8.10
43843,1,English,4503-8.17
43844,1,English,4503-8.16
43845,1,English,4503-8.15
43846,1,English,4503-8.14
43847,1,English,4503-8.19
43848,1,English,4503-8.18
43849,1,English,7705-9.19
43850,1,English,7705-9.18
43851,1,English,7705-9.13
43852,1,English,7705-9.12
43853,1,English,7705-9.11
43854,1,English,7705-9.10
43855,1,English,7705-9.17
43856,1,English,7705-9.16
43857,1,English,7705-9.15
43858,1,English,7705-9.14
43859,1,English,2069-6.21
43860,1,English,2069-6.20
43861,1,English,2069-6.23
43862,1,English,2069-6.22
43863,1,English,2069-6.25
43864,1,English,2069-6.24
43865,1,English,2069-6.27
43866,1,English,2069-6.26
43867,1,English,2069-6.29
43868,1,English,2069-6.28
43869,1,English,3375-b.8
43870,1,English,2406-5.16
43871,1,English,2406-5.17
43872,1,English,4517-7.28
43873,1,English,4517-7.29
43874,1,English,2406-5.12
43875,1,English,2406-5.13
43876,1,English,2406-5.10
43877,3,English,2406-5.11
43878,1,English,4517-7.22
43879,1,English,4517-7.23
43880,1,English,4517-7.20
43881,1,English,4517-7.21
43882,1,English,4517-7.26
43883,1,English,4517-7.27
43884,1,English,4517-7.24
43885,1,English,4517-7.25
43886,1,English,6765-6.42
43887,1,English,4915-7.2
43888,1,English,2136-2.3
43889,1,English,1557-f.39
43890,1,English,1557-f.38
43891,1,English,1557-f.37
43892,1,English,1557-f.36
43893,1,English,1557-f.35
43894,1,English,1557-f.34
43895,1,English,1557-f.33
43896,1,English,1557-f.32
43897,3,English,1557-f.31
43898,1,English,1557-f.30
43899,1,English,7012-b.22
43900,1,English,7012-b.23
43901,1,English,7012-b.20
43902,1,English,7012-b.21
43903,1,English,7012-b.26
43904,3,English,7012-b.27
43905,1,English,7012-b.24
43906,1,English,7012-b.25
43907,1,English,7012-b.28
43908,1,English,7012-b.29
43909,1,English,4216-9.35
43910,1,English,4216-9.34
43911,5,English,4216-9.37
43912,5,English,4216-9.36
43913,1,English,4216-9.31
43914,5,English,4216-9.30
43915,3,English,4216-9.33
43916,1,English,4216-9.32
43917,2,English,6171-1.3
43918,1,English,6171-1.2
43919,1,English,6171-1.1
43920,1,English,4216-9.39
43921,3,English,4216-9.38
43922,1,English,6171-1.5
43923,1,English,6171-1.4
43924,1,English,3043-1.49
43925,1,English,3043-1.48
43926,3,English,3043-1.47
43927,2,English,3043-1.46
43928,1,English,3043-1.45
43929,1,English,3043-1.44
43930,1,English,3043-1.43
43931,1,English,3043-1.42
43932,2,English,3043-1.41
43933,1,English,3043-1.40
43934,1,English,8032-5.27
43935,1,English,8580-e.42
43936,2,English,8580-e.43
43937,1,English,8580-e.40
43938,1,English,8580-e.41
43939,1,English,8580-e.46
43940,1,English,8580-e.47
43941,1,English,8580-e.44
43942,1,English,8580-e.45
43943,1,English,8580-e.48
43944,2,English,8580-e.49
43945,1,English,0479-6.7
43946,1,English,0479-6.6
43947,1,English,3332-5.39
43948,1,English,3332-5.38
43949,1,English,0479-6.3
43950,1,English,0479-6.2
43951,1,English,0479-6.1
43952,1,English,3332-5.33
43953,1,English,3332-5.32
43954,1,English,3332-5.31
43955,1,English,3332-5.30
43956,1,English,3332-5.37
43957,1,English,3332-5.36
43958,1,English,3332-5.35
43959,1,English,3332-5.34
43960,1,English,8767-6.19
43961,1,English,8767-6.18
43962,1,English,8767-6.15
43963,1,English,2457-4.9
43964,1,English,2457-4.8
43965,1,English,2457-4.7
43966,1,English,2457-4.6
43967,1,English,2457-4.5
43968,1,English,2457-4.4
43969,1,English,2457-4.3
43970,1,English,2457-4.2
43971,1,English,2457-4.1
43972,1,English,4582-d.21
43973,1,English,4582-d.20
43974,3,English,4582-d.23
43975,3,English,4582-d.22
43976,1,English,4582-d.25
43977,1,English,4582-d.24
43978,1,English,4582-d.27
43979,1,English,4582-d.26
43980,3,English,4582-d.29
43981,1,English,4582-d.28
43982,2,English,9586-c.10
43983,1,English,4076-9.26
43984,1,English,1369-5.19
43985,1,English,1369-5.18
43986,1,English,4076-9.27
43987,2,English,1369-5.13
43988,4,English,1369-5.12
43989,3,English,1369-5.11
43990,1,English,1369-5.10
43991,1,English,1369-5.17
43992,1,English,1369-5.16
43993,1,English,1369-5.15
43994,5,English,1369-5.14
43995,1,English,4076-9.25
43996,1,English,0219-7.41
43997,1,English,4076-9.22
43998,1,English,4076-9.23
43999,1,English,4076-9.20
44000,1,English,8762-f.30
44001,1,English,4076-9.21
44002,3,English,9175-b.46
44003,1,English,1623-4.39
44004,1,English,9175-b.47
44005,1,English,1623-4.38
44006,1,English,9175-b.44
44007,1,English,1623-4.37
44008,1,English,9175-b.45
44009,1,English,3963-6.29
44010,1,English,3963-6.28
44011,1,English,1623-4.36
44012,1,English,3963-6.25
44013,1,English,3963-6.24
44014,1,English,3963-6.27
44015,1,English,3963-6.26
44016,1,English,3963-6.21
44017,1,English,3963-6.20
44018,1,English,3963-6.23
44019,1,English,3963-6.22
44020,1,English,9175-b.40
44021,1,English,1623-4.33
44022,1,English,9175-b.41
44023,1,English,4574-0.50
44024,1,English,1623-4.30
44025,1,English,3660-d.23
44026,1,English,3660-d.22
44027,2,English,3660-d.21
44028,1,English,3660-d.20
