comparative,Condition,Language,Message
False,further/split,Chinese,灰色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,是否草色還是土色?
False,further/split,Chinese,来了
False,further/split,Chinese,稍等
False,further/split,Chinese,鲜艳的绿
False,equal/far,Chinese,绿
False,equal/far,Chinese,黄
False,closer/close,Chinese,最亮
False,further/split,Chinese,最灰暗
False,equal/far,Chinese,蓝
False,closer/close,Chinese,最灰暗
False,equal/far,Chinese,黄绿
False,further/split,Chinese,偏紫的蓝
False,closer/close,Chinese,最灰的
False,further/split,Chinese,暗绿
False,closer/close,Chinese,最灰
False,closer/close,Chinese,暗紫
False,equal/far,Chinese,绿
False,further/split,Chinese,亮
False,further/split,Chinese,红
False,closer/close,Chinese,最黄
False,equal/far,Chinese,蓝
False,further/split,Chinese,最亮
False,further/split,Chinese,绿
False,closer/close,Chinese,最深
False,further/split,Chinese,偏黄的灰
False,closer/close,Chinese,最暗
False,further/split,Chinese,紫
False,closer/close,Chinese,最亮
False,closer/close,Chinese,最鲜艳
True,closer/close,Chinese,两个浅蓝中 更不偏黄的
False,closer/close,Chinese,不是最鲜艳的 
False,closer/close,Chinese,亮一点的
False,equal/far,Chinese,土
False,closer/close,Chinese,最像两个颜色折中的……= =
False,closer/close,Chinese,不是最绿也不是最黄的
False,further/split,Chinese,深绿
False,equal/far,Chinese,紫
False,further/split,Chinese,紫
False,equal/far,Chinese,红
False,further/split,Chinese,土
False,closer/close,Chinese,最亮最鲜艳
False,equal/far,Chinese,红
False,further/split,Chinese,最暗的
False,equal/far,Chinese,红
False,closer/close,Chinese,亮的蓝色
False,closer/close,Chinese,偏白的红
False,closer/close,Chinese,最淡的
False,further/split,Chinese,最暗的
False,closer/close,Chinese,最蓝的蓝……
False,equal/far,Chinese,蓝
False,further/split,Chinese,淡红
False,further/split,Chinese,土 鲜艳的
False,further/split,Chinese,草绿
False,closer/close,Chinese,不是最亮的也不是最暗的 绿
False,equal/far,Chinese,紫
False,further/split,Chinese,淡红
False,equal/far,Chinese,土
False,equal/far,Chinese,灰
False,equal/far,Chinese,蓝
False,closer/close,Chinese,blue
False,further/split,Chinese,bright blue
False,closer/close,Chinese,bright pink
False,equal/far,Chinese,yellow
False,equal/far,Chinese,blue
False,further/split,Chinese,绿色
False,closer/close,Chinese,粉\
False,equal/far,Chinese,红
False,closer/close,Chinese,灰色
False,closer/close,Chinese,绿色
False,further/split,Chinese,橙子
False,further/split,Chinese,绿色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,红
False,further/split,Chinese,灰色
False,closer/close,Chinese,绿色
False,further/split,Chinese,蓝色
False,closer/close,Chinese,森林绿色
False,closer/close,Chinese,浅紫色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,浅紫色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,绿色
False,further/split,Chinese,紫色
False,further/split,Chinese,棕色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,中
False,further/split,Chinese,灰色
False,closer/close,Chinese,灰色
False,further/split,Chinese,黄色
False,further/split,Chinese,浅蓝
False,equal/far,Chinese,绿色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,紫色
False,further/split,Chinese,灰色
False,equal/far,Chinese,绿色
False,further/split,Chinese,浅紫色
False,closer/close,Chinese,绿色
False,further/split,Chinese,黄色
False,closer/close,Chinese,红
False,further/split,Chinese,浅紫色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,浅紫色
False,closer/close,Chinese,绿色
False,further/split,Chinese,绿色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,黄色
False,closer/close,Chinese,鲜绿
False,closer/close,Chinese,鲜绿
False,further/split,Chinese,鲜绿
False,equal/far,Chinese,绿色
False,closer/close,Chinese,像蓝的紫色
False,equal/far,Chinese,黄
False,closer/close,Chinese,红色
False,equal/far,Chinese,紫色
False,further/split,Chinese,最像蓝色
False,closer/close,Chinese,红色
False,further/split,Chinese,鲜绿
False,further/split,Chinese,红色
False,equal/far,Chinese,带土的绿色
False,closer/close,Chinese,蓝色
False,further/split,Chinese,草色
False,equal/far,Chinese,紫红
False,further/split,Chinese,鲜绿
False,equal/far,Chinese,暗绿
False,closer/close,Chinese,土色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,鲜粉红
False,further/split,Chinese,蒂芬妮绿
False,further/split,Chinese,不是蓝不是黄
False,closer/close,Chinese,紫
False,further/split,Chinese,黄
False,equal/far,Chinese,绿
False,equal/far,Chinese,绿
False,equal/far,Chinese,蓝
False,further/split,Chinese,不鲜的蓝
False,further/split,Chinese,暗红
False,closer/close,Chinese,最暗的
False,further/split,Chinese,绿
False,further/split,Chinese,紫色
False,equal/far,Chinese,橙
False,closer/close,Chinese,蓝
False,further/split,Chinese,土
False,further/split,Chinese,绿
False,further/split,Chinese,黄
False,closer/close,Chinese,暗紫
False,equal/far,Chinese,紫
False,equal/far,Chinese,绿
False,closer/close,Chinese,暗绿
False,closer/close,Chinese,橙
False,equal/far,Chinese,紫
False,further/split,Chinese,暗紫
False,equal/far,Chinese,黄
False,closer/close,Chinese,暗绿
False,closer/close,Chinese,鲜紫
False,equal/far,Chinese,黄
False,equal/far,Chinese,黄
False,further/split,Chinese,绿
False,further/split,Chinese,你好亲爱的。
False,further/split,Chinese,你好。
False,further/split,Chinese,我等你。
False,further/split,Chinese,谢谢你等我
False,further/split,Chinese,你明白如何玩这个颜色的游戏。
False,further/split,Chinese,Yes. I will try my best.
False,further/split,Chinese,Ok.
False,further/split,Chinese,橄榄。
False,closer/close,Chinese,黄色。
False,closer/close,Chinese,绿色。
False,further/split,Chinese,紫色。
False,further/split,Chinese,粉。
False,closer/close,Chinese,橄榄。
False,closer/close,Chinese,蓝色。
False,closer/close,Chinese,黄色。
False,equal/far,Chinese,黄色。
False,equal/far,Chinese,橄榄。
False,further/split,Chinese,黄色。
False,closer/close,Chinese,蓝色。
False,equal/far,Chinese,红。
False,further/split,Chinese,紫色。
False,closer/close,Chinese,紫色。
False,closer/close,Chinese,紫色。
False,equal/far,Chinese,蓝色。
False,equal/far,Chinese,橙子。
False,equal/far,Chinese,橙子。
False,further/split,Chinese,蓝色
False,closer/close,Chinese,紫色。
False,further/split,Chinese,绿色。
False,equal/far,Chinese,粉。
False,further/split,Chinese,粉。
False,further/split,Chinese,粉。
False,further/split,Chinese,橄榄。
False,closer/close,Chinese,粉。
False,closer/close,Chinese,橄榄。
False,closer/close,Chinese,橄榄。
False,equal/far,Chinese,蓝色。
False,equal/far,Chinese,紫色
False,further/split,Chinese,橄榄。
False,further/split,Chinese,橄榄。
False,closer/close,Chinese,蓝色。
False,closer/close,Chinese,蓝色。
False,equal/far,Chinese,橄榄。
False,further/split,Chinese,番茄。
False,further/split,Chinese,紫色。
False,equal/far,Chinese,红。
False,equal/far,Chinese,红。
False,closer/close,Chinese,橄榄。
False,equal/far,Chinese,橙子。
False,further/split,Chinese,橄榄。
False,further/split,Chinese,蓝色。
False,closer/close,Chinese,点击没有绿色。
False,equal/far,Chinese,点击不粉红色
False,equal/far,Chinese,点击没有绿色。
False,equal/far,Chinese,点击没有绿色。
False,further/split,Chinese,点击没有绿色。
False,closer/close,Chinese,点击没有兰花。
False,closer/close,Chinese,点击没有兰花。
False,equal/far,Chinese,点击没有兰花。
False,closer/close,Chinese,点击没有绿松石。
False,closer/close,Chinese,点击没有兰花。
False,further/split,Chinese,点击不蓝色
False,further/split,Chinese,点击没有绿松石。
False,equal/far,Chinese,点击没有绿松石。
False,further/split,Chinese,点击没有兰花。
False,closer/close,Chinese,点击没有兰花。
False,closer/close,Chinese,点击奥利韦·德雷布。
False,closer/close,Chinese,点击灰色
False,equal/far,Chinese,点击没有兰花。
False,equal/far,Chinese,点击灰色
False,further/split,Chinese,点击没有兰花。
False,equal/far,Chinese,点击没有兰花。
False,further/split,Chinese,点击没有黄色。
False,equal/far,Chinese,点击不蓝色
False,equal/far,Chinese,点击灰色
False,further/split,Chinese,点击不粉红色
False,closer/close,Chinese,点击没有兰花。
False,equal/far,Chinese,点击没有兰花。
False,further/split,Chinese,点击没有兰花。
False,further/split,Chinese,点击灰色
False,further/split,Chinese,点击灰色
False,closer/close,Chinese,点击没有兰花。
False,closer/close,Chinese,点击没有兰花。
False,equal/far,Chinese,点击没有兰花。
False,closer/close,Chinese,点击没有绿松石。
False,further/split,Chinese,点击没有绿松石。
False,equal/far,Chinese,点击没有绿松石。
False,closer/close,Chinese,点击没有兰花。
False,further/split,Chinese,点击灰色
False,equal/far,Chinese,点击不蓝色
False,closer/close,Chinese,点击没有兰花。
False,equal/far,Chinese, 点击没有兰花。
False,closer/close,Chinese,点击奥利韦·德雷布。
False,closer/close,Chinese,点击没有绿松石。
False,closer/close,Chinese,点击灰色
False,further/split,Chinese,点击不蓝色
False,further/split,Chinese,点击灰色
False,further/split,Chinese,点击没有兰花。
False,further/split,Chinese,点击不粉红色
False,equal/far,Chinese,点击不粉红色
False,equal/far,Chinese,点击灰色
False,closer/close,Chinese,开始
False,closer/close,Chinese,最灰
False,equal/far,Chinese,最灰
False,closer/close,Chinese,最灰
False,equal/far,Chinese,紫红
False,equal/far,Chinese,褐色
False,equal/far,Chinese,排除法
False,equal/far,Chinese,不是红 不是紫红
False,equal/far,Chinese,有橘红
False,equal/far,Chinese,铁锈
False,closer/close,Chinese,最亮
False,closer/close,Chinese,绿
False,closer/close,Chinese,最浅
False,equal/far,Chinese,绿
False,further/split,Chinese,鲜艳的绿
False,further/split,Chinese,荧光的？
False,further/split,Chinese,对
False,equal/far,Chinese,深蓝
False,closer/close,Chinese,最暗的
False,further/split,Chinese,不是大红的红
False,further/split,Chinese,不是偏紫？
False,further/split,Chinese,粉红
False,further/split,Chinese,桃红
False,equal/far,Chinese,啊啊
False,equal/far,Chinese,黄
False,closer/close,Chinese,最鲜艳的
False,equal/far,Chinese,红
False,further/split,Chinese,荧光绿
False,closer/close,Chinese,最暗
False,equal/far,Chinese,不是蓝不是绿
False,further/split,Chinese,灰扑扑的两个中 偏绿的那个
False,closer/close,Chinese,明亮一些的紫
False,closer/close,Chinese,偏紫还是偏蓝
False,closer/close,Chinese,不骗蓝
False,closer/close,Chinese,偏绿的
False,closer/close,Chinese,桃红 不偏紫
False,equal/far,Chinese,暗绿
False,further/split,Chinese,亮黄
False,further/split,Chinese,亮绿
False,closer/close,Chinese,荧光绿
False,equal/far,Chinese,灰绿
False,equal/far,Chinese,蓝
False,further/split,Chinese,黄绿
False,equal/far,Chinese,大红
False,further/split,Chinese,暗的黄
False,equal/far,Chinese,灰
False,equal/far,Chinese,土
False,equal/far,Chinese,土黄
False,closer/close,Chinese,浅紫色
False,closer/close,Chinese,啊笨。。。
False,closer/close,Chinese,最浅最不鲜艳的
False,closer/close,Chinese,淡红色
False,closer/close,Chinese,淡褐色
False,closer/close,Chinese,偏灰？
False,closer/close,Chinese,对
False,further/split,Chinese,偏黄的
False,further/split,Chinese,不紫不绿
False,further/split,Chinese,不绿的蓝
False,further/split,Chinese,荧光蓝？
False,further/split,Chinese,对
False,further/split,Chinese,黄
False,equal/far,Chinese,绿
False,closer/close,Chinese,最绿
False,further/split,Chinese,豆瓣绿
False,further/split,Chinese,小清新绿
False,further/split,Chinese,叶子绿？
False,further/split,Chinese,不显眼的绿
False,further/split,Chinese,不鲜艳
False,further/split,Chinese,黄黄的绿
False,further/split,Chinese,最丑的= =
False,further/split,Chinese,暗还是亮
False,further/split,Chinese,暗
False,equal/far,Chinese,红
False,further/split,Chinese,深一点的橙色
False,closer/close,Chinese,不是大红 不是桃红
False,closer/close,Chinese,折中的那个
False,closer/close,Chinese,偏紫？
False,closer/close,Chinese,不偏紫
False,closer/close,Chinese,浅 黄绿
False,closer/close,Chinese,不是荧光
False,closer/close,Chinese,不是
False,closer/close,Chinese,这么接近。。。
False,closer/close,Chinese,= =
False,closer/close,Chinese,我想想
False,closer/close,Chinese,不是最浅的
False,closer/close,Chinese,有偏蓝
False,closer/close,Chinese,不偏蓝
False,closer/close,Chinese,剩下两个有个偏奶
False,closer/close,Chinese,不偏黄
False,closer/close,Chinese,那就是最偏紫了
False,closer/close,Chinese,看得越久越色盲……
False,closer/close,Chinese,对。。。。
False,closer/close,Chinese,按了。。。
False,further/split,Chinese,哇哦
False,further/split,Chinese,我们太强
False,further/split,Chinese,灰
False,closer/close,Chinese,红的
False,closer/close,Chinese,你该不会是画家的女儿吧
False,closer/close,Chinese,不是啊哈哈哈
False,further/split,Chinese,黄 不绿
False,further/split,Chinese,哈哈哈，没事没事
False,further/split,Chinese,蓝绿
True,further/split,Chinese,比较暗那个?
False,further/split,Chinese,唔……大概是吧= =
False,further/split,Chinese,哈哈。。。合作愉快：）
False,further/split,Chinese,你好？
False,further/split,Chinese,有人吗·1？
False,closer/close,Chinese,你好
False,closer/close,Chinese,人呢
False,closer/close,Chinese,？？？
False,closer/close,Chinese,有人吗、
False,closer/close,Chinese,是鮮粉紅?紫?還是暗粉紅?
False,closer/close,Chinese,鮮粉紅
False,closer/close,Chinese,黄色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,蓝色蓝色
False,further/split,Chinese,灰色
False,closer/close,Chinese,暗 绿色
False,equal/far,Chinese,绿色
False,further/split,Chinese,红
False,further/split,Chinese,有兩個紅色?較鮮?
False,further/split,Chinese,還是較暗?
False,further/split,Chinese,暗
False,further/split,Chinese,蓝色
False,further/split,Chinese,有兩個啊!
False,further/split,Chinese,暗些還是光些那個?
False,further/split,Chinese,暗
False,closer/close,Chinese,米色
False,closer/close,Chinese,沒有米色?!
False,closer/close,Chinese,灰色
False,closer/close,Chinese,全都是灰?
False,closer/close,Chinese,
False,closer/close,Chinese,不是偏紅
False,closer/close,Chinese,中间灰
False,closer/close,Chinese,帶藍沒有?
False,closer/close,Chinese,不是
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,深還是淺?
False,equal/far,Chinese,深
False,closer/close,Chinese,灰色
False,closer/close,Chinese,帶紅沒有?
False,closer/close,Chinese,沒有
False,further/split,Chinese,绿色
False,further/split,Chinese,深還是淺?
False,further/split,Chinese,深
False,further/split,Chinese,紫紅?深藍還是天藍
False,further/split,Chinese,蓝色'
False,further/split,Chinese,深藍
False,further/split,Chinese,紫
False,further/split,Chinese,
False,further/split,Chinese,紫紅
False,equal/far,Chinese,灰色
False,further/split,Chinese,红
False,closer/close,Chinese,绿色
False,equal/far,Chinese,紫灰還是綠
False,equal/far,Chinese,紫
False,further/split,Chinese,紫色
False,closer/close,Chinese,紫
False,closer/close,Chinese,全都是紫
False,closer/close,Chinese,帶灰沒有?
False,closer/close,Chinese,沒有
False,closer/close,Chinese,浅紫色
False,further/split,Chinese,紫色
False,further/split,Chinese,红
False,equal/far,Chinese,米色
False,equal/far,Chinese,棕色
False,equal/far,Chinese,棕色
False,equal/far,Chinese,黄色
False,further/split,Chinese,紫色
False,equal/far,Chinese,浅蓝色
False,closer/close,Chinese,浅紫色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,紫
False,further/split,Chinese,黄色
False,further/split,Chinese,蓝
False,equal/far,Chinese,粉
False,further/split,Chinese,浅
False,closer/close,Chinese,蓝色
False,equal/far,Chinese,黄色
False,further/split,Chinese,绿色
False,further/split,Chinese,紫
False,further/split,Chinese,蓝色
False,closer/close,Chinese,绿
False,equal/far,Chinese,绿
False,closer/close,Chinese,灰色
False,further/split,Chinese,黄绿
False,closer/close,Chinese,浅绿色
False,closer/close,Chinese,浅绿色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,什么紫色
False,closer/close,Chinese,浅紫色
False,further/split,Chinese,绿色
False,further/split,Chinese,黄绿 还是青草绿
False,further/split,Chinese,还是蓝绿
False,further/split,Chinese,草绿色
False,equal/far,Chinese,棕色
False,equal/far,Chinese,是鸭屎绿吗
False,equal/far,Chinese,不灰色，不绿色，棕色
False,equal/far,Chinese,灰色
False,further/split,Chinese,深紫色，紫色混合灰色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,明亮的橙色
False,further/split,Chinese,蓝色混合绿色
True,closer/close,Chinese,更棕色，不橙色，不紫色
False,further/split,Chinese,深蓝色
False,closer/close,Chinese,绿色与橙色...绿色与黄色
False,closer/close,Chinese,绿色混合蓝色
False,closer/close,Chinese,不是暗绿？
False,closer/close,Chinese,也不是亮绿
False,closer/close,Chinese,没错，不是深绿色，不是绿色
False,closer/close,Chinese,明亮的紫色
False,equal/far,Chinese,橙子
False,equal/far,Chinese,绿色
False,equal/far,Chinese,蓝色，不灰色，不紫色
False,equal/far,Chinese,蓝色混合灰色
False,further/split,Chinese,蓝色有一点绿色
False,further/split,Chinese,很难描述
False,further/split,Chinese,偏向翡翠？
False,further/split,Chinese,不浅蓝色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,最饱和的蓝色，不是紫色或灰色
False,closer/close,Chinese,亮一点的那个蓝？
True,closer/close,Chinese,是的，更明亮的蓝色
False,further/split,Chinese,棕色，不绿色
False,further/split,Chinese,粉
False,further/split,Chinese,不紫色，不蓝色
False,further/split,Chinese,红粉?
False,further/split,Chinese,是
False,further/split,Chinese,灰色混合紫色
False,further/split,Chinese,紫色，不粉色
False,further/split,Chinese,深紫色
False,closer/close,Chinese,鲜绿色
False,closer/close,Chinese,最亮的
False,closer/close,Chinese,是
False,closer/close,Chinese,蓝绿
False,equal/far,Chinese,紫色
False,equal/far,Chinese,我有红色 蓝色 跟灰绿
False,equal/far,Chinese,深蓝
False,closer/close,Chinese,最亮的颜色，橙色
False,closer/close,Chinese,亮蓝色
False,closer/close,Chinese,亮度好像都差不多
False,closer/close,Chinese,没有紫色
False,closer/close,Chinese,深紫色，紫色混合灰色
False,further/split,Chinese,蓝色，不绿色，不棕色
False,further/split,Chinese,没有蓝色呀
False,further/split,Chinese,不是最亮，也不是军绿？
False,further/split,Chinese,是
False,further/split,Chinese,深紫色
False,further/split,Chinese,橙子
False,closer/close,Chinese,灰色与紫色...难以描述
False,closer/close,Chinese,是藕色吗
False,closer/close,Chinese,不是灰蓝 也不是灰（绿）？
True,closer/close,Chinese,是的，更接近莲花
True,further/split,Chinese,与上次相同，更接近莲花
False,further/split,Chinese,带点灰色紫色？
False,further/split,Chinese,暗的？
False,further/split,Chinese,不亮紫色，不橙色
False,closer/close,Chinese,明亮的黑发
False,closer/close,Chinese,没有黑色啊
False,closer/close,Chinese,浅一点的绿色吗
False,closer/close,Chinese,是的，一点绿色，最亮的颜色
False,further/split,Chinese,深紫色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,明亮的紫色
False,equal/far,Chinese,橙子
False,further/split,Chinese,亮蓝色
False,closer/close,Chinese,亮粉色
False,equal/far,Chinese,棕色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,灰色...蓝灰色
False,equal/far,Chinese,鲜黄绿色
False,equal/far,Chinese,亮蓝色
False,equal/far,Chinese,不是暗绿也不是灰蓝
False,equal/far,Chinese,
False,equal/far,Chinese, 你好
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,蓝
False,closer/close,Chinese,蓝紫色
False,equal/far,Chinese,绿色
False,further/split,Chinese, 草色
False,further/split,Chinese,深绿
False,closer/close,Chinese,粉
False,equal/far,Chinese,棕色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,红
False,further/split,Chinese,蓝色
False,closer/close,Chinese,紫色
False,further/split,Chinese,深绿
False,further/split,Chinese,深鲜绿
False,closer/close,Chinese,棕色
False,further/split,Chinese,黄色
False,closer/close,Chinese,浅紫
False,closer/close,Chinese,暗紫
False,equal/far,Chinese,紫色
False,equal/far,Chinese,深绿色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,哪个？
False,closer/close,Chinese,亮
False,equal/far,Chinese,黄色
False,further/split,Chinese,请描述颜色
False,further/split,Chinese,紫色
False,further/split,Chinese,深绿色
False,equal/far,Chinese,粉
False,closer/close,Chinese,棕色
False,further/split,Chinese,暗红
False,further/split,Chinese,暗土
False,further/split,Chinese,鲜绿
False,further/split,Chinese,?
False,further/split,Chinese,绿色
False,further/split,Chinese,灰色
False,closer/close,Chinese,最暗
False,further/split,Chinese,土色
False,further/split,Chinese,不是红不是绿
False,further/split,Chinese,接近黄色
False,further/split,Chinese,紫色
False,further/split,Chinese,灰色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,灰色
False,further/split,Chinese,灰蓝色
False,further/split,Chinese,灰色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,鲜紫
False,closer/close,Chinese,最鲜的绿
False,closer/close,Chinese,鲜紫
False,equal/far,Chinese,黄色
False,equal/far,Chinese,可以快一点吗?
False,equal/far,Chinese,绿色
False,closer/close,Chinese,灰
False,further/split,Chinese,紫色
False,further/split,Chinese,红
False,closer/close,Chinese,鲜蓝
False,closer/close,Chinese,亮一点的蓝
False,equal/far,Chinese,红
False,closer/close,Chinese,浅色
False,equal/far,Chinese,橙
False,closer/close,Chinese,最柔的绿
False,closer/close,Chinese,最暗的紫
False,equal/far,Chinese,紫色
False,equal/far,Chinese,绿
False,equal/far,Chinese,黄
False,closer/close,Chinese,灰色
False,equal/far,Chinese,绿
False,further/split,Chinese,红
False,further/split,Chinese,蓝
False,closer/close,Chinese,棕色
False,further/split,Chinese,深红
False,further/split,Chinese,绿色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,黄
False,further/split,Chinese,柔绿
False,equal/far,Chinese,紫
False,further/split,Chinese,黄色
False,equal/far,Chinese,绿·
False,closer/close,Chinese,不像红的紫
False,equal/far,Chinese,绿
False,further/split,Chinese,鲜黄
False,closer/close,Chinese,?
False,closer/close,Chinese,紫
False,closer/close,Chinese,蓝色
False,equal/far,Chinese,暗紫
False,equal/far,Chinese,暗蓝
False,further/split,Chinese,蓝色
False,closer/close,Chinese,浅色
False,closer/close,Chinese,灰土
False,equal/far,Chinese,橙黄
False,further/split,Chinese,黄色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,浅蓝
False,closer/close,Chinese,深蓝
False,further/split,Chinese,鲜绿
False,equal/far,Chinese,紫色
False,closer/close,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,黄
False,equal/far,Chinese,土黄
False,equal/far,Chinese,黄色
False,closer/close,Chinese,最深德吕
False,closer/close,Chinese,的绿
False,equal/far,Chinese,绿
False,further/split,Chinese,最深的蓝
False,further/split,Chinese,?
False,further/split,Chinese,紫色
False,further/split,Chinese,最深的绿
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,灰
False,closer/close,Chinese,深紫
False,equal/far,Chinese,????
False,equal/far,Chinese,棕色
False,closer/close,Chinese,最深的紫
False,further/split,Chinese,浅黄色
False,closer/close,Chinese,最深的紫
False,closer/close,Chinese,最深的绿
False,closer/close,Chinese,最鲜的绿
False,further/split,Chinese,深红
False,closer/close,Chinese,灰
False,further/split,Chinese,暗紫
False,equal/far,Chinese,红
False,equal/far,Chinese,红
False,equal/far,Chinese,绿
False,further/split,Chinese,绿
False,closer/close,Chinese,紫？绿？棕？
False,closer/close,Chinese,红？
False,further/split,Chinese,绿
False,further/split,Chinese,柔绿
False,equal/far,Chinese,红
False,equal/far,Chinese,紫红
False,further/split,Chinese,蓝
False,further/split,Chinese,灰吗？还是最亮的
False,further/split,Chinese,亮
False,further/split,Chinese,绿
False,closer/close,Chinese,紫红
False,further/split,Chinese,暗红
False,equal/far,Chinese,绿
False,closer/close,Chinese,黄
False,equal/far,Chinese,橙
False,equal/far,Chinese,暗蓝
False,further/split,Chinese,红
False,equal/far,Chinese,黄
False,closer/close,Chinese,灰
False,closer/close,Chinese,偏蓝吗
False,closer/close,Chinese,不蓝不绿
False,equal/far,Chinese,灰
False,closer/close,Chinese,暗紫
False,equal/far,Chinese,蓝
False,further/split,Chinese,暗红
False,closer/close,Chinese,柔绿
False,equal/far,Chinese,土红
False,equal/far,Chinese,蓝
False,equal/far,Chinese,蓝
False,further/split,Chinese,粉红
False,further/split,Chinese,粉绿
False,closer/close,Chinese,黄的绿
False,further/split,Chinese,黄
False,closer/close,Chinese,柔绿
False,closer/close,Chinese,深但不亮的红
False,closer/close,Chinese,灰调吗
False,closer/close,Chinese,中间亮度的紫
False,closer/close,Chinese,最绿
False,further/split,Chinese,黄
False,closer/close,Chinese,棕
False,equal/far,Chinese,红
False,equal/far,Chinese,暗黄
False,closer/close,Chinese,最紫
False,further/split,Chinese,最蓝
False,further/split,Chinese,深蓝
False,further/split,Chinese,最深吗
False,equal/far,Chinese,红
False,further/split,Chinese,？？= =
False,further/split,Chinese,看错不好意思
False,further/split,Chinese,哈哈
False,further/split,Chinese,紫红
False,further/split,Chinese,亮黄
False,further/split,Chinese,任何人都可以听到我的声音
False,further/split,Chinese,是。 我可以听见你。
False,further/split,Chinese,请做最好的工作。
False,further/split,Chinese,是的，但我该怎么办
False,further/split,Chinese,选择我可以为您提供的颜色。
False,further/split,Chinese,哦。是啊。
False,further/split,Chinese,粉
False,equal/far,Chinese,蓝色。
False,further/split,Chinese,绿色。
False,equal/far,Chinese,灰色。
False,further/split,Chinese,粉。
False,equal/far,Chinese,蓝色。
False,further/split,Chinese,黄色。
False,closer/close,Chinese,灰色。
False,closer/close,Chinese,粉。
False,equal/far,Chinese,蓝色。
False,equal/far,Chinese,蓝色。
False,closer/close,Chinese,人们。
False,closer/close,Chinese,深粉色
False,closer/close,Chinese,黄色。
False,closer/close,Chinese,灰色。
False,further/split,Chinese,黄色。
False,further/split,Chinese,黄色。
False,closer/close,Chinese,蓝色。
False,equal/far,Chinese,黄色。
False,equal/far,Chinese,绿色。
False,closer/close,Chinese,绿色。
False,further/split,Chinese,绿色。
False,closer/close,Chinese,灰色。
False,equal/far,Chinese,绿色。
False,further/split,Chinese,蓝色。
False,equal/far,Chinese,灰色。
False,equal/far,Chinese,灰色。
False,closer/close,Chinese,红。
False,equal/far,Chinese,绿色。
False,further/split,Chinese,绿色。
False,further/split,Chinese,绿色。
False,further/split,Chinese,蓝色。
False,closer/close,Chinese,红。
False,closer/close,Chinese,绿色。
False,closer/close,Chinese,蓝色。
False,equal/far,Chinese,灰色。
False,closer/close,Chinese,灰色。
False,further/split,Chinese,灰色。
False,further/split,Chinese,黄色。
False,closer/close,Chinese,粉。
False,equal/far,Chinese,灰色。
False,equal/far,Chinese,红。
False,equal/far,Chinese,粉。
False,equal/far,Chinese,粉。
False,closer/close,Chinese,蓝色。
False,further/split,Chinese,红。
False,closer/close,Chinese,绿色。
False,equal/far,Chinese,灰色。
False,further/split,Chinese,灰色。
False,further/split,Chinese,人们。
False,equal/far,Chinese,紫色
False,equal/far,Chinese,黄色
False,closer/close,Chinese,绿色
False,equal/far,Chinese,绿色
False,further/split,Chinese,灰色
False,equal/far,Chinese,深蓝
False,further/split,Chinese,紫色
False,closer/close,Chinese,鲜绿色
False,further/split,Chinese,深蓝
False,closer/close,Chinese,鲜绿色
False,further/split,Chinese,灰色
False,further/split,Chinese,绿色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,.黄
False,equal/far,Chinese,绿
False,closer/close,Chinese,紫色
False,closer/close,Chinese,?
False,closer/close,Chinese,粉
False,closer/close,Chinese,灰色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,鲜绿色
