tokens,Condition,Language,Message
4,closer/close,English,the more brown grey
2,further/split,English,brightest green/grassy
1,equal/far,English,green
1,equal/far,English,green
1,equal/far,English,blue
7,closer/close,English,wish they were all like those ;
14,closer/close,English,brightest lighter blue not the darker matte blue and not the one more purple
2,closer/close,English,me too
4,closer/close,English,way too much info
12,closer/close,English,not the pinkest one the purple that is more pink less grey
1,equal/far,English,yellow
9,closer/close,English,most towards a grass green less minty less bright
1,equal/far,English,blue
1,equal/far,English,purple
4,closer/close,English,rose purple not pink
7,further/split,English,the green slightly lighter more towards mint
3,further/split,English,brighter more orange
1,equal/far,English,green
2,further/split,English,darker blue
1,equal/far,English,blue
1,equal/far,English,pink
2,further/split,English,darker blue
3,further/split,English,purple not pink
1,further/split,English,blue
6,closer/close,English,most towards a rose not pink
2,closer/close,English,mustard yellowish
1,equal/far,English,orange
1,further/split,English,pink
3,equal/far,English,brighter darker blue
1,equal/far,English,purple
2,closer/close,English,rose dusty
1,closer/close,English,darkest
7,further/split,English,not orange one more blue less purple
5,equal/far,English,darker most green not bright
1,equal/far,English,pink
1,further/split,English,blue
9,closer/close,English,brightest blue one is dusty one darker not those
1,equal/far,English,purple
1,equal/far,English,purple
14,equal/far,English,you know we get paid the same no matter how long it takes right
8,further/split,English,is there bonus this time there was last
4,further/split,English,most pink towards purple
4,closer/close,English,darkest most towards rose
3,further/split,English,green not teal
6,further/split,English,grey that isnt kind of purple
2,further/split,English,army green
4,further/split,English,grey would suffice lol
8,closer/close,English,some people see them all as grey ;
2,closer/close,English,most purple
2,closer/close,English,mustardy green
1,equal/far,English,blue
4,closer/close,English,most pink not dusty
2,equal/far,English,burnt orange
2,closer/close,English,yellowish green
1,equal/far,English,yellow
1,equal/far,English,blue
1,equal/far,English,green
2,further/split,English,grey blue
2,closer/close,English,bright yellow
1,closer/close,English,yellow
1,equal/far,English,red
3,further/split,English,greyish sage green
1,closer/close,English,greyish
1,further/split,English,taupe
1,further/split,English,beigeish
2,further/split,English,sage green
2,further/split,English,not aqua
2,further/split,English,brownish grey
2,further/split,English,brownis grey
1,closer/close,English,orange
2,closer/close,English,sage green
3,closer/close,English,the greyish one
2,further/split,English,purple lavender
3,closer/close,English,brighter mint green
2,further/split,English,pinkish orange
3,further/split,English,not neon pink
5,closer/close,English,brightest most vibrant purple one
2,closer/close,English,not blue
1,closer/close,English,red
1,closer/close,English,mauve
4,closer/close,English,not the purplish ones
5,further/split,English,orange not the reddish one
1,equal/far,English,red
2,closer/close,English,mint green
4,closer/close,English,not the yellowish ones
1,closer/close,English,lavender
4,closer/close,English,not the light one
1,equal/far,English,yellow
1,equal/far,English,purple
2,closer/close,English,pinkish orange
9,closer/close,English,the one that's more pinkish than the rest
2,further/split,English,greyish blue
1,equal/far,English,green
2,closer/close,English,mellow green
4,closer/close,English,not the brightest green
3,equal/far,English,brightest pinkish one
1,further/split,English,bluish
1,further/split,English,pinkish
6,closer/close,English,pink not the orangey pink one
1,equal/far,English,purple
1,further/split,English,grey
2,further/split,English,seafoam green
10,equal/far,English,my bad on the last onemeant to say sage green
1,equal/far,English,blue
1,closer/close,English,grey
4,closer/close,English,not the brownish one
7,closer/close,English,It was my fault I was rushing
2,further/split,English,yellow greenish
1,equal/far,English,blue
1,further/split,English,pink
4,further/split,English,not the brightest one
6,further/split,English,but not the orange one either
2,closer/close,English,periwinkle grey
1,equal/far,English,grey
1,equal/far,English,blue
1,further/split,English,yellow
1,equal/far,English,green
2,equal/far,English,ice blue
2,equal/far,English,bluest blue
2,further/split,English,yellowest yellow
1,equal/far,English,orange
1,closer/close,English,greenest
2,closer/close,English,greenest again
1,closer/close,English,yellowest
1,equal/far,English,blue
3,further/split,English,slightly purple blue
3,further/split,English,the duller blue
2,further/split,English,more faded
1,further/split,English,yellowest
5,closer/close,English,darker pink/ more red pink
1,equal/far,English,purplest
1,closer/close,English,yellowest
1,equal/far,English,green
2,further/split,English,reddest pink
1,further/split,English,purplest
3,closer/close,English,darkest green/vibrant green
4,further/split,English,bright slightly neon green
4,further/split,English,slightly faded dark blue
2,further/split,English,tan/yellow tan
1,equal/far,English,green
4,further/split,English,bright slightly neon green
2,equal/far,English,faded blue
4,closer/close,English,faded pea soup green
4,closer/close,English,not the brownest green
3,closer/close,English,no more yellow
1,equal/far,English,green
2,further/split,English,brightest yellow
1,equal/far,English,pink
1,closer/close,English,pink
3,closer/close,English,darkest plant green
4,closer/close,English,ugh slightly darker pink
1,further/split,English,dang
8,further/split,English,they all looked the same to me lol
2,further/split,English,red brown
2,equal/far,English,purple blue
3,closer/close,English,bright neon green
7,further/split,English,yellower yellow not the slightly green one
1,equal/far,English,green
1,equal/far,English,purple
1,equal/far,English,orange
3,equal/far,English,neon yellow green
8,further/split,English,more blueish grey maybe a hint of purpe
3,closer/close,English,bright sky blue
1,equal/far,English,green
2,further/split,English,pea green
9,closer/close,English,oh great slightly lighter of the two light ones
1,closer/close,English,bam
1,closer/close,English,hah
3,closer/close,English,slight grey blue
3,further/split,English,yellowish neon green
7,closer/close,English,paler light green kind of sea foamish
2,equal/far,English,yellow tan
8,further/split,English,darker orange the redder of the two orange
3,further/split,English,bright bluest blue
5,closer/close,English,a doozy to end with
2,closer/close,English,really is
8,closer/close,English,not the greyest or bluest maybe more teal
1,further/split,English,purple
2,closer/close,English,gray green
1,closer/close,English,gray
1,equal/far,English,purple
2,closer/close,English,pink purple
2,closer/close,English,not dull
1,further/split,English,mauve
2,further/split,English,gray pink
1,further/split,English,purple
2,closer/close,English,light purple
1,closer/close,English,duller
1,closer/close,English,sorry
2,closer/close,English,bright yellow
1,closer/close,English,neon
1,further/split,English,orange
2,further/split,English,greenish gray
2,further/split,English,neon green
3,closer/close,English,dull green gray
2,further/split,English,gray gray
1,closer/close,English,purple
1,equal/far,English,salmon
2,equal/far,English,light brown
2,closer/close,English,dullist color
3,closer/close,English,dull blue gray
2,further/split,English,mint green
1,further/split,English,gray
2,equal/far,English,neon green
3,closer/close,English,most purple purple
2,closer/close,English,no pink
1,equal/far,English,green
2,closer/close,English,pink purple
1,equal/far,English,aqua
1,further/split,English,blue
2,further/split,English,sky blue
1,further/split,English,blue
1,equal/far,English,pink
2,further/split,English,sage green
1,equal/far,English,green
5,closer/close,English,light purple but not pinkish
1,equal/far,English,aqua
3,closer/close,English,the duller purple
3,closer/close,English,not as vibrant
2,closer/close,English,no blue
2,further/split,English,sage green
2,further/split,English,dull green
1,further/split,English,sage
1,equal/far,English,purple
1,closer/close,English,sorry
1,closer/close,English,purple
2,closer/close,English,no problem
6,further/split,English,my dog is being a brat
2,further/split,English,darker blue
3,further/split,English,it's ok
2,further/split,English,not purple
2,closer/close,English,brightest pink
1,equal/far,English,purple
3,further/split,English,more tan gray
2,further/split,English,blue gray
1,further/split,English,slate
1,equal/far,English,purple
1,equal/far,English,blue
2,closer/close,English,sage green
2,closer/close,English,prettiest green
2,equal/far,English,mint green
1,closer/close,English,purple
2,closer/close,English,not gray
1,equal/far,English,purple
2,closer/close,English,duller green
2,closer/close,English,rosy pink
1,equal/far,English,purple
1,equal/far,English,orange
2,further/split,English,hi there
1,further/split,English,Hi
1,further/split,English,purple
2,equal/far,English,pink red
1,equal/far,English,sorry
8,equal/far,English,sorry looked pink red to me  no worries
2,equal/far,English,hot pink
2,equal/far,English,hot pink
2,closer/close,English,gray tan
1,further/split,English,nice
6,further/split,English,it is the dull purple one
7,closer/close,English,the middle shade of purple  slightly tan
3,closer/close,English,sort of reddish
7,closer/close,English,yes a little  no blue at all
2,further/split,English,dull blue
2,equal/far,English,deep blue
2,further/split,English,greenest green
4,further/split,English,lol  love the description 
6,further/split,English,50% red 50% blue
2,further/split,English,haha thanks
1,further/split,English,D
2,further/split,English,dark red 
2,closer/close,English,dark teal
2,closer/close,English,not gray
7,equal/far,English,oops  that one looked darker to me
13,equal/far,English,never mind  when we get to teal again I will be more careful
7,equal/far,English,I'll try to be more careful
4,equal/far,English,bright green  greenest green
10,closer/close,English,the blue that is natural  not purple  not grey purple
2,closer/close,English,quite gray
10,closer/close,English,our screens could be different  so it might be hard
1,equal/far,English,blue
12,equal/far,English,I think that's what happens more often than not   different calibrations
1,equal/far,English,yea
1,equal/far,English,orange
2,closer/close,English,neon green
10,closer/close,English,Oh well   it's still easy money and kinda fun
1,closer/close,English,wait
2,closer/close,English,lol yea
4,closer/close,English,the blue green one
1,closer/close,English,teal
1,equal/far,English,red
2,closer/close,English,grayest blue
4,closer/close,English,does that make sense
1,closer/close,English,lol
4,closer/close,English,we'll find out   
1,equal/far,English,nice
12,equal/far,English,I was about to say 'the color of the ocean ' D
1,equal/far,English,tan
2,closer/close,English,neon teal
8,closer/close,English,in the rain or in the sun  ;
1,closer/close,English,lol
1,equal/far,English,gray
2,closer/close,English,grayest gray
2,further/split,English,hot pink
7,further/split,English,not the hottest pink  the darker one
3,closer/close,English,the brighter purple
1,closer/close,English,wait
7,closer/close,English,hmmm  one's more lavender than purple
9,closer/close,English,I think your bright one is my dull one
7,closer/close,English,nahh  you're the bright one  ;
6,closer/close,English,try the one that is blue
1,closer/close,English,lol
2,closer/close,English,olive green
2,equal/far,English,grayest one
1,closer/close,English,red
7,closer/close,English,gray with no mix of other colors
1,further/split,English,red
6,closer/close,English,gray again with no other colors
4,closer/close,English,same one as before
2,closer/close,English,hold one
6,closer/close,English,this one's a bit tough
6,closer/close,English,not the green/gray nor the blue/gray
11,closer/close,English,one's sort of reddish and one's sort of greenish
3,closer/close,English,the other one
2,further/split,English,ahh hell
3,further/split,English,yea never mind
1,further/split,English,blue
2,further/split,English,dull purple
5,further/split,English,medium pink not hot pink
7,further/split,English,one of them is kind of purplish
9,further/split,English,I have blue  hot pink and the correct one
1,further/split,English,nice
3,further/split,English,light vibrant blue
7,further/split,English,took a shot in the dark  ;
1,further/split,English,D
2,closer/close,English,grayest gray
1,equal/far,English,green
1,equal/far,English,green
2,closer/close,English,bluest gray
2,further/split,English,olive green
4,closer/close,English,gray with slight olive
1,further/split,English,nice
2,further/split,English,vibrant tan
2,further/split,English,vibrant brown
2,further/split,English,neon green
1,equal/far,English,red
2,further/split,English,hot green
1,equal/far,English,aqua/green
2,equal/far,English,D nice
1,equal/far,English,blue
5,closer/close,English,olive green the duller one
10,closer/close,English,I have a brown    a bluish green and the other
2,closer/close,English,bluish green
11,closer/close,English,gonna take a stab at it   nice working with you
2,closer/close,English,not brown
3,further/split,English,was a pleasure
6,further/split,English,it is one of the blues
5,further/split,English,it looks darker to me
3,closer/close,English,most true blue
1,closer/close,English,dark
1,further/split,English,pink
1,equal/far,English,green
8,closer/close,English,gray brown  not red brown not purple brown
2,further/split,English,dull green
1,further/split,English,cobalt
2,equal/far,English,bright green
2,closer/close,English,rose pink
1,closer/close,English,brown
2,closer/close,English,darkest one
6,closer/close,English,brown grey then kind of green
2,closer/close,English,not greenish
2,closer/close,English,not gray
6,further/split,English,dark pink not purple not blue
7,further/split,English,green/gray not bright pink not dull purple
1,equal/far,English,brown
9,closer/close,English,not light green not blue green  most true green
2,closer/close,English,neon green
1,closer/close,English,neon
1,closer/close,English,y
2,equal/far,English,dull purple
1,further/split,English,purple
1,equal/far,English,gray
1,equal/far,English,green
2,equal/far,English,not neon
5,further/split,English,purple gray not blue gray
6,closer/close,English,pink not red not reddish pink
2,closer/close,English,light blue
1,further/split,English,blue
1,equal/far,English,blue
2,closer/close,English,bright purple
2,further/split,English,dull green
1,closer/close,English,brown
1,equal/far,English,green
1,closer/close,English,yellow
2,equal/far,English,dull green
2,closer/close,English,dull pink
6,closer/close,English,blue/green not neon not reg green
1,equal/far,English,blue
4,closer/close,English,not pink not dull
1,closer/close,English,brown
1,further/split,English,purple
2,further/split,English,bright purple/blue
1,equal/far,English,green
2,equal/far,English,light blue
6,further/split,English,deepest cobalt blue not lighter blue
2,further/split,English,light green/blue
1,equal/far,English,blue
2,equal/far,English,not light
2,equal/far,English,green bright
2,closer/close,English,dull pink
2,closer/close,English,dull purple
1,further/split,English,green
1,further/split,English,purple
1,equal/far,English,brown
5,closer/close,English,slightly darker of the purples
3,equal/far,English,light green/blue brightest
3,further/split,English,not neon purple
2,further/split,English,duller purple
1,further/split,English,yellow
2,further/split,English,Grass green
2,closer/close,English,rose red
4,closer/close,English,royal blue brightest blue
1,closer/close,English,pink
4,further/split,English,sky blue not purplish
2,closer/close,English,orangey brown
1,equal/far,English,purple
2,closer/close,English,teal blue
4,closer/close,English,blue purple grey color
5,closer/close,English,not rose not basic grey
1,further/split,English,orange
9,closer/close,English,the most brown not pea soup not greenish brown
7,further/split,English,of the blueish colors the most green
1,closer/close,English,purple
2,equal/far,English,bright green
7,closer/close,English,sky blue not dull not violet color
5,further/split,English,the redder of the oranges
3,closer/close,English,violet blue purple
1,equal/far,English,red
6,further/split,English,dull green not the bright one
3,further/split,English,violet blue purple
5,closer/close,English,the lighter of the blues
1,equal/far,English,rose
5,further/split,English,true grey not brown grey
1,equal/far,English,red
1,equal/far,English,purple
1,equal/far,English,teal
1,equal/far,English,purple
6,further/split,English,the more rosey of the purples
1,further/split,English,duller
4,further/split,English,grass green not dull
1,equal/far,English,brown
1,closer/close,English,purple
3,closer/close,English,pea soup green
4,closer/close,English,slightly more rosey purple
5,equal/far,English,purple grey not green grey
3,further/split,English,the greenest hue
9,closer/close,English,basic grey has the blueest color of the 3
3,closer/close,English,sky blue bright
5,further/split,English,rose not bright more matted
1,equal/far,English,green
4,further/split,English,more purple less pink
6,further/split,English,army green not grey not teal
5,equal/far,English,teal not blue not lime
2,equal/far,English,violet blue
2,further/split,English,bright green
1,closer/close,English,teal
2,equal/far,English,barney purple
3,further/split,English,more barney purple
3,further/split,English,grey no brown
3,equal/far,English,purple not rose
1,equal/far,English,blue
3,further/split,English,bright pin magenta
1,further/split,English,bluest
1,closer/close,English,purple
1,equal/far,English,blue
2,closer/close,English,pink rose
2,equal/far,English,dull blue
3,closer/close,English,lighter pinkish purple
2,further/split,English,sea foam
1,equal/far,English,greeeen
1,closer/close,English,bluest
1,further/split,English,grey
2,further/split,English,pastel purple
2,closer/close,English,middle shade
2,closer/close,English,pastel purple
1,further/split,English,blue
2,further/split,English,pinker purple
1,closer/close,English,grey
1,closer/close,English,tan
1,closer/close,English,blue
1,further/split,English,salmon
1,further/split,English,coral
2,equal/far,English,tealish blue
3,further/split,English,dull pinkish purple
1,further/split,English,greyest
1,equal/far,English,grey
1,closer/close,English,greeeeenst
1,equal/far,English,grey
2,closer/close,English,duller blue
1,closer/close,English,grey
2,closer/close,English,YELLLOW green
1,closer/close,English,greenest
1,equal/far,English,blue
1,further/split,English,greyest
2,further/split,English,yellow beige
2,further/split,English,bold blue
2,closer/close,English,brightest pink
1,equal/far,English,green
1,equal/far,English,beige
2,closer/close,English,middle shade
1,further/split,English,grey
1,equal/far,English,yellow
1,equal/far,English,purple
1,equal/far,English,orange
1,equal/far,English,teal
1,equal/far,English,grey
3,further/split,English,BRIGHT sea foam
1,equal/far,English,purple
2,further/split,English,bluest blue
1,further/split,English,greyest
2,equal/far,English,sea foam
1,closer/close,English,yellowest
2,closer/close,English,pastel purple
1,closer/close,English,purpleish
1,further/split,English,grey
5,closer/close,English,not green and not orange
4,closer/close,English,pastel green Id say
11,closer/close,English,theres 2 kinda green the gright green or the dul green
1,closer/close,English,dull
5,closer/close,English,grey with a red tint
5,closer/close,English,darker of the 2 turqoise
2,closer/close,English,redish orange
1,equal/far,English,orange
2,closer/close,English,blueish purple
2,closer/close,English,greenish brown
1,equal/far,English,blue
5,closer/close,English,grey with a white tint
1,closer/close,English,hmm
1,closer/close,English,umm
8,closer/close,English,lol I have blue a bluegreen and grey
2,closer/close,English,so grey
6,closer/close,English,not blue and not grey grey
2,equal/far,English,LOL grey
1,further/split,English,orangeish
3,further/split,English,yellow or borwn
1,further/split,English,yellow
5,closer/close,English,grey with a purple tint
1,equal/far,English,pink
5,further/split,English,grey with a redish tint
2,equal/far,English,pink'
1,equal/far,English,green
1,further/split,English,grey
1,further/split,English,grey
1,equal/far,English,orange
2,further/split,English,darker turqoise
2,closer/close,English,purple bllue
2,further/split,English,lighter blue
1,closer/close,English,grey
1,further/split,English,yellow
2,equal/far,English,dark blue
1,further/split,English,grey
2,equal/far,English,light blue
5,further/split,English,not grey and not olive
1,further/split,English,pink
1,further/split,English,pink
1,equal/far,English,blue
2,further/split,English,neon yellow
6,closer/close,English,not megenta and not bright pink
4,closer/close,English,darker of the blues
1,equal/far,English,pink
1,closer/close,English,blue
1,equal/far,English,grey
1,further/split,English,red
1,equal/far,English,blue
2,closer/close,English,brightest blue
2,further/split,English,lightest blue
1,equal/far,English,grey
1,equal/far,English,orange
4,closer/close,English,grey with white tint
1,further/split,English,pinkish
2,further/split,English,grey grey
1,equal/far,English,grey
1,equal/far,English,sorry
2,closer/close,English,No Worries 
5,closer/close,English,Grey with a purpleish tint
2,closer/close,English,darkest blue
2,further/split,English,darkest purple
2,further/split,English,lightest tan/gray
1,equal/far,English,red
9,closer/close,English,lightest green not the one that is kinda blue
1,further/split,English,uhh
3,further/split,English,its not purple
5,further/split,English,between the other two squares
2,closer/close,English,brightest blue
1,equal/far,English,purple/pink
1,equal/far,English,green
3,closer/close,English,not the pink
4,closer/close,English,not the dark purple
3,closer/close,English,the light purple
2,equal/far,English,dark purple
3,closer/close,English,the bluegreen one
1,equal/far,English,red
2,closer/close,English,brightest green
5,closer/close,English,the one closest to orange
3,closer/close,English,the pale green
2,further/split,English,darkest blue
1,equal/far,English,green
1,further/split,English,green
3,further/split,English,the lightest purple
3,further/split,English,the darker purple
1,further/split,English,maroon
3,further/split,English,not the pink
6,further/split,English,the darker of the two blue/cyans
1,further/split,English,green
1,equal/far,English,orange
1,equal/far,English,blue
2,further/split,English,darker purple/pink
1,equal/far,English,blue
1,equal/far,English,red
1,further/split,English,pink
2,further/split,English,darker blue
1,equal/far,English,green
1,equal/far,English,green
3,further/split,English,the darker gray
1,equal/far,English,red
1,closer/close,English,god
3,closer/close,English,the light blue
2,further/split,English,light blue
6,closer/close,English,the darker of the two blues
1,closer/close,English,orange
2,closer/close,English,dark green
1,equal/far,English,yellow
1,equal/far,English,blue
1,equal/far,English,orange
2,closer/close,English,brightest red
1,closer/close,English,lol
3,closer/close,English,graygreen i guess
5,closer/close,English,not the realy bright purple
5,closer/close,English,and not the pinkish one
2,further/split,English,bright blue
1,further/split,English,blue
3,closer/close,English,not bright red
2,closer/close,English,not gray
1,closer/close,English,red
1,further/split,English,purpkle
3,further/split,English,blue not ice
3,closer/close,English,red no pink
1,equal/far,English,red/brown
1,further/split,English,purple
4,further/split,English,not the pale one
3,further/split,English,the dark one
1,closer/close,English,gray
1,equal/far,English,blyue
1,equal/far,English,ornag
3,further/split,English,piurple not pink
1,further/split,English,brown
1,further/split,English,yello
1,closer/close,English,gray
1,further/split,English,orange
5,closer/close,English,green not the brighter ones
1,closer/close,English,gray
1,equal/far,English,blue
7,further/split,English,not the lime green or the teal
2,further/split,English,the browner
1,further/split,English,pink
2,further/split,English,orange brighet
1,closer/close,English,pink
1,further/split,English,blye
1,equal/far,English,blue
1,equal/far,English,green
1,equal/far,English,red
1,further/split,English,blue
2,further/split,English,not purple
1,closer/close,English,blye
2,closer/close,English,greeber one
3,closer/close,English,not ice blue
2,closer/close,English,not gray
1,further/split,English,green
1,equal/far,English,green
1,equal/far,English,blye
3,further/split,English,gray not silver
1,equal/far,English,blyue
5,further/split,English,blue not the bright one
1,equal/far,English,blue
2,closer/close,English,green brighter
1,equal/far,English,green
1,equal/far,English,bright
2,closer/close,English,yellow green
1,closer/close,English,blye
1,closer/close,English,blue
1,closer/close,English,grreen
1,closer/close,English,blue
1,further/split,English,purpoke
1,equal/far,English,gren
1,closer/close,English,blue
1,closer/close,English,bright
1,closer/close,English,light
1,equal/far,English,puirple
2,equal/far,English,dark blue
1,equal/far,English,gray
2,closer/close,English,purple dull
2,closer/close,English,not bright
3,closer/close,English,blue not bright
2,closer/close,English,not green
1,equal/far,English,purple
2,closer/close,English,ghrren]
1,closer/close,English,green
2,closer/close,English,not yellow
1,closer/close,English,bright
2,further/split,English,faded blue
2,further/split,English,faded mustard
1,equal/far,English,pueple
1,equal/far,English,purple
4,closer/close,English,fuschia kind of dull
1,closer/close,English,pruple
1,closer/close,English,purple
1,further/split,English,turquoise
1,equal/far,English,blue
2,closer/close,English,bright green
1,equal/far,English,yello
2,further/split,English,blue gray
1,further/split,English,aqua
1,equal/far,English,orange
1,further/split,English,olive
1,equal/far,English,orange
1,equal/far,English,red
2,further/split,English,bright fuschia
1,further/split,English,purple
1,closer/close,English,olive
1,equal/far,English,blue
1,equal/far,English,oops
1,equal/far,English,lol
1,equal/far,English,pink
1,equal/far,English,blue
1,further/split,English,fuschia
1,closer/close,English,rose
2,further/split,English,dark green
2,closer/close,English,faded purple
1,further/split,English,purple
1,closer/close,English,gray
1,equal/far,English,blue
2,further/split,English,dark green
1,further/split,English,yellow
2,closer/close,English,bright purple
1,equal/far,English,pink
1,equal/far,English,green
1,closer/close,English,grass
1,equal/far,English,purple
2,equal/far,English,yes please
1,closer/close,English,what
2,closer/close,English,dark green
1,closer/close,English,grassweed
1,closer/close,English,LOL
1,closer/close,English,blue
1,equal/far,English,green
3,closer/close,English,second brightest color
1,equal/far,English,mustard
1,further/split,English,blue
2,closer/close,English,dark green
1,closer/close,English,pink
1,equal/far,English,mustard
2,closer/close,English,dark blue
1,closer/close,English,purple
1,equal/far,English,purple
2,closer/close,English,bright green
2,further/split,English,yellowest green
1,further/split,English,blue
1,equal/far,English,Hello
1,equal/far,English,hello
5,equal/far,English,hi there lets do this
1,equal/far,English,purple 
1,equal/far,English,tan
1,further/split,English,blue
1,equal/far,English,pink
2,further/split,English,brighter green
1,further/split,English,purple
3,further/split,English,not hot pink
2,further/split,English,tan purple
1,further/split,English,yes
1,further/split,English,tan
1,closer/close,English,grey
2,further/split,English,dull blue
1,further/split,English,red
8,closer/close,English,looks like the brightest pink on my end
2,closer/close,English,not oastel
1,closer/close,English,pastel*
6,closer/close,English,i will give it a go
1,equal/far,English,blue
5,closer/close,English,not orange and not yellow
3,closer/close,English,so the greenest
1,closer/close,English,yes
1,equal/far,English,grey
1,equal/far,English,red
6,closer/close,English,green NOT the neon green though
1,closer/close,English,brown
1,further/split,English,purple
2,closer/close,English,pastel purple
2,closer/close,English,the lightes
2,further/split,English,Pastel green
1,further/split,English,sorry
2,further/split,English,no worries
2,further/split,English,olive green
3,further/split,English,or neon green
1,further/split,English,neon
2,closer/close,English,darkest purple
12,closer/close,English,dark as in grey purple or the darker from the two purples
3,closer/close,English,grey purple yes
1,closer/close,English,grey
4,closer/close,English,with a white tint
1,closer/close,English,purple
11,closer/close,English,ahh  the other one looked slightly olive grey on my end
5,further/split,English,I don't stress it
2,further/split,English,Grey'
2,closer/close,English,bright purple
2,closer/close,English,green grey
2,further/split,English,hot pink
2,equal/far,English,neon yellow
2,further/split,English,pastel green
4,further/split,English,the neon green one
1,further/split,English,neon
1,equal/far,English,blue
1,equal/far,English,grey
1,further/split,English,tan
1,closer/close,English,grey
2,closer/close,English,which one 
4,closer/close,English,I have two greys
3,closer/close,English,lolkinda brownish'
1,equal/far,English,nice
1,equal/far,English,blue
5,equal/far,English,not grey and not green
1,further/split,English,blueish
3,further/split,English,dark or light
1,further/split,English,dark
1,closer/close,English,brightest
1,closer/close,English,blue
2,closer/close,English,the bluest
1,closer/close,English,yes
1,closer/close,English,yellow
1,equal/far,English,blue
1,equal/far,English,green
5,closer/close,English,not pink and not red
1,closer/close,English,redish
2,equal/far,English,light blue
2,equal/far,English,light blue
1,equal/far,English,blue
6,further/split,English,not blue and not pretty purple
1,further/split,English,D
1,further/split,English,yellow
7,closer/close,English,Good working with you This ones hard
4,closer/close,English,has a redish tint
7,closer/close,English,yea  good work  it was a pleasure
1,equal/far,English,yellow
1,further/split,English,green
4,further/split,English,nice one well done 
3,further/split,English,The magenta color
6,equal/far,English,The darker blue Not the teal
7,further/split,English,The violet not the more vibrant hue
3,further/split,English,The grassy green
7,closer/close,English,The more blueish violet Maybe more indigo
2,equal/far,English,The lime
9,closer/close,English,The more green color Not the orange or brown
4,further/split,English,The most vibrant purple
2,equal/far,English,The teal
2,further/split,English,The blue
4,equal/far,English,The most vibrant purple
1,further/split,English,Greenest
4,closer/close,English,The most blueish purple
6,further/split,English,Grassy green not the vibrant one
6,closer/close,English,Almost the same color as before
1,equal/far,English,Blue
4,closer/close,English,Magenta looking Very bright
1,equal/far,English,Red
1,closer/close,English,Blue
5,closer/close,English,im not seeing a blue
3,closer/close,English,theres a purple
1,closer/close,English,grey
3,closer/close,English,and coralish color
1,closer/close,English,Grey
3,further/split,English,The blueish one
1,equal/far,English,Green
3,closer/close,English,The purpleish one
11,further/split,English,The most neon blue Not the baby blue or the purple
8,further/split,English,The most pinkish purple Not the cooler color
1,further/split,English,Blue
4,further/split,English,The most bright purple
3,further/split,English,The blueish purple
5,further/split,English,The teal not the green
1,equal/far,English,Yellow
3,equal/far,English,The baby blue
10,closer/close,English,Yellowish green Not the seafoam green or the forest green
9,equal/far,English,The blueish purple Not the grey or coral one
9,closer/close,English,Neither of the neon greens This one is olive
1,equal/far,English,Teal
1,equal/far,English,Purple
12,closer/close,English,Purple not the coralish or greyish one This is one is warm
6,closer/close,English,This purple is not as dull
1,further/split,English,yellow
1,equal/far,English,grey
11,closer/close,English,the most pinkish of the purples not barney or the blue
3,closer/close,English,dark blue purple
1,equal/far,English,orange
1,equal/far,English,red
1,equal/far,English,blue
1,equal/far,English,blue
1,closer/close,English,blue
2,further/split,English,bright green
2,closer/close,English,blue purple
4,closer/close,English,middle shade of purple
3,further/split,English,pale olive green
1,further/split,English,pink
1,equal/far,English,orange
3,closer/close,English,blue based grey
2,equal/far,English,dusty blue
2,further/split,English,pale purple
2,closer/close,English,yellow green
1,further/split,English,blue
1,equal/far,English,green
2,closer/close,English,pale purple
4,further/split,English,green blue less bright
1,further/split,English,olive
1,closer/close,English,dusty
2,further/split,English,pale green
2,equal/far,English,bright pink
5,closer/close,English,mid shade mixture of two
2,further/split,English,dusty pink
1,equal/far,English,aqua
1,closer/close,English,blue
2,further/split,English,bright aqua
2,further/split,English,deeper pink
2,closer/close,English,lighter gry
2,closer/close,English,pale teal
1,further/split,English,grey
1,equal/far,English,red
1,equal/far,English,aqua
1,equal/far,English,blue
1,equal/far,English,purple
1,equal/far,English,blue
1,equal/far,English,green
2,closer/close,English,brownish green
2,closer/close,English,dusty orange
1,further/split,English,blue
2,equal/far,English,bright blue
1,further/split,English,orange
2,equal/far,English,darker blue
1,closer/close,English,pink
6,closer/close,English,purple like blue not the greyed
3,closer/close,English,slight blue tinge
2,further/split,English,dusty blue
1,equal/far,English,pink
1,further/split,English,purple
2,closer/close,English,pale green
1,further/split,English,purple
2,equal/far,English,bright green
1,closer/close,English,green
1,equal/far,English,blue
1,equal/far,English,teal
1,further/split,English,dusty
2,closer/close,English,bright purple
2,closer/close,English,yellow green
1,further/split,English,purple
1,equal/far,English,orange
1,equal/far,English,green
1,closer/close,English,blue
2,further/split,English,bright green
1,equal/far,English,blue
2,closer/close,English,dark green
1,equal/far,English,pink
1,equal/far,English,teal
3,closer/close,English,light bright green
2,closer/close,English,grey purple
1,equal/far,English,brown
1,equal/far,English,blue
1,equal/far,English,orange
1,closer/close,English,grey
2,further/split,English,bright green
1,further/split,English,purple
2,equal/far,English,brown green
2,further/split,English,brown green
1,further/split,English,grey
1,equal/far,English,green
2,closer/close,English,dark purple
2,closer/close,English,green grey
3,closer/close,English,dark purple bluish
1,equal/far,English,green
2,further/split,English,blue purple
1,equal/far,English,green
2,further/split,English,dark purple
1,equal/far,English,green
1,further/split,English,brown
1,closer/close,English,greyblue
