Value,Condition,Language,Message
1,closer/close,English,darker green
0,equal/far,English,green
0,closer/close,English,grayish purple
0,further/split,English,bright green
0,closer/close,English,oops i misclicked
0,closer/close,English,dull blue
1,further/split,English,more pink
0,further/split,English,bright pink
0,further/split,English,blue
0,further/split,English,pinkish red
0,further/split,English,teal
0,equal/far,English,gray
0,closer/close,English,pea green
0,equal/far,English,blue
0,closer/close,English,"pinkish purple, not the brightest"
0,further/split,English,brownish
0,closer/close,English,dull blue
0,closer/close,English,bright blue
0,closer/close,English,pinkish redish/not bright
0,equal/far,English,orange
0,equal/far,English,gray/green
0,further/split,English,pinkish purple
0,further/split,English,brown
0,equal/far,English,red
0,closer/close,English,bright gold
0,further/split,English,purple
0,further/split,English,gray
0,closer/close,English,blue
0,further/split,English,purple
0,equal/far,English,gold
0,equal/far,English,red
0,equal/far,English,purple
0,closer/close,English,bright purple
1,closer/close,English,darker/brighter teal
0,equal/far,English,blue
0,equal/far,English,green
0,equal/far,English,gold
1,further/split,English,darker gray
0,closer/close,English,bright green
0,equal/far,English,teal
0,further/split,English,purple
0,equal/far,English,purple
0,equal/far,English,blue
0,equal/far,English,green
0,closer/close,English,bluest one
0,further/split,English,olive
0,further/split,English,purplish blue
0,closer/close,English,"bright green, not yellowest one"
0,closer/close,English,bright green
0,further/split,English,greyest one
0,further/split,English,hot pink
0,closer/close,English,greenest one
0,closer/close,English,"sry, coudln't decided if it was pink or purple"
0,closer/close,English,green
0,further/split,English,green
0,equal/far,English,red
0,further/split,English,"olive, drab"
0,equal/far,English,"drab, good one"
0,equal/far,English,blue-purple
0,further/split,English,"bright green, thanks for comments!"
0,further/split,English,np
0,equal/far,English,purple
0,closer/close,English,ooooooo
0,closer/close,English,bright lime
0,closer/close,English,"purple, bluest one"
0,closer/close,English,"true grey, not bluish or brownish"
0,closer/close,English,oh man
0,closer/close,English,not pink or mauve
0,further/split,English,sry
0,further/split,English,"green, not lime"
0,equal/far,English,"aqua, not lime"
0,closer/close,English,darkest green
0,closer/close,English,bluest purple
0,further/split,English,bright lime green
0,further/split,English,"brownish pink, drab"
0,further/split,English,"my bad that time!, this one is duller lime green"
0,equal/far,English,"no worries, we're doing good on time"
0,equal/far,English,green
0,closer/close,English,grey
0,equal/far,English,grey
1,further/split,English,"greyer blue, not as true blue"
0,equal/far,English,olive green
0,equal/far,English,"blue-gray, not purplish"
0,equal/far,English,purple
0,closer/close,English,lime green
0,closer/close,English,"pinkest purple, not bluish"
0,closer/close,English,purplish blue
1,equal/far,English,"aqua, less blue"
0,further/split,English,brown
0,equal/far,English,orange
0,equal/far,English,green
0,further/split,English,grey without any green tinge
0,closer/close,English,nice
0,closer/close,English,greyest one
0,further/split,English,"rosy, not as brown"
0,further/split,English,"mauve, not hot pink"
0,equal/far,English,purplish-bluish
1,closer/close,English,"truer green, not olive or teal"
0,equal/far,English,"damn, sry"
0,equal/far,English,"oops, this one is aqua"
0,equal/far,English,brown
0,further/split,English,"purple, not pinkish"
0,equal/far,English,Its the greenest color
1,closer/close,English,"Its one of the purples, the one I think is a little darker"
0,further/split,English,Its the Yellowish Green
0,further/split,English,"Not the blue and not the light blue, its the sort of Tan color"
0,closer/close,English,Its the lime green kind of color
0,equal/far,English,The Green
0,closer/close,English,This one is a tough one. Its the Darker Grey
1,further/split,English,Its the darker purple
1,further/split,English,more blue or more purple?
1,further/split,English,Umm....Id say its more blue but its tough to tell
1,further/split,English,The darker grey
0,equal/far,English,The Limish Green
0,closer/close,English,"To my eyes, it's the darkest color of the three"
0,equal/far,English,Purple
0,closer/close,English,So its one of the greys which to be look...identical. Just 50/50 it I'd say
0,equal/far,English,Pink
0,closer/close,English,Darker Grey
0,closer/close,English,The one thats closest to being Pink
0,closer/close,English,Grey
0,further/split,English,The Darker Tan color
0,further/split,English,slightly green?
0,further/split,English,uhhhhh yeah I'd say so
0,equal/far,English,Pink
0,closer/close,English,Not the Pink one
1,closer/close,English,"But its....off the two greys, the one I think is closer to Pink"
0,equal/far,English,Pink
0,equal/far,English,Orange
0,closer/close,English,The greenish Grey
0,equal/far,English,"Not the orange, not the green"
0,equal/far,English,blueish grey
0,equal/far,English,orange
0,equal/far,English,green
0,closer/close,English,Pink
0,further/split,English,The Blueish color
0,closer/close,English,Green
0,further/split,English,Grey
1,further/split,English,not the tan. Its the less blue color. More purple
0,equal/far,English,Not the blue. Not the tan. The one that looks like faded green
1,further/split,English,Not the Pink. The darker of thw two others
1,equal/far,English,Not the blue. The more faded green color
0,equal/far,English,Not the grey. Not the reddish pink. That Faded Green again
0,further/split,English,Not grey.  The reddish grey
0,closer/close,English,The Faded green color
0,further/split,English,Purple
0,further/split,English,Not grey. Not orange
0,closer/close,English,The darkest color
0,closer/close,English,Darkest color
0,further/split,English,Dark Blue
0,equal/far,English,Red
0,further/split,English,Not the grey. Off the two greens I think its the Faded one
0,closer/close,English,mauve
0,closer/close,English,"not grey, not the periwinkle/purplish one"
1,closer/close,English,"ok, the less blue one?"
0,closer/close,English,it's pinkish
0,closer/close,English,royal blue
0,closer/close,English,mint green
0,closer/close,English,not the bright ones
1,further/split,English,the purplish/lavender one
0,closer/close,English,brownish-grey
0,closer/close,English,not the yellowish one
0,equal/far,English,pinkish purple
0,equal/far,English,red
0,equal/far,English,grey
0,equal/far,English,purple
0,closer/close,English,salmon pink
0,closer/close,English,not the fuschia/magenta one
0,closer/close,English,not the lavenderish one
0,further/split,English,mauve
0,further/split,English,not the reddish one
0,equal/far,English,mint green
0,equal/far,English,pinkish
0,closer/close,English,pinkish one
0,equal/far,English,yellow
0,further/split,English,lime green
1,closer/close,English,"sea green, more on the bluish side"
0,closer/close,English,not the bright green
0,further/split,English,mauve
0,further/split,English,not the purple or yellow
0,further/split,English,bright mint green
0,further/split,English,not the subdued sage green
0,closer/close,English,mauve with pinkish overtones
0,further/split,English,mustard yellow
0,further/split,English,seafoam green
0,further/split,English,not the grass green one
0,further/split,English,periwinkle - purple
0,closer/close,English,"dark purple, not the bright and vibrant one"
1,closer/close,English,duller dark purple
0,further/split,English,greyish one
0,equal/far,English,grey
0,closer/close,English,aqua
0,closer/close,English,bluish one
0,equal/far,English,mauve - pink
0,equal/far,English,green
1,closer/close,English,sky blue - brighter
0,closer/close,English,not the dull ones
0,equal/far,English,orange
0,further/split,English,brightest yellow
0,further/split,English,seafoam
0,equal/far,English,blue
0,closer/close,English,not the purple one
0,closer/close,English,not the pinkish one
0,closer/close,English,lavenderish
0,further/split,English,grey
0,equal/far,English,purple
0,further/split,English,mustard brown
0,equal/far,English,pink
0,further/split,English,greyish brown
0,closer/close,English,mint green
0,closer/close,English,mustard yellow
0,closer/close,English,periwinkle.....not the dull blue one
0,closer/close,English,it's on the lavender side
0,equal/far,English,mauve - pink
0,equal/far,English,bright yellow green
0,equal/far,English,blue
0,further/split,English,"blue, not the aqua one"
0,closer/close,English,dark bluish purple
0,closer/close,English,the darkest one
0,closer/close,English,most bluish one
0,closer/close,English,grey
0,further/split,English,green
0,equal/far,English,purple
1,closer/close,English,darker blue
0,closer/close,English,Is dark = bright or dull?
0,closer/close,English,dull
1,closer/close,English,more orangish
0,equal/far,English,light blue
0,further/split,English,red
0,further/split,English,greenest
0,closer/close,English,grey/blueish
0,equal/far,English,blue
0,further/split,English,greenest
0,equal/far,English,purp
0,equal/far,English,purp
0,equal/far,English,grey
1,closer/close,English,duller of the gright greens
0,closer/close,English,greenest
0,further/split,English,red
0,equal/far,English,grey
1,closer/close,English,darker blue
0,closer/close,English,"grey, grrnish tinge"
0,closer/close,English,greenest
1,further/split,English,darker purple
0,equal/far,English,grey
0,closer/close,English,"dull, seafoam green"
0,further/split,English,greeen
0,closer/close,English,"purple, vibrant"
0,equal/far,English,tan
0,closer/close,English,greyest
0,closer/close,English,purp
0,equal/far,English,blu
1,further/split,English,"lighter, duller purp"
0,closer/close,English,grey green
0,further/split,English,grey
0,closer/close,English,blue
0,closer/close,English,tan
0,further/split,English,green
0,further/split,English,"grey, no tannish"
0,further/split,English,purplest
0,closer/close,English,yikes
0,closer/close,English,lol
1,closer/close,English,greener og the tellows
1,closer/close,English,greener
0,further/split,English,grey
0,equal/far,English,grey
0,further/split,English,blu
0,equal/far,English,neon
0,equal/far,English,blu
0,further/split,English,purp
0,further/split,English,blu
0,further/split,English,brown
0,equal/far,English,grey
0,equal/far,English,grn
0,equal/far,English,grn
0,closer/close,English,pink
0,equal/far,English,good job
0,equal/far,English,grn
0,equal/far,English,you too!
0,equal/far,English,green
0,further/split,English,green
0,equal/far,English,purple
0,equal/far,English,red
0,equal/far,English,dull green
0,further/split,English,brown
0,further/split,English,dark green
0,further/split,English,brown
0,closer/close,English,puke green not bright or dull
0,equal/far,English,purple
0,closer/close,English,"dullest purple, not bright and not light"
0,closer/close,English,not lightest and not brightest
0,equal/far,English,green
0,further/split,English,bright pink
0,further/split,English,not gray not blue
0,further/split,English,brright neon green
0,equal/far,English,orange
0,closer/close,English,not purplish not pink - blush
0,closer/close,English,brightest green neon
0,further/split,English,neon green
0,equal/far,English,purple
0,closer/close,English,purpleish blue - not lightest not cobalt
0,equal/far,English,blue
0,further/split,English,purple
0,closer/close,English,most blue - not grey not green
0,closer/close,English,yellowish
0,closer/close,English,not bright not dark grey - lightish grey/blue
0,equal/far,English,purple
0,equal/far,English,purpke
0,equal/far,English,gray
0,further/split,English,dull blue - not bright blue not brown
0,closer/close,English,"dull purple, not dark, not gray"
0,closer/close,English,dark purpe
0,equal/far,English,pink
1,further/split,English,lighter brighter green
0,closer/close,English,not bright green not light green - most true green
0,equal/far,English,purple
0,further/split,English,dull purple
0,closer/close,English,blue green
0,further/split,English,bright green not pea green not gray
0,equal/far,English,brown
0,further/split,English,dull purple
0,closer/close,English,neon pink
0,further/split,English,bluegreen
0,further/split,English,are you flora?
0,further/split,English,nope
0,equal/far,English,brown
0,equal/far,English,red
0,further/split,English,most purple
0,closer/close,English,brown - not greenish
0,further/split,English,yellow
0,closer/close,English,not neon not dull
0,further/split,English,green
0,closer/close,English,bright purple
0,further/split,English,grey blue
0,further/split,English,blue grey
0,closer/close,English,bluest color
0,further/split,English,bright minty
0,closer/close,English,purple
0,further/split,English,pink
0,closer/close,English,pastel green
0,further/split,English,yellowest
0,equal/far,English,green
0,equal/far,English,purp
0,further/split,English,slightly brighter purple
0,further/split,English,turqoie
0,equal/far,English,rose
0,equal/far,English,grey
0,closer/close,English,turqoise
0,equal/far,English,blue
0,further/split,English,grey
0,equal/far,English,blue
0,equal/far,English,grey
1,closer/close,English,pinker color
0,further/split,English,yellow
0,closer/close,English,bright magenta
0,closer/close,English,i'm not sure...
1,closer/close,English,one looks pinker than the other
0,closer/close,English,hmm
1,closer/close,English,the lighter brighter one
0,equal/far,English,blue
0,equal/far,English,green
0,equal/far,English,bright sea foam
1,further/split,English,duller sea foam
0,further/split,English,greenest green
0,closer/close,English,bluest blue
0,further/split,English,yelllllllow
0,equal/far,English,magenta
0,further/split,English,dull greyish
0,closer/close,English,sea foam turqoise
0,closer/close,English,bluest
0,closer/close,English,greyish green
0,equal/far,English,grey
0,further/split,English,purplest
1,further/split,English,less bright magenta
1,further/split,English,less pink one
0,further/split,English,bluest
0,equal/far,English,orange
0,closer/close,English,pink
0,equal/far,English,grey
0,equal/far,English,purple magenta
0,closer/close,English,bluest
0,equal/far,English,blue
0,closer/close,English,bluest
0,closer/close,English,greenest
0,closer/close,English,blueish grey
0,equal/far,English,GREEEEN
0,further/split,English,GREEEEEEEEEEEEN
1,further/split,English,darker purple
0,further/split,English,no problem
0,equal/far,English,the green-est one; not the one with a hint of blue
0,equal/far,English,gotcha
0,equal/far,English,red
0,equal/far,English,too easy
0,further/split,English,grey
0,further/split,English,"not the bluish gray? the plain gray, right?'"
0,further/split,English,yep. good old gray
0,further/split,English,the bluest one; not the one with a hint of purple
0,further/split,English,bright blue it is
0,further/split,English,NOT bright blue. The somewhat duller one.
1,further/split,English,"more or a royal blue, on it"
0,further/split,English,not brightish green; not dark pink
0,equal/far,English,blue please
0,closer/close,English,this one migh be tough
0,closer/close,English,darkest one; kinda gray
0,closer/close,English,not super bight one; not dark green; the one that's inbetween green and yellow
0,equal/far,English,green
0,equal/far,English,blue
0,equal/far,English,not yellow or orange
0,closer/close,English,the dark one; not red or pink
0,closer/close,English,hmm...
1,closer/close,English,The slightly darker blue one. Not purple
0,equal/far,English,yellow
0,closer/close,English,Green. Just kidding. The brightest one. Kinda neon.
0,closer/close,English,light brown
0,equal/far,English,almost orange
1,further/split,English,the brighter green one
0,closer/close,English,ack!
0,closer/close,English,if i get is wrong we forfeit only a 1 cent bonus anyway
0,further/split,English,neither of the blues
0,closer/close,English,"Not the fully gray one, but the one that's sort of close to gray."
0,equal/far,English,blue please
0,further/split,English,light brown
0,equal/far,English,yellow
0,equal/far,English,blue
0,closer/close,English,we had this one alredy!
0,closer/close,English,D'oh! Not brownish one. The purple that's slightly brighter
0,equal/far,English,not gray nor blue
0,equal/far,English,Im glad im not colorblind
0,closer/close,English,darkest one
0,equal/far,English,not gray nor purple
0,further/split,English,light brown
0,further/split,English,gray
0,equal/far,English,green
1,further/split,English,lighter blue; not the gray-blue one
0,equal/far,English,gray
0,closer/close,English,Not the gray-blue; not the fully purple.
1,closer/close,English,The more aqua blue one; touch of green
1,closer/close,English,the fully purple one. Netiher of the gray-purples.
0,equal/far,English,pink
0,closer/close,English,not the blue nor the gray-ish one; dark purple
0,equal/far,English,bright blue
1,closer/close,English,not gray; the brighter of the two remianing
1,further/split,English,brighter green
0,further/split,English,dark green
0,closer/close,English,the orange-ish one; not brown nor dull pink
0,further/split,English,not blue nor gray. Purple.
0,further/split,English,the neon-y green one
0,further/split,English,blue
0,closer/close,English,Not the bright one. Not the one that is olive green.
0,equal/far,English,gray
0,equal/far,English,orange
0,further/split,English,blue
0,closer/close,English,they're all green
0,closer/close,English,"green, not yellow tone"
0,closer/close,English,dark mint color
0,closer/close,English,"there's an olive green, a sea foam green, and a medium green"
0,closer/close,English,brightest green
0,equal/far,English,orange
0,further/split,English,"dark purple, not brightest one"
0,equal/far,English,brightest green/yellow
0,equal/far,English,gray/blue
0,closer/close,English,bluest
0,closer/close,English,let me know if I pick one wrong in a previous round
0,closer/close,English,"brightest green, flourescent"
0,further/split,English,green/blue
0,equal/far,English,gray
0,further/split,English,bright purple/pink
0,further/split,English,purple
0,equal/far,English,green
0,equal/far,English,green
0,equal/far,English,bluish green?
0,equal/far,English,blue/green
0,closer/close,English,gray blue
0,closer/close,English,the most grey one right?
0,closer/close,English,yes
1,closer/close,English,"least green one, more blue"
0,equal/far,English,orange
0,equal/far,English,good on that last one
0,closer/close,English,"purple, not the blue or pink ones"
0,equal/far,English,gray
0,further/split,English,rose
0,further/split,English,dark purple/blue
0,further/split,English,seafoam
0,equal/far,English,rose red
0,further/split,English,magenta
0,equal/far,English,red
0,closer/close,English,god
0,closer/close,English,puce lilac or gray
0,closer/close,English,"brightest of the purples, not grayish"
0,closer/close,English,brightest magenta
1,closer/close,English,slightly greener or slightly yellowe?
1,closer/close,English,"very bright yellow, not the more green one"
0,equal/far,English,gray
0,equal/far,English,seafoam
0,closer/close,English,"brightest color, magenta/pink"
0,further/split,English,gray
0,closer/close,English,"light, dusty purple"
0,closer/close,English,bright purple/blue
0,equal/far,English,bluest
0,equal/far,English,blue cyan grey
0,equal/far,English,blue
0,further/split,English,bright apple green
0,further/split,English,purple
0,equal/far,English,green
0,closer/close,English,"purple/blue, not brightest color"
1,further/split,English,slightly darker/brighter rose shade
0,further/split,English,bright yellowish green
0,further/split,English,most purple shade
0,closer/close,English,dusty purple
0,equal/far,English,"brightest blue, hint of purple"
0,closer/close,English,brightest green
1,further/split,English,gray tone with more purple to it
0,closer/close,English,gray
1,further/split,English,the green thats more pastel. not the lime one
0,closer/close,English,pink
1,further/split,English,brighter pink
0,closer/close,English,lime green
1,closer/close,English,the brighter green one
1,further/split,English,the darker greyish purple
0,further/split,English,pinkish
0,equal/far,English,yellow
0,equal/far,English,grey
1,closer/close,English,ummm the pink one thats less purpleish
0,further/split,English,sweet
0,further/split,English,lime green one
0,equal/far,English,greyish purple
1,equal/far,English,darker blue
1,closer/close,English,umm the one thats more yellow
0,further/split,English,grey
0,further/split,English,orange
1,equal/far,English,darker blue
0,equal/far,English,greyish purple
0,equal/far,English,orange
1,further/split,English,darker purple
0,equal/far,English,yellow
0,further/split,English,purple
0,equal/far,English,purpley pink
0,closer/close,English,pastel green. the brightest one
1,further/split,English,the green thats a little brighter. hard to tell
0,closer/close,English,awesome
1,closer/close,English,youre a good speaker! Way better than me!
0,closer/close,English,lol first time i got speaker
1,closer/close,English,the brighter blueish one
0,equal/far,English,lol dang guess im gonna keep doin this hit then. its my 3rd time
0,equal/far,English,royal dark blue
0,equal/far,English,yellow
0,equal/far,English,neon green
0,equal/far,English,greyish purple
0,further/split,English,blue
0,further/split,English,ooops
0,equal/far,English,haha o well
0,equal/far,English,neon green
1,further/split,English,darker green
1,closer/close,English,not the darker blueish one. the teal one thats a shade darker i think
0,further/split,English,grey
0,closer/close,English,brown
0,closer/close,English,lime green
0,further/split,English,pink
0,equal/far,English,yellow
0,further/split,English,purple
1,further/split,English,the one thats more purpleish. not blueish
0,closer/close,English,grey
1,closer/close,English,the greenish greyish one thats less brown. not the brightest one
1,further/split,English,darker blue greyish
0,closer/close,English,hot pink
0,closer/close,English,hot pinkish. not red
0,closer/close,English,purple
0,closer/close,English,Been good working with you!
1,closer/close,English,the one thats more pastel and lighter. not lime and not the darker one
0,closer/close,English,yeah mos def!
0,equal/far,English,blue
0,closer/close,English,lightest yellow one. not the neon yellow
0,equal/far,English,yellow gold
0,further/split,English,reddish pink
0,further/split,English,grey
0,closer/close,English,washed out aqua
0,further/split,English,light slightly neon pink
0,equal/far,English,washed out dark pink
0,closer/close,English,washed out teal/greenish
0,closer/close,English,washed out dark pink
1,further/split,English,brighter neonish green
0,closer/close,English,washed out olive green
0,closer/close,English,bluest blue
1,further/split,English,washed out lighter aqua
0,equal/far,English,pink
0,equal/far,English,green
0,equal/far,English,tan/dark gold
0,equal/far,English,teal
0,further/split,English,baby blue
0,equal/far,English,pink
0,equal/far,English,blueish/purplish
0,equal/far,English,pink
0,equal/far,English,red
0,further/split,English,grey
0,closer/close,English,light teal
0,equal/far,English,washed out teal
0,closer/close,English,darkest bluest blue
1,further/split,English,darker olive green
0,further/split,English,grey
1,further/split,English,"lighter orange, slightly neonish"
0,closer/close,English,washed out blue
0,equal/far,English,green
0,closer/close,English,slightly neon pink
0,equal/far,English,yellow
0,equal/far,English,grey
0,closer/close,English,slightly light blue grey/lightest one?
0,further/split,English,slightly neon green
0,closer/close,English,slightly neon purplish/lightest one?
0,further/split,English,washed out purple
0,closer/close,English,washed out sea foam green/light olive
1,closer/close,English,darker periwinkle purple/blue
0,closer/close,English,coral/pink orange
0,equal/far,English,green
0,closer/close,English,neon green
0,equal/far,English,brown
0,equal/far,English,or tan
1,closer/close,English,darker washed out blue
0,further/split,English,purple
1,further/split,English,booger green
1,further/split,English,darker pink purple
0,equal/far,English,green
0,further/split,English,purplish grey
0,further/split,English,washed out purple
0,equal/far,English,green/brown
0,closer/close,English,"not the grey/green, and not the yellow/green"
0,equal/far,English,blue
0,further/split,English,bright green
0,equal/far,English,blue
0,closer/close,English,ugh. tell me how you describe the reds
0,closer/close,English,"brownish red, pink, purple pink?"
0,closer/close,English,pink
0,closer/close,English,not the blue/grey and not the brownish/grey
0,further/split,English,bright green
0,closer/close,English,brighter olive green
0,further/split,English,red
0,further/split,English,"pinkish purple, not greyish purple"
1,equal/far,English,brighter green
0,equal/far,English,yellow
0,equal/far,English,greenish
1,closer/close,English,darker grey
0,further/split,English,purple/blue
1,further/split,English,darker purple
0,equal/far,English,yellow
0,closer/close,English,blue
0,further/split,English,purple
1,closer/close,English,the redder brighter pink
0,equal/far,English,dark blue
1,closer/close,English,brighter orange/yellow
0,equal/far,English,blue
0,further/split,English,yellow
0,further/split,English,bright orange
1,closer/close,English,"not the bright green, not the bluer green"
0,further/split,English,bright purple
0,closer/close,English,brownish
1,equal/far,English,lighter blue/green
0,equal/far,English,haha
0,equal/far,English,green
1,further/split,English,brighter purple
0,equal/far,English,light blue
0,closer/close,English,"not the light green, not the bright green, the green that is slightly grey"
0,further/split,English,brownish
1,further/split,English,darker orange
0,equal/far,English,light green/yellow
0,further/split,English,"blue/green, not the greyish one"
0,closer/close,English,"not the pinkish, not the greyish, the one that is strongest purple"
0,equal/far,English,blue
1,further/split,English,brighter green
0,equal/far,English,purplish/grey
0,closer/close,English,well
1,closer/close,English,not the greener one
1,closer/close,English,not the greyer one
1,closer/close,English,darker red
0,closer/close,English,grey
1,further/split,English,"the green that is greyer, not the brighter one"
0,further/split,English,orange
0,equal/far,English,purple
0,equal/far,English,blue
0,equal/far,English,good job!
0,closer/close,English,bright green
0,equal/far,English,grass
0,closer/close,English,not barney almost blue
0,further/split,English,brighest
0,closer/close,English,the middle shade
0,closer/close,English,the middle again
0,equal/far,English,water
0,closer/close,English,the one that stands out the most as different
0,closer/close,English,darkest shade
0,equal/far,English,brighest hue
0,closer/close,English,darkest
0,further/split,English,water
0,further/split,English,almost grass clored
0,equal/far,English,rainy skies
0,further/split,English,grass but dull
1,closer/close,English,amost grass but brighter
0,closer/close,English,barney
0,equal/far,English,sky bright
0,closer/close,English,barney
0,equal/far,English,water tropical
1,further/split,English,water brighter of two
0,further/split,English,canary
0,closer/close,English,water
0,equal/far,English,tropical water
1,further/split,English,rainy skies but brighter than the other
0,further/split,English,barney but dull
0,further/split,English,rainy skies but off a shade not water
0,further/split,English,blank slate of concrete
0,closer/close,English,almost green with yellow tinges
0,equal/far,English,water
0,closer/close,English,grass
0,further/split,English,not orange or purple
0,equal/far,English,barney
0,further/split,English,baney but bright
0,further/split,English,pinkish
0,further/split,English,dull barney
0,closer/close,English,the brighest of all
0,closer/close,English,barney
0,equal/far,English,grass
0,equal/far,English,not blue or tan
0,equal/far,English,reddish
0,equal/far,English,rainy sky
0,further/split,English,not orange or blue
0,closer/close,English,darkest
0,equal/far,English,water
0,closer/close,English,not green almost brown
0,closer/close,English,grey
0,further/split,English,tannish
0,equal/far,English,brownish
0,further/split,English,grey purplish
0,equal/far,English,forest
0,closer/close,English,It's the green with the most yellow in it
0,closer/close,English,It's the darkest blue
0,further/split,English,Grey
0,further/split,English,purple
1,further/split,English,The lighter purple
1,further/split,English,The brighter blue
0,further/split,English,Green
0,equal/far,English,Purple
0,closer/close,English,"The brightest, most pronounced yellow"
0,closer/close,English,good job on the previous description
0,closer/close,English,purple
0,equal/far,English,purple again
0,further/split,English,still purple
1,closer/close,English,The duller blue.  I think it has a green or brown tint
0,equal/far,English,"Not the bright blue, and not the bright yellow.  It's the dullest color.  Aqua?"
1,further/split,English,Not the gray.  It's the yellower of the other two.
0,equal/far,English,purple
0,closer/close,English,brown
0,further/split,English,that was my bad on the previous
0,further/split,English,Not the green.  The one with a slight blue hue to it.
1,further/split,English,"The brighter, more neon blue"
0,equal/far,English,"aqua, the bluish one"
0,closer/close,English,the lightest of the 3 purples
0,equal/far,English,pink
1,further/split,English,The green that has more brown in than yellow
1,further/split,English,duller
0,equal/far,English,purple
0,equal/far,English,bright aqua
0,closer/close,English,brownest one
0,equal/far,English,pink
0,closer/close,English,purplest
1,further/split,English,"brightest, bolder, green"
0,closer/close,English,bright pink
0,further/split,English,orange
0,equal/far,English,blue
1,equal/far,English,the purpler one.
1,closer/close,English,the brighter of the 2 blues
0,equal/far,English,grey
0,further/split,English,the neonest blue.  Bolder
0,closer/close,English,"not the bright green, and not the brownish green."
1,further/split,English,the duller green.  The one that is not the yellowish green
0,closer/close,English,the brightest orange
0,further/split,English,dull green
1,equal/far,English,the bluer of the 2 purples
1,further/split,English,brighter of of the purples
0,closer/close,English,blue
0,further/split,English,Not the bright blue and not the grey
1,equal/far,English,the more aqua.  Not blue or not grey
0,equal/far,English,orange
0,equal/far,English,grey
1,closer/close,English,not the blue.  It's a little darker than other purple
0,closer/close,English,dull pink
0,closer/close,English,not bright and purple
0,equal/far,English,purple
0,closer/close,English,grey
0,equal/far,English,green
0,further/split,English,lilac
0,further/split,English,purple
0,further/split,English,teal
0,closer/close,English,grey
0,closer/close,English,slight tint of pupel
0,closer/close,English,purple
0,further/split,English,orange
0,equal/far,English,blue
0,equal/far,English,blue or teal?
0,equal/far,English,teal
0,equal/far,English,bright one
0,equal/far,English,purple
0,closer/close,English,red
0,closer/close,English,bright
0,further/split,English,"coral pink, dull color"
0,equal/far,English,red
0,equal/far,English,neon green
0,equal/far,English,purple
0,equal/far,English,neon green
0,further/split,English,teal
0,equal/far,English,purple
0,further/split,English,dull blue
0,equal/far,English,teal
0,further/split,English,grey
0,closer/close,English,coral dull pink
0,further/split,English,purple
0,further/split,English,"purple, not the bright one"
0,closer/close,English,"orange, bright one"
0,further/split,English,blue
0,equal/far,English,yellow
0,closer/close,English,bright yellow
0,further/split,English,bright pink
0,closer/close,English,bright neon green
0,closer/close,English,"yellow, but really dull"
0,further/split,English,orangy
0,equal/far,English,green
0,closer/close,English,"green, slightly darker one"
0,closer/close,English,"purple, middle shade between the two"
0,closer/close,English,not the pink one
0,equal/far,English,grey
0,further/split,English,purple
0,further/split,English,neon green
0,equal/far,English,yellow
0,closer/close,English,"lightest purple, have a pink tint"
0,closer/close,English,dull one
0,equal/far,English,neon green
0,equal/far,English,green
0,closer/close,English,dull dark blue
0,closer/close,English,darkest one out of them
0,equal/far,English,yellow
0,closer/close,English,purple
0,closer/close,English,bright one
0,further/split,English,blue
0,closer/close,English,dark green
0,closer/close,English,teal
0,further/split,English,pink purple
0,closer/close,English,greyish
0,closer/close,English,darkest purple
0,closer/close,English,brownish grey
0,further/split,English,closer to grass green
0,closer/close,English,yellowish
0,further/split,English,purple
0,equal/far,English,blueish grey
0,equal/far,English,green
0,equal/far,English,purpleish grey
0,further/split,English,red
0,equal/far,English,pink
0,further/split,English,lightest green
0,further/split,English,closer to grass green
0,further/split,English,yes
0,further/split,English,yellow
0,closer/close,English,darkest green
0,equal/far,English,redish
0,further/split,English,closer to grass green
0,equal/far,English,purple
0,further/split,English,pure yellow
1,further/split,English,more purple grey
0,equal/far,English,red
0,further/split,English,yellowish green
0,closer/close,English,bright pink
0,closer/close,English,the reddish one
0,closer/close,English,no
0,equal/far,English,blue
0,equal/far,English,grey
0,closer/close,English,dark purple but not greyish purple
0,closer/close,English,pinkish purple
0,closer/close,English,grey
0,equal/far,English,green
0,equal/far,English,blueish purple
0,closer/close,English,grass green
1,further/split,English,more grey purple
0,equal/far,English,lightest green
0,equal/far,English,dark blue
0,closer/close,English,darkest blue/gray
0,closer/close,English,darkest purple
0,closer/close,English,darkest green
1,closer/close,English,more red purple
0,further/split,English,sorry
0,further/split,English,no problem... yellowish green
0,equal/far,English,blue/purple
0,further/split,English,pinkish purple
0,further/split,English,dark blue
0,closer/close,English,most grey blue
0,further/split,English,orange
0,further/split,English,lightest blue
0,closer/close,English,not bright green or yellow/green
0,equal/far,English,grey
0,equal/far,English,good description
0,equal/far,English,pink
0,closer/close,English,grass green
0,further/split,English,greyish purple
0,further/split,English,purpleish grey
0,equal/far,English,the puple
0,equal/far,English,purple
0,equal/far,English,bluish green
0,closer/close,English,bright flor. green
1,further/split,English,deeper purple
0,further/split,English,brightest green
1,closer/close,English,this ones close....the more blue of the dark blue?
0,closer/close,English,"bright blue, or dark blue?"
0,closer/close,English,"not the lightest one, dark,,,"
0,closer/close,English,pink
0,closer/close,English,yellowish
0,closer/close,English,lime green
0,closer/close,English,robin egg blue
0,closer/close,English,pink
0,closer/close,English,bright one
0,further/split,English,grey
0,further/split,English,turquois
0,equal/far,English,yellow
