workerid,totalLength,gameID,thinksHuman,confused,comments,ratePartner,role,nativeEnglish,score
930,482708,6433-2,yes,yes,,loved,listener,yes,47
931,676372,1812-8,yes,yes,no,loved,listener,yes,48
932,544558,4131-6,yes,yes,,liked,speaker,yes,44
933,654472,0581-b,yes,yes,,okay,listener,yes,46
934,144047,7990-0,yes,yes,No partner ever showed up.  :(,not much,speaker,yes,0
935,364469,6963-e,yes,yes,What happened?  It did select two choices that weren&quotechart mine and then it automatically took me to completion at round 17 of 50.,liked,listener,yes,14
936,612482,5090-b,yes,yes,,okay,speaker,yes,45
937,1656366,9405-b,yes,yes,Loved it,loved,listener,yes,48
938,1022075,4302-e,yes,yes,Good HIT!,loved,listener,yes,45
939,769260,3159-0,yes,yes,Awesome.,loved,speaker,yes,48
940,930412,4229-d,yes,yes,,okay,listener,yes,43
941,761928,3000-6,yes,yes,,okay,speaker,yes,44
942,826680,4000-9,yes,yes,,loved,listener,yes,42
943,629555,5587-3,yes,yes,,okay,speaker,yes,47
944,1401609,3248-2,yes,yes,,liked,speaker,yes,48
945,759544,6178-5,yes,yes,,liked,speaker,yes,48
946,807476,2660-a,yes,yes,Great!,loved,listener,yes,44
947,673077,3724-2,yes,yes,,okay,speaker,yes,39
948,105859,5616-5,yes,yes,No partner showed up.,not much,listener,yes,0
949,882891,0082-f,yes,yes,,not much,speaker,yes,43
950,672211,1623-4,yes,yes,,liked,listener,yes,45
951,1096670,0426-b,no,yes,Task took me 20m 30s to complete,okay,listener,yes,46
952,700681,5824-8,yes,yes,,liked,speaker,yes,47
953,600037,4928-6,yes,yes,Thank you!,okay,listener,yes,41
954,767902,6378-3,yes,yes,Great experiment!,loved,speaker,yes,46
955,708905,3942-1,yes,yes,Fun!,loved,listener,yes,42
956,543556,5311-7,yes,yes,My partner said they had to go because their HIT was about to expire.  So the game ended.,okay,speaker,yes,14
957,679608,4333-f,yes,yes,Thanks!,loved,listener,yes,48
958,820924,9720-6,yes,yes,None really was fun.,liked,listener,yes,45
959,469469,8292-7,yes,yes,,loved,listener,yes,48
960,586562,7251-8,yes,yes,,okay,listener,yes,45
961,187311,5367-4,yes,yes,,not much,listener,yes,0
962,1030703,5055-f,yes,yes,,okay,speaker,yes,45
963,860811,3071-a,yes,yes,,liked,speaker,yes,40
964,733550,7246-8,yes,yes,No.,okay,listener,yes,40
965,815565,4024-b,yes,yes,,loved,speaker,yes,47
966,794687,6366-e,yes,yes,Great!,loved,speaker,yes,41
967,965204,4742-a,yes,yes,None,loved,speaker,yes,45
968,934592,9713-a,yes,yes,,liked,speaker,yes,49
969,976245,5958-d,yes,yes,,okay,speaker,yes,45
970,744768,1397-6,yes,yes,Partner was fairly easy to work with and appeared to have experience working on Hits.,liked,speaker,yes,42
971,429425,3375-b,yes,yes,,liked,listener,yes,48
972,835303,2010-8,yes,yes,No comment,loved,speaker,yes,49
973,756567,6771-0,yes,yes,,loved,listener,yes,49
974,1006254,0002-7,yes,yes,,liked,listener,yes,45
975,577683,3600-c,yes,yes,,loved,listener,yes,47
976,97434,3793-4,yes,yes,No one showed up.,not much,listener,yes,0
977,652010,3285-1,yes,yes,,liked,speaker,yes,46
978,711499,8034-c,yes,yes,,okay,speaker,yes,48
979,879332,0847-6,yes,yes,,loved,listener,yes,48
980,60288,0262-3,no,yes,Partner never showed up so did not get to play the game.,not much,listener,yes,0
981,546238,4131-6,yes,yes,,loved,listener,yes,44
982,788997,6366-e,yes,yes,Great experiment!,liked,listener,yes,41
983,573066,8270-5,yes,yes,,liked,listener,yes,46
984,756525,6010-a,yes,yes,,okay,speaker,yes,46
985,26364,4607-0,yes,yes,no partner,not much,speaker,yes,0
986,804170,5404-e,yes,yes,,loved,speaker,yes,47
987,586235,5860-d,yes,yes,None,liked,listener,yes,48
988,989646,2783-c,yes,yes,,loved,listener,yes,47
989,1008718,5055-f,yes,yes,,okay,listener,no,45
990,84450,9917-4,yes,yes,they didn&quotechart show,not much,listener,yes,0
991,456724,2794-c,yes,yes,,not much,listener,yes,44
992,1207580,4878-1,yes,yes,"It was fun, but it took me about 20 minutes.",liked,listener,no,48
993,67857,9133-e,yes,yes,I never got a partner,not much,listener,yes,0
994,681970,5824-8,yes,yes,,liked,listener,yes,47
995,1600336,9375-7,yes,yes,,loved,speaker,yes,47
996,133686,5420-f,no,yes,No partner :/,not much,speaker,yes,0
997,663394,3682-7,yes,yes,Partner gave great descriptions but some of these were a little more difficult.,liked,listener,yes,34
998,634112,3802-d,yes,yes,,liked,listener,yes,46
999,664357,6106-f,yes,yes,,okay,listener,yes,44
1000,705222,4020-0,yes,yes,,liked,listener,yes,44
1001,788574,5404-e,yes,yes,no,liked,listener,yes,47
1002,133040,9925-0,yes,yes,,not much,speaker,yes,0
1003,610669,5868-8,yes,yes,,loved,speaker,yes,48
1004,720266,2678-f,yes,yes,,loved,listener,yes,48
1005,620820,1594-9,yes,yes,,liked,speaker,yes,42
1006,698927,3477-f,yes,yes,,loved,speaker,yes,46
1007,591307,2955-4,yes,yes,No,okay,listener,yes,44
1008,491234,2891-d,yes,yes,,liked,listener,yes,46
1009,526897,2891-d,yes,yes,Great experiment!,loved,speaker,yes,46
1010,586918,3661-6,yes,yes,,okay,listener,yes,49
1011,618979,4076-9,yes,yes,,liked,listener,yes,45
1012,133724,6510-b,yes,yes,,not much,speaker,yes,0
1013,168746,8912-f,yes,yes,I think my partner left and it defaulted me to this screen.,not much,speaker,yes,0
1014,677668,0513-8,yes,yes,Partner was easy to work with but didn&quotechart communicate as well to make it easier to work.,okay,speaker,yes,38
1015,59273,2938-9,yes,yes,,liked,listener,yes,0
1016,635501,4391-a,yes,yes,,loved,listener,yes,48
1017,110470,9202-3,yes,yes,There was no one there to tell me what to pick,not much,listener,yes,0
1018,605718,1470-6,yes,yes,Great experiment!,loved,listener,yes,48
1019,586783,5868-8,yes,yes,ty,loved,listener,yes,48
1020,717007,2678-f,yes,yes,,liked,speaker,yes,48
1021,632526,4391-a,yes,yes,,liked,speaker,yes,48
1022,1296919,2200-3,yes,yes,I feel like my partner wandered off a few times.,not much,speaker,yes,46
1023,567150,1594-9,yes,yes,,okay,listener,yes,42
1024,770886,3375-a,yes,yes,,okay,speaker,yes,43
1025,983364,5932-1,yes,yes,,liked,speaker,yes,43
1026,514060,3641-1,yes,yes,Great experiment!,loved,speaker,yes,46
1027,507690,3641-1,yes,yes,,okay,listener,yes,46
1028,612945,8984-7,yes,yes,,okay,speaker,yes,45
1029,613038,8984-7,yes,yes,,loved,listener,yes,45
1030,637530,9258-7,yes,yes,,loved,listener,yes,48
1031,757937,3802-d,yes,yes,,not much,speaker,yes,46
1032,597424,4928-6,yes,yes,,not much,speaker,yes,41
1033,845388,8762-f,yes,yes,,loved,listener,yes,45
1034,848546,8762-f,yes,yes,,loved,speaker,yes,45
1035,840538,9874-5,yes,yes,Cool experiment,liked,listener,yes,48
1036,982119,5764-1,yes,yes,Fun,okay,listener,no,42
1037,886551,4503-8,yes,yes,,liked,speaker,yes,46
1038,807264,6617-1,yes,yes,,liked,speaker,yes,45
1039,598970,2457-4,yes,yes,Fun! I think we only missed a couple. Thanks!,loved,speaker,yes,48
1040,787400,4862-e,no,yes,My partner needs to learn what blue colors are.,okay,listener,yes,39
1041,792106,3349-a,yes,yes,,liked,speaker,yes,48
1042,698992,3639-a,yes,yes,,not much,speaker,yes,44
1043,594468,4790-c,yes,yes,Great experiment!,loved,speaker,yes,44
1044,1306080,2722-7,yes,yes,Took about 26 minutes -- had to wait quite a bit for a partner -- thanks!,liked,speaker,yes,44
1045,926714,0437-f,yes,yes,,okay,speaker,yes,49
1046,764421,7396-e,yes,yes,,liked,listener,yes,46
1047,714373,4517-7,yes,yes,"That was fun, thank you for letting me participate.",loved,speaker,yes,46
1048,870886,7830-6,yes,yes,,loved,speaker,yes,45
1049,899464,5286-9,yes,yes,I really like doing these tasks!,loved,speaker,yes,47
1050,565691,6754-4,yes,yes,None,okay,listener,yes,42
1051,708741,5820-1,no,yes,interesting experiment,not much,listener,yes,41
1052,1034828,5704-b,yes,yes,no,okay,speaker,yes,42
1053,569574,6969-5,yes,yes,"Everything went great once again, love these!",loved,listener,yes,45
1054,717549,6682-b,yes,yes,,liked,listener,yes,47
1055,678408,4517-7,yes,yes,,liked,listener,yes,46
1056,665340,9199-7,yes,yes,No.,liked,speaker,yes,48
1057,1051116,5903-b,yes,yes,,not much,listener,yes,42
1058,1107777,0519-6,yes,yes,,loved,speaker,yes,49
1059,763661,1293-8,yes,yes,,loved,listener,yes,47
1060,862624,1293-8,yes,yes,,liked,speaker,yes,47
1061,757545,9975-6,yes,yes,,liked,speaker,yes,44
1062,947699,9148-7,yes,yes,,liked,speaker,yes,45
1063,733265,8589-7,yes,yes,Great!,loved,listener,yes,46
1064,894923,1689-f,yes,yes,Its interesting and give me good idea on how to look at color.,loved,listener,yes,45
1065,1064498,4650-1,yes,yes,My partner was awesome. This was a fun study. Would do again anytime.,loved,speaker,yes,44
1066,775965,5899-f,yes,yes,,liked,listener,yes,44
1067,819818,9645-a,yes,yes,none,okay,listener,yes,43
1068,661712,1742-8,yes,yes,,loved,speaker,yes,43
1069,1409003,2069-6,yes,yes,,liked,listener,yes,45
1070,880183,7758-a,yes,yes,,loved,speaker,yes,46
1071,782927,5080-2,yes,yes,Thanks for the HIT!  I did my best and hope the data is useful!,okay,listener,yes,46
1072,621660,4806-d,yes,yes,This was cool and I wish I cared more about crayons so I could name colors better. I found it to be interesting.,liked,speaker,yes,48
1073,806909,9843-4,yes,yes,"no, ty",okay,listener,yes,38
1074,916433,4505-b,yes,yes,that was fun,liked,speaker,yes,46
1075,897168,0897-4,yes,yes,"The comprehension T/F really should have alternating responses, but other than that, this has been one of my favorite HITs!",loved,listener,yes,49
1076,1260037,3321-5,yes,yes,Thanks for the fun HIT!,loved,listener,yes,45
1077,943230,3801-2,yes,yes,,loved,speaker,yes,46
1078,576280,5834-1,yes,yes,Fun study,loved,speaker,yes,42
1079,739394,2356-f,yes,yes,,loved,speaker,yes,50
1080,941216,9874-5,yes,yes,thanks,liked,speaker,yes,48
1081,867960,6682-b,yes,yes,no,liked,speaker,yes,47
1082,1075079,5903-b,yes,yes,Nice work,liked,speaker,yes,42
1083,998910,9520-5,yes,yes,,loved,speaker,yes,37
1084,556164,7334-e,yes,yes,,okay,speaker,yes,46
1085,795746,3424-d,yes,yes,,loved,speaker,yes,46
1086,1020885,5936-8,yes,yes,"I thoroughly enjoyed it. However, I am not good at colors I discovered.",loved,speaker,yes,44
1087,1133734,9165-1,yes,yes,Very interesting!!!,loved,speaker,yes,49
1088,740850,5820-1,yes,yes,Great experiment!,liked,speaker,yes,41
1089,714397,9148-7,yes,yes,,okay,listener,yes,45
1090,891930,4503-8,yes,yes,"At times it seemed like when I selected a color it would get a box around it, and then the wrong one would be selected when I let go of the mouse. But most of the time it worked well.",loved,listener,yes,46
1091,636724,9199-7,yes,yes,,liked,listener,yes,48
1092,627122,0968-a,yes,yes,,liked,listener,yes,45
1093,544424,0495-0,yes,yes,,liked,speaker,yes,42
1094,733595,1742-8,no,yes,were you testing for color blindness. I used to work with hone co. splicers and they took a test like this.,loved,listener,yes,43
1095,1276619,5042-9,yes,yes,I liked it I thouhj it was fun,loved,speaker,yes,42
1096,741892,9191-c,yes,yes,,okay,listener,yes,45
1097,601027,1561-7,yes,yes,,loved,listener,yes,45
1098,1509770,1691-5,yes,yes,"It was a bit difficult to differentiate the color in some rounds, but I found it enjoyable. Interesting to see the undertones. I kinda wish my partner asked a few questions back if he/she wasn&quotechart too sure.",loved,speaker,yes,40
1099,710107,1184-f,yes,yes,,loved,listener,yes,44
1100,632815,0365-1,yes,yes,,loved,speaker,yes,41
1101,776420,3563-2,yes,yes,,okay,speaker,yes,48
1102,798314,1218-8,yes,yes,,okay,speaker,yes,46
1103,773368,6617-1,yes,yes,,loved,listener,yes,45
1104,959522,7029-9,yes,yes,It was a fun experiment!,liked,listener,yes,48
1105,528583,1856-c,yes,yes,no,okay,listener,yes,40
1106,951399,8366-0,yes,yes,,loved,listener,yes,46
1107,1014218,1691-5,yes,yes,,okay,listener,yes,40
1108,722195,9391-f,yes,yes,Great experiment would love to know what it is testing for.,loved,listener,yes,45
1109,559015,2457-4,yes,yes,,liked,listener,yes,48
1110,1188667,8953-9,yes,yes,,liked,speaker,yes,46
1111,605435,6649-c,yes,yes,"Interesting, engaging, enjoyable, and well-designed study.",not much,listener,yes,45
1112,1171486,8994-b,yes,yes,this was fun and we worked well together,loved,speaker,yes,46
1113,741539,9544-2,yes,yes,,liked,listener,yes,45
1114,1949585,3660-d,yes,yes,There should be a time limit my partner was not very involved it almost made it so I couldnt finish the hit.,not much,speaker,yes,45
1115,1006243,7658-c,yes,yes,Great Hit!,loved,listener,yes,46
1116,640840,2722-7,yes,yes,,not much,listener,yes,44
1117,730332,3563-2,yes,yes,"It was fun, thanks!",loved,listener,yes,48
1118,1292192,0312-7,yes,yes,"This was super fun, thank you for letting me participate!",loved,speaker,yes,49
1119,803590,9391-f,no,yes,,liked,speaker,yes,45
1120,1558688,8343-3,yes,yes,Fun!,loved,listener,yes,49
1121,797452,8016-c,yes,yes,"Didn&quotechart love this particular partner...They were ok, but kind of dragged on.",okay,listener,yes,49
1122,667563,3112-8,yes,yes,This was pretty interesting. Thank you.,liked,speaker,yes,48
1123,597396,9070-4,yes,yes,,liked,listener,yes,48
1124,876491,9224-2,yes,yes,Great!,loved,speaker,yes,46
1125,1134642,3099-1,yes,yes,It was fun and different,loved,speaker,yes,47
1126,681099,7705-9,yes,yes,Fun!,loved,listener,yes,47
1127,731614,1184-f,yes,yes,Thank you for allowing me to participate.,loved,speaker,yes,44
1128,594163,4806-d,yes,yes,,liked,listener,yes,48
1129,1256506,0312-7,yes,yes,I really enjoyed this!,loved,listener,yes,49
1130,830527,7396-e,yes,yes,No comments at the current time.,liked,speaker,yes,46
1131,602587,4863-9,yes,yes,,okay,speaker,yes,42
1132,833687,1689-f,yes,yes,Thank you and have a great day!,loved,speaker,yes,45
1133,897729,4505-b,yes,yes,No,liked,listener,yes,46
1134,908715,2867-c,yes,yes,no,liked,speaker,yes,45
1135,1030775,5764-1,yes,yes,,okay,speaker,yes,42
1136,715964,1218-8,yes,yes,This was a fun experiment!,liked,listener,yes,46
1137,614241,4863-9,yes,yes,"It was very enjoyable, thank you.  My partner saw gray as brown, different displays?",liked,listener,yes,42
1138,1582968,8343-3,yes,yes,,loved,speaker,yes,49
1139,103531,9903-b,no,yes,It went straight to submit after round 1,liked,speaker,yes,0
1140,760918,2345-2,yes,yes,,liked,speaker,yes,44
1141,542903,9741-b,yes,yes,Fun,okay,speaker,no,38
1142,547111,9741-b,yes,yes,Our screen must have much different colors. Some were way off,liked,listener,yes,38
1143,683205,7705-9,yes,yes,,loved,speaker,yes,47
1144,568434,9080-5,yes,yes,,liked,listener,yes,44
1145,855739,2867-c,yes,yes,My partner did an amazing job this was fun,loved,listener,yes,45
1146,589881,9080-5,yes,yes,Thanks! Your system works flawlessly.,loved,speaker,yes,44
1147,613507,0365-1,yes,yes,,not much,listener,yes,41
1148,755406,8589-7,yes,yes,This was fun and trivial at times.,loved,speaker,yes,46
1149,875418,9645-a,no,yes,No.,loved,speaker,yes,43
1150,1042806,6421-c,yes,yes,,liked,listener,yes,44
1151,923302,1745-9,yes,yes,n/a,okay,speaker,yes,43
1152,882491,9000-1,yes,yes,None thanks.,loved,listener,yes,43
1153,817361,4490-3,yes,yes,,liked,speaker,yes,45
1154,657864,6969-5,yes,yes,,loved,speaker,yes,45
1155,1331023,8584-1,yes,yes,interesting,liked,speaker,yes,45
1156,1313548,8584-1,yes,yes,That was fun. Can we do some more of these hits? Thanks!,loved,listener,yes,45
1157,987175,9342-d,yes,yes,no,okay,speaker,yes,43
1158,981020,9342-d,yes,yes,It&quotechars interesting to see one person&quotechars comparison to another&quotechars. We disagreed on a few.,liked,listener,yes,43
1159,835268,7859-5,yes,yes,fun,loved,listener,yes,46
1160,560734,4790-c,yes,yes,,okay,listener,yes,44
1161,743670,1713-a,yes,yes,,loved,listener,yes,48
1162,799895,5080-2,yes,yes,,liked,speaker,yes,46
1163,1086308,1033-6,yes,yes,I thought it was really fun. I thought my partner was a great sport. Great experience overall.,loved,speaker,yes,37
1164,874544,3830-5,yes,yes,"No, thank you!",loved,speaker,yes,47
1165,281276,3659-9,yes,yes,"I&quotecharm not sure what happened to my game, it ended abruptly...I only made it to round 12 of 50.",liked,speaker,yes,9
1166,783174,4490-3,yes,yes,"Interesting, fun",liked,listener,yes,45
1167,815780,0437-f,yes,yes,,loved,listener,yes,49
1168,918902,9266-e,yes,yes,,okay,speaker,yes,40
1169,878803,3714-6,yes,yes,,okay,speaker,yes,40
1170,398710,4791-b,yes,yes,,loved,listener,yes,13
1171,1050906,1033-6,yes,yes,"This was fun and my partner was awesome, thanks!",loved,listener,yes,37
1172,874732,6639-9,yes,yes,None,okay,speaker,yes,44
1173,967130,9000-1,yes,yes,"Interesting, we learned from each other.",liked,speaker,yes,43
1174,770724,3772-3,yes,yes,,loved,listener,yes,49
1175,841820,3772-3,yes,yes,Hopefully pays a bonus! Quite long for $1.50 but very enjoyable.,loved,speaker,yes,49
1176,677119,2345-2,yes,yes,,loved,listener,yes,44
1177,875433,1058-9,yes,yes,No,okay,speaker,yes,44
1178,582313,1856-c,yes,yes,"Partner was rushed, so was trying to go as fast as possible.",okay,speaker,yes,40
1179,880155,3099-1,yes,yes,"My partner was excellent - he deserves more of a bonus than I do, that&quotechars for sure.",loved,listener,yes,47
1180,755421,1713-a,yes,yes,Love these -- thanks!,liked,speaker,yes,48
1181,842433,6639-9,yes,yes,,loved,listener,yes,44
1182,720610,3830-5,yes,yes,,liked,listener,yes,47
1183,1015939,0868-b,yes,yes,no comments,liked,speaker,yes,43
1184,962829,7226-a,yes,yes,,liked,speaker,yes,47
1185,1016531,0377-b,yes,yes,,liked,listener,yes,49
1186,571783,2548-6,yes,yes,,loved,speaker,yes,46
1187,970181,7001-2,yes,yes,,liked,speaker,yes,43
1188,988255,4650-1,yes,yes,,loved,listener,yes,44
1189,840668,7830-6,yes,yes,I think I love these. :-),loved,listener,yes,45
1190,1120702,8002-d,yes,yes,I enjoyed this very much.  THank you!,loved,speaker,yes,46
1191,743502,0868-b,yes,yes,,okay,listener,yes,43
1192,548212,7334-e,yes,yes,,loved,listener,yes,46
1193,759938,3424-d,yes,yes,Great experiment!,loved,listener,yes,46
1194,808575,5286-9,yes,yes,This was a lot of fun! Thank you!,loved,listener,yes,47
1195,664725,3112-8,no,yes,It was a lot of fun.,okay,listener,yes,48
1196,615772,2482-2,yes,yes,,okay,speaker,yes,40
1197,833005,4862-e,yes,yes,,liked,speaker,yes,39
1198,1095401,8002-d,yes,yes,,liked,listener,yes,46
1199,794154,5899-f,yes,yes,That was good and fun,loved,speaker,yes,44
1200,1320893,3321-5,yes,yes,THIS GAME IS AWESOME!!!,loved,speaker,yes,45
1201,899858,9520-5,yes,yes,,okay,listener,yes,37
1202,627731,5706-5,yes,yes,,okay,listener,yes,41
1203,674524,5706-5,yes,yes,None,liked,speaker,yes,41
1204,833964,1058-9,yes,yes,Enjoyed it,okay,listener,yes,44
1205,619060,1561-7,yes,yes,Fun,loved,speaker,no,45
1206,741650,3770-6,no,yes,no,liked,speaker,yes,37
1207,611120,6649-c,yes,yes,,okay,speaker,yes,45
1208,935839,0897-4,yes,yes,Was actually fun!,loved,speaker,yes,49
1209,1428431,6143-1,yes,yes,No,liked,listener,yes,48
1210,1520362,6143-1,yes,yes,"No, that was fun. Maybe have a comment section for speaker/listener to have a quick ""great job. Had fun.""",loved,speaker,yes,48
1211,1320896,7757-1,yes,yes,,okay,listener,yes,44
1212,1860417,3660-d,yes,yes,,okay,listener,yes,45
1213,530000,6977-4,yes,yes,,loved,listener,yes,47
1214,624774,8487-9,yes,yes,Great experiment!,loved,listener,yes,46
1215,692114,0968-a,yes,yes,,loved,speaker,yes,45
1216,1103544,0519-6,yes,yes,no,liked,listener,yes,49
1217,1032567,2227-c,yes,yes,,loved,speaker,yes,45
1218,1408829,7757-1,yes,yes,no comments,liked,speaker,yes,44
1219,856193,7226-a,yes,yes,,liked,listener,yes,47
1220,778529,4764-2,yes,yes,,not much,listener,yes,37
1221,959949,8366-0,yes,yes,,loved,speaker,yes,46
1222,1626226,8361-4,yes,yes,Nothing other than this was kind of fun.  Thanks for an enjoyable hit.,loved,speaker,yes,45
1223,604415,3320-c,yes,yes,Great experiment!,liked,listener,yes,43
1224,836464,1707-e,yes,yes,,loved,speaker,yes,45
1225,1264645,6534-d,yes,yes,,okay,listener,yes,43
1226,932487,3801-2,yes,yes,"Once again, everything was great and so was my partner!",loved,listener,yes,46
1227,508345,2345-7,yes,yes,,liked,listener,yes,44
1228,537973,2345-7,yes,yes,,okay,speaker,yes,44
1229,587928,7963-e,yes,yes,,loved,speaker,yes,47
1230,591826,7963-e,yes,yes,Great experiment!,loved,listener,yes,47
1231,828276,1562-0,yes,yes,I wish we knew the total we got correct.,liked,speaker,yes,43
1232,1618469,8361-4,yes,yes,It was interesting to work together with all total stranger to solve a problem.,loved,listener,no,45
1233,1370856,6534-d,yes,yes,,liked,speaker,yes,43
1234,633348,9320-9,yes,yes,,okay,speaker,yes,43
1235,592084,9320-9,yes,yes,,liked,listener,yes,43
1236,753602,9544-2,yes,yes,fun,loved,speaker,yes,45
1237,707387,3639-a,yes,yes,"fun, thanks",liked,listener,yes,44
1238,730455,6568-5,yes,yes,I like the experiment but my partner was not very talkative and it seemed like pulling teeth trying to get a better description.,not much,listener,yes,45
1239,646783,2356-f,yes,yes,no,liked,listener,yes,50
1240,1163386,2796-8,yes,yes,Thanks it was real fun.,loved,speaker,yes,42
1241,985827,8995-1,yes,yes,,okay,speaker,yes,43
1242,508230,0495-0,yes,yes,,okay,listener,yes,42
1243,1005337,2227-c,yes,yes,,liked,listener,yes,45
1244,1017551,5936-8,yes,yes,"My partner was struggling, but they were great/fun, nonetheless lol!",liked,listener,yes,44
1245,581115,3309-b,yes,yes,None,liked,listener,yes,46
1246,645104,2376-1,yes,yes,,okay,speaker,yes,47
1247,568008,2482-2,yes,yes,Fun,liked,listener,no,40
1248,881299,6661-0,yes,yes,Being speaker is a bit harder than being the listener. Fun Game though!,okay,speaker,yes,47
1249,1041198,9617-0,yes,yes,No,liked,speaker,yes,48
1250,812044,7174-e,yes,yes,none,okay,listener,yes,37
1251,852505,8016-c,yes,yes,it was easier to simplify the names of the colors based on what they were paired with.,liked,speaker,yes,49
1252,843785,7859-5,yes,yes,This was really fun. Thanks!,loved,speaker,yes,46
1253,961639,7029-9,yes,yes,,okay,speaker,yes,48
1254,758763,2251-e,yes,yes,,liked,listener,yes,44
1255,814881,9191-c,yes,yes,It was fun!,loved,speaker,yes,45
1256,828361,1641-c,yes,yes,That was fun!!!,liked,speaker,yes,46
1257,852696,6661-0,yes,yes,,loved,listener,yes,47
1258,1056538,5704-b,yes,yes,So fun! Thanks for making that hit!,loved,listener,yes,42
1259,1658916,7025-e,yes,yes,"difficult task, but fun",loved,speaker,yes,34
1260,776146,2251-e,yes,yes,,loved,speaker,yes,44
1261,839507,4764-2,yes,yes,thanks,loved,speaker,yes,37
1262,1142067,5042-9,yes,yes,No,okay,listener,yes,42
1263,742637,3349-a,yes,yes,,liked,listener,yes,48
1264,1083920,6421-c,yes,yes,,not much,speaker,yes,44
1265,187585,1830-a,yes,yes,A partner never connected,not much,speaker,yes,0
1266,893829,3714-6,yes,yes,it was fun,liked,listener,yes,40
1267,1029751,5159-5,yes,confused,I wasn&quotechart sure if I was allowed to use the colors names,liked,speaker,yes,42
1268,966799,8378-2,yes,yes,,loved,speaker,yes,45
1269,536507,5834-1,yes,yes,Great experiment!,loved,listener,yes,42
1270,1111163,9165-1,yes,yes,None,okay,listener,yes,49
1271,1035740,9617-0,yes,yes,This is one of the best HITS i have ever taken on mturk.,loved,listener,yes,48
1272,554220,2548-6,yes,yes,,liked,listener,yes,46
1273,791322,4544-5,yes,yes,,liked,listener,yes,45
1274,1025919,4544-5,yes,yes,,liked,speaker,yes,45
1275,762908,7012-b,yes,yes,"it was fun
",liked,listener,yes,41
1276,767203,7012-b,yes,yes,Awesome. :-),loved,speaker,yes,41
1277,945222,9318-7,yes,yes,,loved,listener,yes,49
1278,546685,6754-4,yes,yes,,okay,speaker,yes,42
1279,585565,3309-b,yes,yes,Fun,liked,speaker,no,46
1280,462754,3143-1,yes,yes,I only got to round 15 and it sent me to the end of the survey.,liked,listener,yes,13
1281,1119742,2761-9,yes,yes,,loved,listener,yes,48
1282,1162718,2761-9,yes,yes,It was a pretty cool experiment.,liked,speaker,yes,48
1283,1094600,0377-b,yes,yes,no,loved,speaker,yes,49
1284,762406,1562-0,yes,yes,,okay,listener,yes,43
1285,658899,6491-5,yes,yes,Great experiment!,loved,speaker,yes,47
1286,759000,9975-6,yes,yes,"I would love to keep doing these, please post them often. :)",loved,listener,yes,44
1287,506266,3143-1,yes,yes,it appears to have stopped at 15/50,liked,speaker,yes,13
1288,707861,8458-5,yes,yes,I hope we did well.,loved,speaker,yes,49
1289,806883,1641-c,yes,yes,no,loved,listener,yes,46
1290,747181,9266-e,yes,yes,,liked,listener,yes,40
1291,642238,6491-5,yes,yes,,loved,listener,yes,47
1292,807935,5159-5,yes,yes,Great experiment!,loved,listener,yes,42
1293,812956,6977-4,yes,yes,,loved,speaker,yes,47
1294,970398,9318-7,yes,yes,I like this game!,liked,speaker,yes,49
1295,820698,7758-a,yes,yes,Thank you!,okay,listener,yes,46
1296,677291,4777-1,yes,yes,,liked,listener,yes,44
1297,699872,4777-1,yes,yes,Great experiment!,loved,speaker,yes,44
1298,746965,9894-3,yes,yes,,loved,speaker,yes,47
1299,821180,9224-2,yes,yes,,loved,listener,yes,46
1300,636620,8816-8,yes,yes,Not the best game this time but still ok. :-),okay,listener,yes,37
1301,951207,9447-5,yes,yes,"Last time i played i was the listener, I enjoyed playing the other role this time. This is a great HIT.",liked,speaker,yes,45
1302,797457,8514-f,yes,yes,My partner not that great.,not much,listener,yes,39
1303,1000375,8578-5,yes,yes,This was so much fun.  Very different and interesting.  Thank you for throwing in a few easier ones.,loved,listener,yes,49
1304,1445815,4932-c,yes,confused,no,loved,speaker,yes,46
1305,743870,9894-3,yes,yes,It was very fun and I truly enjoyed interacting with the other worker. Thank you!,loved,listener,yes,47
1306,874972,0082-c,yes,yes,Fun experiment!,okay,speaker,yes,43
1307,893332,3850-8,yes,yes,,okay,speaker,yes,45
1308,889451,3464-e,yes,yes,,not much,speaker,yes,35
1309,619951,5419-7,yes,yes,,liked,listener,yes,46
1310,940809,4166-4,yes,yes,,liked,speaker,yes,46
1311,1086141,1624-6,yes,yes,Great hit.,loved,speaker,yes,45
1312,1035279,0517-a,yes,yes,"My partner was quiet, but was efficient. I think he had a higher success rate of getting the right color.",loved,speaker,yes,44
1313,1737994,6035-4,yes,yes,good,okay,listener,yes,35
1314,813875,5063-f,yes,yes,none,loved,speaker,yes,45
1315,1491163,2069-6,yes,yes,absolutely loved this hit,loved,speaker,yes,45
1316,637916,8487-9,yes,yes,,liked,speaker,yes,46
1317,835169,5419-7,yes,yes,No comments,liked,speaker,yes,46
1318,914167,4166-4,yes,yes,,liked,listener,yes,46
1319,974955,8514-f,yes,yes,Great experiment!,okay,speaker,yes,39
1320,1003605,8995-1,yes,yes,Great! Send  more! Mckinneyml78@gmail.com,loved,listener,yes,43
1321,652833,3280-4,yes,yes,,okay,speaker,yes,45
1322,969151,6089-c,yes,yes,Awesome once again!,loved,listener,yes,43
1323,909861,7001-2,yes,yes,no,okay,listener,yes,43
1324,883272,3850-8,yes,yes,,loved,listener,yes,45
